Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,108361,(+/- 4210 ),103195,(+/- 4659 ),113829,(+/- 4542 ),70626,(+/- 3298 ),111202,(+/- 3383 ),143808,(+/- 4343 ),82010,(+/- 4349 ),112733,(+/- 4656 ),105989,(+/- 4010 ),116660,(+/- 4112 ),128829,(+/- 3933 ),106499,(+/- 3804 ),106201,(+/- 3525 ),146413,(+/- 4410 ),107560,(+/- 3382 ),117717,(+/- 3976 ),105218,(+/- 3258 ),126915,(+/- 3744 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,817,(+/- 347 ),793,(+/- 490 ),546,(+/- 321 ),83,(+/- 97 ),208,(+/- 193 ),130,(+/- 124 ),112,(+/- 108 ),345,(+/- 222 ),365,(+/- 221 ),77,(+/- 90 ),456,(+/- 231 ),2682,(+/- 672 ),3425,(+/- 722 ),194,(+/- 135 ),5044,(+/- 908 ),2388,(+/- 725 ),3513,(+/- 768 ),2126,(+/- 453 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,11887,(+/- 1774 ),20721,(+/- 2252 ),9224,(+/- 1491 ),4850,(+/- 810 ),5592,(+/- 1109 ),6393,(+/- 1312 ),5486,(+/- 1066 ),11106,(+/- 1486 ),5621,(+/- 1034 ),8256,(+/- 1186 ),12014,(+/- 1585 ),38473,(+/- 2711 ),38494,(+/- 2426 ),8941,(+/- 1507 ),43599,(+/- 2420 ),33938,(+/- 2198 ),49740,(+/- 2987 ),37244,(+/- 1869 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",35937,(+/- 2919 ),40744,(+/- 3004 ),33281,(+/- 2278 ),16724,(+/- 1838 ),13010,(+/- 1357 ),22454,(+/- 2264 ),16572,(+/- 2118 ),32091,(+/- 2516 ),16966,(+/- 1934 ),24867,(+/- 2453 ),36421,(+/- 2865 ),35478,(+/- 2510 ),35321,(+/- 2709 ),28217,(+/- 2534 ),34495,(+/- 2675 ),44467,(+/- 3084 ),33772,(+/- 2165 ),43153,(+/- 2605 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",28180,(+/- 2521 ),26761,(+/- 2330 ),33242,(+/- 2531 ),24959,(+/- 2020 ),26958,(+/- 2093 ),32271,(+/- 2541 ),21415,(+/- 2468 ),36231,(+/- 2529 ),25302,(+/- 2397 ),24758,(+/- 1902 ),37974,(+/- 2624 ),16760,(+/- 1776 ),16053,(+/- 1565 ),33845,(+/- 2479 ),14103,(+/- 1319 ),22186,(+/- 1938 ),11671,(+/- 1350 ),25258,(+/- 1618 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",17282,(+/- 2184 ),8253,(+/- 1319 ),19532,(+/- 1761 ),12946,(+/- 1659 ),23346,(+/- 2248 ),27124,(+/- 2028 ),13103,(+/- 2293 ),18131,(+/- 1928 ),18732,(+/- 1876 ),19643,(+/- 1830 ),22445,(+/- 2365 ),8719,(+/- 1354 ),7414,(+/- 1305 ),29406,(+/- 2976 ),5867,(+/- 1211 ),8656,(+/- 1329 ),3674,(+/- 704 ),8835,(+/- 1515 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",8272,(+/- 1213 ),3614,(+/- 1067 ),8506,(+/- 1236 ),5699,(+/- 1038 ),14027,(+/- 1631 ),20887,(+/- 1941 ),9553,(+/- 1852 ),8473,(+/- 1242 ),14690,(+/- 1752 ),12202,(+/- 1483 ),9829,(+/- 1431 ),2541,(+/- 654 ),3173,(+/- 925 ),21973,(+/- 2003 ),2704,(+/- 678 ),3909,(+/- 868 ),1304,(+/- 480 ),4937,(+/- 1002 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",5986,(+/- 1138 ),2309,(+/- 610 ),9498,(+/- 1158 ),5365,(+/- 932 ),28061,(+/- 1982 ),34549,(+/- 2505 ),15769,(+/- 1837 ),6356,(+/- 1107 ),24313,(+/- 1722 ),26857,(+/- 1585 ),9690,(+/- 1236 ),1846,(+/- 504 ),2321,(+/- 690 ),23837,(+/- 2243 ),1748,(+/- 647 ),2173,(+/- 545 ),1544,(+/- 470 ),5362,(+/- 996 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1582,(+/- 35 ),1359,(+/- 27 ),1686,(+/- 25 ),1771,(+/- 41 ),2211,(+/- 38 ),2196,(+/- 46 ),1944,(+/- 51 ),1664,(+/- 30 ),2127,(+/- 56 ),2009,(+/- 46 ),1683,(+/- 32 ),1141,(+/- 23 ),1144,(+/- 26 ),2034,(+/- 54 ),1063,(+/- 24 ),1237,(+/- 22 ),994,(+/- 22 ),1240,(+/- 22 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,50188,(+/- 2525 ),57867,(+/- 3651 ),65434,(+/- 3259 ),31294,(+/- 2085 ),51870,(+/- 2984 ),60791,(+/- 3286 ),36080,(+/- 3252 ),55139,(+/- 3069 ),64002,(+/- 3298 ),57961,(+/- 2512 ),50771,(+/- 3008 ),78415,(+/- 3446 ),76856,(+/- 2909 ),53239,(+/- 3541 ),99421,(+/- 3221 ),75760,(+/- 2623 ),79596,(+/- 2772 ),88409,(+/- 3187 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,2158,(+/- 590 ),3977,(+/- 953 ),1524,(+/- 539 ),801,(+/- 339 ),1258,(+/- 483 ),711,(+/- 330 ),822,(+/- 385 ),1169,(+/- 419 ),1189,(+/- 480 ),1987,(+/- 724 ),1848,(+/- 640 ),10464,(+/- 1472 ),10523,(+/- 1531 ),623,(+/- 280 ),16667,(+/- 1554 ),4449,(+/- 842 ),10883,(+/- 1360 ),8724,(+/- 1098 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,5227,(+/- 1014 ),11280,(+/- 1435 ),5810,(+/- 1131 ),2719,(+/- 668 ),3744,(+/- 718 ),2122,(+/- 759 ),2623,(+/- 711 ),3027,(+/- 667 ),2792,(+/- 829 ),3377,(+/- 959 ),5288,(+/- 999 ),22790,(+/- 1724 ),20323,(+/- 1934 ),2411,(+/- 748 ),31564,(+/- 1856 ),15222,(+/- 1441 ),23327,(+/- 1612 ),19367,(+/- 1618 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,16450,(+/- 1756 ),18573,(+/- 1929 ),21197,(+/- 2156 ),9295,(+/- 1252 ),10801,(+/- 1505 ),7953,(+/- 1151 ),8712,(+/- 1412 ),14673,(+/- 1666 ),8925,(+/- 1400 ),10876,(+/- 1441 ),14312,(+/- 1807 ),26847,(+/- 2357 ),24209,(+/- 2050 ),9862,(+/- 1627 ),30555,(+/- 2296 ),26731,(+/- 1667 ),27311,(+/- 1751 ),31748,(+/- 2127 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,11538,(+/- 1334 ),12719,(+/- 1853 ),16861,(+/- 1773 ),9783,(+/- 1431 ),14398,(+/- 1595 ),15331,(+/- 1449 ),6923,(+/- 1068 ),17285,(+/- 1485 ),16374,(+/- 1897 ),11444,(+/- 1757 ),12794,(+/- 1560 ),10941,(+/- 1274 ),13667,(+/- 1570 ),15340,(+/- 1966 ),13451,(+/- 1538 ),19075,(+/- 1686 ),12176,(+/- 1175 ),16854,(+/- 1761 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,8199,(+/- 1279 ),7307,(+/- 1302 ),10621,(+/- 1287 ),5641,(+/- 942 ),8055,(+/- 1057 ),13446,(+/- 1380 ),4628,(+/- 890 ),11592,(+/- 1295 ),13738,(+/- 1748 ),8950,(+/- 1236 ),8046,(+/- 1309 ),4237,(+/- 917 ),4495,(+/- 932 ),10397,(+/- 1579 ),4755,(+/- 783 ),6787,(+/- 1139 ),3653,(+/- 731 ),6605,(+/- 1119 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",6616,(+/- 1107 ),4011,(+/- 842 ),9421,(+/- 1187 ),3055,(+/- 680 ),13614,(+/- 1515 ),21228,(+/- 2085 ),12372,(+/- 1916 ),7393,(+/- 1108 ),20984,(+/- 1661 ),21327,(+/- 1652 ),8483,(+/- 1418 ),3136,(+/- 863 ),3639,(+/- 722 ),14606,(+/- 2103 ),2429,(+/- 514 ),3496,(+/- 800 ),2246,(+/- 520 ),5111,(+/- 944 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),619,(+/- 23 ),550,(+/- 16 ),652,(+/- 21 ),659,(+/- 23 ),742,(+/- 19 ),856,(+/- 20 ),768,(+/- 43 ),701,(+/- 19 ),838,(+/- 22 ),829,(+/- 35 ),659,(+/- 25 ),436,(+/- 10 ),459,(+/- 13 ),780,(+/- 23 ),408,(+/- 10 ),533,(+/- 13 ),437,(+/- 9 ),497,(+/- 12 )
Housing,Gross Rent,Occupied units paying rent,103626,(+/- 4312 ),99133,(+/- 4934 ),61992,(+/- 3916 ),117841,(+/- 4754 ),131160,(+/- 5221 ),55429,(+/- 3280 ),173170,(+/- 5539 ),83518,(+/- 3922 ),113299,(+/- 4853 ),73478,(+/- 3446 ),70224,(+/- 4168 ),86888,(+/- 4111 ),96421,(+/- 4051 ),48993,(+/- 3529 ),61676,(+/- 3198 ),72580,(+/- 3425 ),92687,(+/- 3431 ),64597,(+/- 3773 )
Housing,Gross Rent,Less than $500,13668,(+/- 1727 ),11942,(+/- 1561 ),2374,(+/- 648 ),6880,(+/- 1348 ),4811,(+/- 871 ),2049,(+/- 683 ),24077,(+/- 2240 ),3864,(+/- 1132 ),8392,(+/- 1823 ),5006,(+/- 1062 ),3706,(+/- 1087 ),19378,(+/- 2129 ),14662,(+/- 2038 ),4295,(+/- 1478 ),20123,(+/- 2058 ),10507,(+/- 1423 ),23132,(+/- 2013 ),9290,(+/- 1118 )
Housing,Gross Rent,$500 to $999,49239,(+/- 3242 ),46331,(+/- 3610 ),32853,(+/- 2915 ),60522,(+/- 3513 ),34280,(+/- 3131 ),12837,(+/- 1671 ),50643,(+/- 3402 ),22717,(+/- 2599 ),37981,(+/- 2932 ),23973,(+/- 2394 ),21293,(+/- 2372 ),49593,(+/- 3833 ),62117,(+/- 3771 ),13378,(+/- 2101 ),34872,(+/- 2629 ),43541,(+/- 3108 ),58068,(+/- 3162 ),42389,(+/- 3219 )
Housing,Gross Rent,"$1,000 to $1,499",29417,(+/- 2527 ),29206,(+/- 2870 ),19930,(+/- 2533 ),36123,(+/- 2422 ),46452,(+/- 3037 ),24009,(+/- 2620 ),42769,(+/- 3071 ),38524,(+/- 2792 ),40997,(+/- 3277 ),26873,(+/- 2597 ),27149,(+/- 2762 ),14033,(+/- 1859 ),14449,(+/- 1984 ),17958,(+/- 2169 ),5574,(+/- 1299 ),15131,(+/- 1774 ),9601,(+/- 1449 ),9882,(+/- 1446 )
Housing,Gross Rent,"$1,500 to $1,999",8769,(+/- 1374 ),10105,(+/- 1683 ),4557,(+/- 1118 ),10842,(+/- 1485 ),27403,(+/- 2609 ),11247,(+/- 1583 ),27593,(+/- 2940 ),13730,(+/- 1974 ),16780,(+/- 2055 ),11206,(+/- 1645 ),13913,(+/- 2078 ),2416,(+/- 753 ),3049,(+/- 941 ),8668,(+/- 1672 ),446,(+/- 261 ),2806,(+/- 927 ),1358,(+/- 477 ),1978,(+/- 688 )
Housing,Gross Rent,"$2,000 to $2,499",1789,(+/- 790 ),1213,(+/- 817 ),1615,(+/- 828 ),2765,(+/- 776 ),10285,(+/- 1305 ),3827,(+/- 850 ),15669,(+/- 2179 ),3920,(+/- 1092 ),6302,(+/- 1322 ),3505,(+/- 1127 ),3351,(+/- 1010 ),628,(+/- 331 ),809,(+/- 339 ),3095,(+/- 1166 ),424,(+/- 244 ),247,(+/- 187 ),274,(+/- 262 ),548,(+/- 439 )
Housing,Gross Rent,"$2,500 to $2,999",180,(+/- 188 ),45,(+/- 75 ),439,(+/- 329 ),410,(+/- 236 ),4192,(+/- 1024 ),663,(+/- 409 ),7476,(+/- 1640 ),544,(+/- 352 ),1702,(+/- 614 ),2036,(+/- 696 ),224,(+/- 240 ),577,(+/- 507 ),364,(+/- 217 ),667,(+/- 676 ),39,(+/- 50 ),194,(+/- 253 ),123,(+/- 154 ),428,(+/- 428 )
Housing,Gross Rent,"$3,000 or more",564,(+/- 416 ),291,(+/- 209 ),224,(+/- 172 ),299,(+/- 190 ),3737,(+/- 877 ),797,(+/- 478 ),4943,(+/- 1284 ),219,(+/- 236 ),1145,(+/- 549 ),879,(+/- 448 ),588,(+/- 287 ),263,(+/- 224 ),971,(+/- 570 ),932,(+/- 598 ),198,(+/- 177 ),154,(+/- 169 ),131,(+/- 122 ),82,(+/- 127 )
Housing,Gross Rent,Median (dollars),909,(+/- 20 ),920,(+/- 26 ),951,(+/- 25 ),944,(+/- 15 ),1266,(+/- 35 ),1256,(+/- 43 ),1116,(+/- 31 ),1176,(+/- 27 ),1099,(+/- 23 ),1113,(+/- 27 ),1156,(+/- 32 ),746,(+/- 22 ),750,(+/- 17 ),1163,(+/- 46 ),616,(+/- 19 ),780,(+/- 19 ),671,(+/- 14 ),753,(+/- 17 )
Housing,Gross Rent,No rent paid,3006,(+/- 773 ),3720,(+/- 941 ),3163,(+/- 785 ),3589,(+/- 844 ),3657,(+/- 932 ),2275,(+/- 708 ),4626,(+/- 1083 ),2287,(+/- 793 ),3547,(+/- 937 ),3153,(+/- 854 ),2118,(+/- 673 ),5799,(+/- 985 ),4493,(+/- 1054 ),1712,(+/- 609 ),6642,(+/- 1117 ),4691,(+/- 885 ),5929,(+/- 1125 ),4069,(+/- 806 )
Socioeconomic,Income and Benefits (In 2016 inflationlation-adjusted dollars),Total households,265181,(+/- 5579 ),263915,(+/- 5484 ),244418,(+/- 5123 ),223350,(+/- 4795 ),297889,(+/- 5220 ),262303,(+/- 4733 ),295886,(+/- 5958 ),253677,(+/- 5023 ),286837,(+/- 5317 ),251252,(+/- 3742 ),251942,(+/- 4413 ),277601,(+/- 4184 ),283971,(+/- 4511 ),250357,(+/- 4638 ),275299,(+/- 3733 ),270748,(+/- 3679 ),283430,(+/- 3816 ),283990,(+/- 3112 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"Less than $10,000",30999,(+/- 3058 ),29899,(+/- 2640 ),12548,(+/- 1823 ),12557,(+/- 1721 ),14890,(+/- 1975 ),8717,(+/- 1479 ),37093,(+/- 2760 ),11806,(+/- 1672 ),21391,(+/- 2392 ),11746,(+/- 1638 ),10514,(+/- 1757 ),24141,(+/- 2441 ),26692,(+/- 2772 ),10876,(+/- 2110 ),21027,(+/- 1981 ),13911,(+/- 1597 ),25032,(+/- 2317 ),13537,(+/- 1587 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$10,000 to $14,999",14691,(+/- 1716 ),13922,(+/- 1773 ),8043,(+/- 1594 ),11511,(+/- 1551 ),8658,(+/- 1418 ),5502,(+/- 1067 ),16369,(+/- 1826 ),7352,(+/- 1615 ),12669,(+/- 1756 ),7660,(+/- 1554 ),7526,(+/- 1572 ),16420,(+/- 2062 ),14822,(+/- 1940 ),5390,(+/- 1406 ),14887,(+/- 1727 ),13139,(+/- 1593 ),18304,(+/- 2185 ),10680,(+/- 1130 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$15,000 to $24,999",29121,(+/- 2941 ),30244,(+/- 2865 ),21544,(+/- 2161 ),24443,(+/- 2402 ),20241,(+/- 2349 ),12528,(+/- 1861 ),32471,(+/- 2892 ),18968,(+/- 2071 ),23706,(+/- 2809 ),18958,(+/- 1948 ),18486,(+/- 2455 ),34244,(+/- 2532 ),31017,(+/- 2937 ),12898,(+/- 2101 ),33085,(+/- 2552 ),24665,(+/- 1767 ),37679,(+/- 2409 ),24752,(+/- 2085 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",25968,(+/- 2567 ),26548,(+/- 2582 ),23418,(+/- 2256 ),22674,(+/- 2108 ),20139,(+/- 1972 ),15911,(+/- 1460 ),23825,(+/- 2404 ),22133,(+/- 2433 ),21354,(+/- 2283 ),18221,(+/- 1973 ),18742,(+/- 2129 ),29430,(+/- 2763 ),30115,(+/- 2315 ),13595,(+/- 1895 ),28783,(+/- 1807 ),28896,(+/- 2494 ),29898,(+/- 1768 ),26288,(+/- 2036 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",30694,(+/- 2895 ),34889,(+/- 2663 ),29406,(+/- 2728 ),36371,(+/- 3032 ),29320,(+/- 2606 ),24397,(+/- 2454 ),27411,(+/- 2257 ),28431,(+/- 2398 ),31626,(+/- 2818 ),27611,(+/- 2725 ),31844,(+/- 2698 ),40849,(+/- 3060 ),39807,(+/- 2489 ),22589,(+/- 2346 ),40026,(+/- 2233 ),36906,(+/- 2776 ),42449,(+/- 2595 ),39039,(+/- 2245 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",41670,(+/- 2862 ),49286,(+/- 3627 ),42893,(+/- 2887 ),39518,(+/- 2802 ),47482,(+/- 3359 ),34082,(+/- 2461 ),42373,(+/- 3426 ),49220,(+/- 3264 ),45067,(+/- 3244 ),41473,(+/- 3163 ),42864,(+/- 2707 ),46774,(+/- 2833 ),49798,(+/- 3062 ),37425,(+/- 3630 ),50520,(+/- 2793 ),54322,(+/- 2975 ),54354,(+/- 2805 ),54664,(+/- 3023 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",30224,(+/- 2562 ),32147,(+/- 2434 ),34695,(+/- 2794 ),29235,(+/- 2406 ),39049,(+/- 2907 ),33244,(+/- 2646 ),29283,(+/- 3012 ),38934,(+/- 2835 ),32126,(+/- 2790 ),31065,(+/- 2482 ),35969,(+/- 3057 ),31003,(+/- 2250 ),34051,(+/- 2408 ),38209,(+/- 3430 ),38013,(+/- 2571 ),37146,(+/- 2296 ),32148,(+/- 2246 ),39960,(+/- 2681 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",37436,(+/- 2846 ),31806,(+/- 2810 ),39088,(+/- 2678 ),28064,(+/- 2441 ),50600,(+/- 3305 ),56572,(+/- 2893 ),38977,(+/- 2944 ),46387,(+/- 3280 ),42296,(+/- 2975 ),39598,(+/- 2347 ),46298,(+/- 3218 ),37251,(+/- 2475 ),35431,(+/- 2484 ),49893,(+/- 3388 ),32950,(+/- 1967 ),40026,(+/- 2594 ),30435,(+/- 1889 ),43472,(+/- 2377 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",13293,(+/- 1840 ),9448,(+/- 1584 ),17701,(+/- 1725 ),10267,(+/- 1336 ),27942,(+/- 2011 ),27784,(+/- 2017 ),20781,(+/- 2669 ),17680,(+/- 1795 ),24018,(+/- 2067 ),21964,(+/- 2029 ),22146,(+/- 2497 ),10330,(+/- 1418 ),11764,(+/- 1479 ),30182,(+/- 2852 ),9535,(+/- 1153 ),12658,(+/- 1491 ),7711,(+/- 1103 ),17615,(+/- 1959 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",11085,(+/- 1394 ),5726,(+/- 1274 ),15082,(+/- 1602 ),8710,(+/- 1163 ),39568,(+/- 2457 ),43566,(+/- 3127 ),27303,(+/- 2530 ),12766,(+/- 1636 ),32584,(+/- 2285 ),32956,(+/- 2211 ),17553,(+/- 1740 ),7159,(+/- 1122 ),10474,(+/- 1376 ),29300,(+/- 2544 ),6473,(+/- 959 ),9079,(+/- 1200 ),5420,(+/- 1029 ),13983,(+/- 1453 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),50523,(+/- 1835 ),48417,(+/- 1965 ),66270,(+/- 1563 ),51383,(+/- 1194 ),80269,(+/- 2429 ),97387,(+/- 2804 ),54147,(+/- 2923 ),67745,(+/- 2829 ),67084,(+/- 2227 ),74971,(+/- 2713 ),72198,(+/- 2188 ),47430,(+/- 1476 ),49758,(+/- 1513 ),90345,(+/- 2069 ),49927,(+/- 1330 ),57182,(+/- 1410 ),45360,(+/- 933 ),60857,(+/- 1348 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),69850,(+/- 2326 ),62643,(+/- 2527 ),84370,(+/- 2314 ),70448,(+/- 2260 ),115419,(+/- 3538 ),125478,(+/- 3274 ),88912,(+/- 4204 ),82865,(+/- 2029 ),103066,(+/- 3512 ),111680,(+/- 2955 ),91890,(+/- 2762 ),65246,(+/- 2152 ),66518,(+/- 1601 ),109034,(+/- 3619 ),64235,(+/- 1666 ),72255,(+/- 1778 ),58582,(+/- 1207 ),80283,(+/- 1803 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,687611,(+/- 15400 ),708049,(+/- 12326 ),713030,(+/- 14480 ),693060,(+/- 16532 ),718708,(+/- 12651 ),717799,(+/- 13267 ),708147,(+/- 15755 ),713909,(+/- 12416 ),714363,(+/- 15812 ),693132,(+/- 7721 ),725979,(+/- 9014 ),673155,(+/- 3755 ),691528,(+/- 7554 ),733164,(+/- 9503 ),678978,(+/- 4958 ),674572,(+/- 6224 ),676102,(+/- 7533 ),699102,(+/- 8032 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,650109,(+/- 15106 ),659092,(+/- 12880 ),656007,(+/- 14354 ),584086,(+/- 15494 ),673914,(+/- 13179 ),683789,(+/- 11936 ),652870,(+/- 15757 ),653198,(+/- 12004 ),671474,(+/- 15352 ),637353,(+/- 8799 ),674807,(+/- 9167 ),634713,(+/- 5230 ),662973,(+/- 8131 ),703443,(+/- 10385 ),642185,(+/- 5722 ),645176,(+/- 7296 ),642341,(+/- 7698 ),676256,(+/- 8139 )
Socioeconomic,Health Insurance Coverage,With private health insurance,448497,(+/- 12172 ),423274,(+/- 13473 ),479007,(+/- 14577 ),362230,(+/- 12965 ),570130,(+/- 12128 ),600422,(+/- 12381 ),406883,(+/- 12492 ),496677,(+/- 12802 ),527493,(+/- 13084 ),510346,(+/- 10828 ),533978,(+/- 10916 ),447936,(+/- 9035 ),512444,(+/- 9425 ),603838,(+/- 12180 ),468152,(+/- 8125 ),494379,(+/- 7682 ),446137,(+/- 9055 ),552459,(+/- 9700 )
Socioeconomic,Health Insurance Coverage,With public coverage,278822,(+/- 10528 ),314352,(+/- 12019 ),244887,(+/- 10760 ),251949,(+/- 10895 ),157087,(+/- 6601 ),159088,(+/- 7039 ),297556,(+/- 14055 ),217415,(+/- 9550 ),217298,(+/- 13035 ),193690,(+/- 8285 ),209640,(+/- 8783 ),284510,(+/- 8078 ),242077,(+/- 7831 ),172277,(+/- 8315 ),272298,(+/- 6696 ),248218,(+/- 7093 ),299467,(+/- 7098 ),231798,(+/- 7292 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,37502,(+/- 3905 ),48957,(+/- 5000 ),57023,(+/- 4760 ),108974,(+/- 6828 ),44794,(+/- 4518 ),34010,(+/- 7145 ),55277,(+/- 4506 ),60711,(+/- 6279 ),42889,(+/- 5006 ),55779,(+/- 6167 ),51172,(+/- 3973 ),38442,(+/- 3677 ),28555,(+/- 3781 ),29721,(+/- 4186 ),36793,(+/- 3635 ),29396,(+/- 3135 ),33761,(+/- 3253 ),22846,(+/- 2860 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,150205,(+/- 7337 ),173569,(+/- 7719 ),174613,(+/- 7481 ),177065,(+/- 8650 ),133490,(+/- 6370 ),167525,(+/- 6887 ),145142,(+/- 7931 ),173549,(+/- 8216 ),155476,(+/- 8600 ),173860,(+/- 4326 ),186870,(+/- 4991 ),155881,(+/- 2421 ),137487,(+/- 3608 ),192791,(+/- 5991 ),158266,(+/- 2663 ),150825,(+/- 3327 ),154270,(+/- 4138 ),158979,(+/- 4241 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,3478,(+/- 1361 ),3720,(+/- 1709 ),4209,(+/- 1237 ),4692,(+/- 1422 ),3500,(+/- 1271 ),6822,(+/- 3407 ),4471,(+/- 1581 ),3759,(+/- 1173 ),2357,(+/- 896 ),5572,(+/- 1942 ),4020,(+/- 1353 ),4985,(+/- 1679 ),3425,(+/- 1408 ),3238,(+/- 1366 ),5880,(+/- 1538 ),2157,(+/- 912 ),2603,(+/- 803 ),2431,(+/- 902 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,13.9,(+/- 1.4 ),14.3,(+/- 1.4 ),8.3,(+/- 1.0 ),14.6,(+/- 1.6 ),5.2,(+/- 0.8 ),3.0,(+/- 0.6 ),18.1,(+/- 1.3 ),8.9,(+/- 1.2 ),7.8,(+/- 1.0 ),6.4,(+/- 0.9 ),6.9,(+/- 1.1 ),11.7,(+/- 1.4 ),10.6,(+/- 1.3 ),5.3,(+/- 0.9 ),10.4,(+/- 0.9 ),8.4,(+/- 0.9 ),13.5,(+/- 1.2 ),6.1,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,20.8,(+/- 2.4 ),22.0,(+/- 2.4 ),11.2,(+/- 1.4 ),21.1,(+/- 2.8 ),6.2,(+/- 1.3 ),5.0,(+/- 1.3 ),28.3,(+/- 2.3 ),14.5,(+/- 2.2 ),10.8,(+/- 1.7 ),9.0,(+/- 1.4 ),11.3,(+/- 2.0 ),20.0,(+/- 2.2 ),18.8,(+/- 2.5 ),7.0,(+/- 1.4 ),17.0,(+/- 1.6 ),14.5,(+/- 1.8 ),22.4,(+/- 2.2 ),10.2,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,17.8,(+/- 7.2 ),21.1,(+/- 6.4 ),12.2,(+/- 4.7 ),16.0,(+/- 5.2 ),3.9,(+/- 2.7 ),2.9,(+/- 2.5 ),21.9,(+/- 5.8 ),15.3,(+/- 4.7 ),4.8,(+/- 2.8 ),6.6,(+/- 3.7 ),9.7,(+/- 3.9 ),27.9,(+/- 6.3 ),26.5,(+/- 6.0 ),8.3,(+/- 4.3 ),17.9,(+/- 3.4 ),12.9,(+/- 4.6 ),19.9,(+/- 5.9 ),8.3,(+/- 3.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,4.9,(+/- 1.2 ),5.6,(+/- 1.2 ),5.9,(+/- 1.0 ),9.4,(+/- 1.4 ),3.1,(+/- 0.8 ),1.4,(+/- 0.4 ),6.7,(+/- 1.2 ),4.7,(+/- 0.9 ),5.2,(+/- 1.0 ),3.3,(+/- 0.8 ),2.7,(+/- 0.6 ),4.3,(+/- 1.0 ),3.8,(+/- 0.9 ),2.8,(+/- 0.7 ),5.6,(+/- 0.7 ),4.7,(+/- 0.8 ),6.1,(+/- 1.0 ),3.0,(+/- 0.6 )
