Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,2358,(+/- 695 ),1482,(+/- 545 ),3419,(+/- 665 ),1235,(+/- 482 ),3904,(+/- 636 ),500,(+/- 284 ),196,(+/- 147 ),334,(+/- 270 ),3541,(+/- 564 ),2035,(+/- 499 ),1512,(+/- 426 ),2645,(+/- 629 ),1526,(+/- 672 ),3272,(+/- 704 ),696,(+/- 366 ),1765,(+/- 576 ),1474,(+/- 403 ),1992,(+/- 522 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,24940,(+/- 2309 ),20457,(+/- 2109 ),37779,(+/- 2157 ),22110,(+/- 2300 ),37667,(+/- 2365 ),11803,(+/- 1631 ),7852,(+/- 1320 ),7144,(+/- 1168 ),40355,(+/- 2450 ),28183,(+/- 1904 ),30733,(+/- 2033 ),34887,(+/- 2218 ),18845,(+/- 1868 ),39913,(+/- 2772 ),16399,(+/- 1896 ),18814,(+/- 1882 ),26774,(+/- 2298 ),30569,(+/- 2572 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",32002,(+/- 3029 ),18549,(+/- 2142 ),35470,(+/- 1890 ),50851,(+/- 3004 ),30829,(+/- 2110 ),35164,(+/- 2443 ),25754,(+/- 1827 ),25518,(+/- 2730 ),39618,(+/- 2730 ),39923,(+/- 2895 ),40389,(+/- 2455 ),40898,(+/- 2520 ),29131,(+/- 2690 ),32775,(+/- 2320 ),39989,(+/- 2688 ),36408,(+/- 2529 ),36466,(+/- 2384 ),41902,(+/- 2686 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",14738,(+/- 1991 ),12503,(+/- 1839 ),18158,(+/- 1844 ),33177,(+/- 2466 ),14336,(+/- 1604 ),33550,(+/- 2602 ),33757,(+/- 2550 ),38186,(+/- 2663 ),14105,(+/- 1721 ),19521,(+/- 1917 ),22022,(+/- 2003 ),23018,(+/- 2137 ),29086,(+/- 2416 ),13515,(+/- 1553 ),30292,(+/- 2843 ),27652,(+/- 2040 ),22659,(+/- 2269 ),25990,(+/- 2046 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",6182,(+/- 1302 ),6659,(+/- 1076 ),7224,(+/- 1157 ),16041,(+/- 1795 ),5961,(+/- 1105 ),25313,(+/- 1898 ),26078,(+/- 2206 ),28581,(+/- 2291 ),5347,(+/- 967 ),7987,(+/- 1324 ),9708,(+/- 1306 ),11149,(+/- 1604 ),16774,(+/- 1700 ),5210,(+/- 1049 ),17228,(+/- 1949 ),12376,(+/- 1465 ),11584,(+/- 1542 ),15579,(+/- 1503 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",3167,(+/- 812 ),5032,(+/- 1115 ),3677,(+/- 800 ),6926,(+/- 1003 ),2371,(+/- 712 ),15249,(+/- 1538 ),16794,(+/- 1614 ),18077,(+/- 1891 ),1296,(+/- 389 ),3475,(+/- 928 ),3734,(+/- 783 ),5947,(+/- 1076 ),8566,(+/- 1242 ),2138,(+/- 579 ),7764,(+/- 1398 ),5760,(+/- 1089 ),4190,(+/- 1042 ),6856,(+/- 1148 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",4022,(+/- 809 ),9359,(+/- 1093 ),4393,(+/- 820 ),4443,(+/- 953 ),2046,(+/- 501 ),19955,(+/- 1815 ),22856,(+/- 1951 ),21303,(+/- 1841 ),2036,(+/- 586 ),3171,(+/- 789 ),2359,(+/- 535 ),6921,(+/- 1064 ),8548,(+/- 1153 ),2331,(+/- 606 ),6284,(+/- 1031 ),6346,(+/- 1081 ),2549,(+/- 735 ),7080,(+/- 1250 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1259,(+/- 34 ),1395,(+/- 52 ),1172,(+/- 23 ),1433,(+/- 25 ),1096,(+/- 24 ),1842,(+/- 39 ),1985,(+/- 41 ),1978,(+/- 33 ),1100,(+/- 20 ),1254,(+/- 23 ),1285,(+/- 27 ),1279,(+/- 31 ),1603,(+/- 34 ),1078,(+/- 25 ),1531,(+/- 33 ),1467,(+/- 32 ),1319,(+/- 32 ),1387,(+/- 28 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,53922,(+/- 2970 ),63582,(+/- 3488 ),91062,(+/- 3184 ),68559,(+/- 2940 ),91191,(+/- 2949 ),61131,(+/- 2763 ),65663,(+/- 3002 ),63234,(+/- 3234 ),93396,(+/- 2710 ),85970,(+/- 2980 ),85657,(+/- 3037 ),96491,(+/- 2880 ),54666,(+/- 2774 ),72149,(+/- 3225 ),68754,(+/- 3246 ),60539,(+/- 2935 ),78307,(+/- 3099 ),89228,(+/- 3382 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,6222,(+/- 1099 ),10092,(+/- 1517 ),8473,(+/- 990 ),2698,(+/- 693 ),11247,(+/- 1150 ),1543,(+/- 391 ),1498,(+/- 509 ),1350,(+/- 565 ),12944,(+/- 1526 ),6640,(+/- 872 ),7752,(+/- 1004 ),5875,(+/- 918 ),1735,(+/- 624 ),7579,(+/- 977 ),2194,(+/- 624 ),4069,(+/- 899 ),3585,(+/- 711 ),6602,(+/- 1128 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,18566,(+/- 2042 ),19544,(+/- 1907 ),31022,(+/- 1917 ),11278,(+/- 1360 ),34182,(+/- 1875 ),4733,(+/- 677 ),4472,(+/- 888 ),3452,(+/- 856 ),32648,(+/- 1899 ),22621,(+/- 1798 ),24821,(+/- 1664 ),24641,(+/- 1870 ),10025,(+/- 1096 ),22362,(+/- 1891 ),8610,(+/- 1042 ),9555,(+/- 1134 ),19392,(+/- 1988 ),21711,(+/- 1796 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,15257,(+/- 1697 ),17196,(+/- 1981 ),34089,(+/- 2422 ),28130,(+/- 2294 ),29638,(+/- 1888 ),16233,(+/- 1795 ),14054,(+/- 1431 ),12478,(+/- 1488 ),34485,(+/- 2018 ),32166,(+/- 1779 ),31338,(+/- 2255 ),38322,(+/- 2626 ),17510,(+/- 1765 ),26148,(+/- 1834 ),25637,(+/- 2314 ),24516,(+/- 2073 ),28582,(+/- 1863 ),31043,(+/- 2215 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,7408,(+/- 1403 ),7153,(+/- 1468 ),12044,(+/- 1241 ),18024,(+/- 1720 ),10373,(+/- 1074 ),18612,(+/- 1723 ),17487,(+/- 1785 ),18306,(+/- 1911 ),9610,(+/- 1101 ),16199,(+/- 1612 ),15387,(+/- 1348 ),17427,(+/- 1479 ),12314,(+/- 1420 ),9396,(+/- 1151 ),18492,(+/- 1697 ),14119,(+/- 1507 ),16047,(+/- 1630 ),17456,(+/- 1813 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,2708,(+/- 709 ),2842,(+/- 666 ),3124,(+/- 766 ),5129,(+/- 885 ),3672,(+/- 683 ),11109,(+/- 1233 ),12539,(+/- 1249 ),13862,(+/- 1844 ),2296,(+/- 575 ),4894,(+/- 922 ),4276,(+/- 845 ),5399,(+/- 984 ),5491,(+/- 945 ),3671,(+/- 867 ),8458,(+/- 1245 ),4797,(+/- 944 ),6630,(+/- 1152 ),7291,(+/- 1215 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",3761,(+/- 827 ),6755,(+/- 1097 ),2310,(+/- 588 ),3300,(+/- 711 ),2079,(+/- 572 ),8901,(+/- 1099 ),15613,(+/- 1671 ),13786,(+/- 1703 ),1413,(+/- 404 ),3450,(+/- 626 ),2083,(+/- 534 ),4827,(+/- 748 ),7591,(+/- 845 ),2993,(+/- 715 ),5363,(+/- 983 ),3483,(+/- 773 ),4071,(+/- 871 ),5125,(+/- 889 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),422,(+/- 18 ),422,(+/- 19 ),428,(+/- 7 ),543,(+/- 10 ),401,(+/- 7 ),680,(+/- 14 ),747,(+/- 20 ),755,(+/- 18 ),405,(+/- 9 ),474,(+/- 9 ),455,(+/- 7 ),483,(+/- 9 ),577,(+/- 16 ),443,(+/- 10 ),586,(+/- 13 ),541,(+/- 11 ),501,(+/- 13 ),496,(+/- 12 )
Housing,Gross Rent,Occupied units paying rent,114871,(+/- 4790 ),136685,(+/- 4272 ),71221,(+/- 2963 ),74452,(+/- 3859 ),70267,(+/- 3542 ),68241,(+/- 4167 ),56631,(+/- 2773 ),60027,(+/- 3275 ),71033,(+/- 3641 ),59387,(+/- 2916 ),75130,(+/- 3953 ),56638,(+/- 2772 ),98157,(+/- 4625 ),141222,(+/- 4645 ),83443,(+/- 4007 ),89582,(+/- 3714 ),79538,(+/- 3269 ),61924,(+/- 3606 )
Housing,Gross Rent,Less than $500,12021,(+/- 1850 ),16954,(+/- 2147 ),14729,(+/- 1632 ),7018,(+/- 1392 ),15762,(+/- 1760 ),4392,(+/- 908 ),2661,(+/- 852 ),4667,(+/- 969 ),16401,(+/- 1688 ),11438,(+/- 1591 ),11645,(+/- 1871 ),11921,(+/- 1480 ),5610,(+/- 1098 ),25693,(+/- 2513 ),8671,(+/- 1237 ),7695,(+/- 1255 ),14264,(+/- 1937 ),8829,(+/- 1320 )
Housing,Gross Rent,$500 to $999,47900,(+/- 3213 ),53908,(+/- 3695 ),44544,(+/- 2419 ),40675,(+/- 3129 ),38424,(+/- 2641 ),23054,(+/- 2312 ),17109,(+/- 1743 ),17753,(+/- 1770 ),44167,(+/- 3018 ),34060,(+/- 2331 ),44950,(+/- 2600 ),31206,(+/- 2486 ),36881,(+/- 3468 ),78289,(+/- 4032 ),34327,(+/- 2664 ),44549,(+/- 3409 ),44828,(+/- 3041 ),37306,(+/- 3161 )
Housing,Gross Rent,"$1,000 to $1,499",39303,(+/- 3037 ),38338,(+/- 3161 ),8786,(+/- 1449 ),22147,(+/- 2152 ),12219,(+/- 1759 ),24718,(+/- 2658 ),19836,(+/- 2130 ),23417,(+/- 2393 ),9268,(+/- 1586 ),11079,(+/- 1817 ),13535,(+/- 2028 ),10586,(+/- 1613 ),40223,(+/- 3080 ),26266,(+/- 2428 ),28678,(+/- 2277 ),29710,(+/- 2266 ),16772,(+/- 1867 ),12472,(+/- 1809 )
Housing,Gross Rent,"$1,500 to $1,999",10441,(+/- 1488 ),17075,(+/- 2121 ),1825,(+/- 624 ),3387,(+/- 933 ),2790,(+/- 1099 ),10264,(+/- 1851 ),8714,(+/- 1407 ),8607,(+/- 1443 ),865,(+/- 484 ),2207,(+/- 758 ),3443,(+/- 961 ),1243,(+/- 412 ),10354,(+/- 1379 ),7793,(+/- 1235 ),8927,(+/- 1702 ),5098,(+/- 1301 ),3011,(+/- 977 ),2277,(+/- 657 )
Housing,Gross Rent,"$2,000 to $2,499",3526,(+/- 1024 ),5911,(+/- 1105 ),807,(+/- 484 ),498,(+/- 288 ),801,(+/- 436 ),3323,(+/- 834 ),5208,(+/- 1100 ),3249,(+/- 1012 ),200,(+/- 192 ),395,(+/- 263 ),737,(+/- 426 ),764,(+/- 385 ),2054,(+/- 746 ),2273,(+/- 718 ),1405,(+/- 650 ),1267,(+/- 623 ),631,(+/- 399 ),501,(+/- 311 )
Housing,Gross Rent,"$2,500 to $2,999",1025,(+/- 467 ),2316,(+/- 733 ),259,(+/- 189 ),177,(+/- 217 ),262,(+/- 237 ),1564,(+/- 651 ),1665,(+/- 501 ),1065,(+/- 471 ),56,(+/- 94 ),163,(+/- 188 ),553,(+/- 332 ),486,(+/- 349 ),2000,(+/- 674 ),665,(+/- 368 ),273,(+/- 293 ),547,(+/- 282 ),32,(+/- 54 ),157,(+/- 185 )
Housing,Gross Rent,"$3,000 or more",655,(+/- 374 ),2183,(+/- 722 ),271,(+/- 192 ),550,(+/- 322 ),9,(+/- 15 ),926,(+/- 468 ),1438,(+/- 695 ),1269,(+/- 535 ),76,(+/- 116 ),45,(+/- 63 ),267,(+/- 231 ),432,(+/- 243 ),1035,(+/- 483 ),243,(+/- 203 ),1162,(+/- 538 ),716,(+/- 352 ),0,(+/- 174 ),382,(+/- 232 )
Housing,Gross Rent,Median (dollars),978,(+/- 24 ),982,(+/- 23 ),691,(+/- 20 ),899,(+/- 20 ),722,(+/- 17 ),1128,(+/- 31 ),1191,(+/- 32 ),1141,(+/- 29 ),684,(+/- 15 ),735,(+/- 25 ),779,(+/- 27 ),728,(+/- 18 ),1063,(+/- 22 ),772,(+/- 17 ),987,(+/- 21 ),934,(+/- 21 ),779,(+/- 27 ),785,(+/- 24 )
Housing,Gross Rent,No rent paid,4658,(+/- 1244 ),5028,(+/- 1213 ),6443,(+/- 1051 ),3445,(+/- 794 ),5100,(+/- 745 ),3228,(+/- 861 ),3232,(+/- 878 ),3012,(+/- 832 ),7043,(+/- 867 ),6739,(+/- 915 ),6848,(+/- 1139 ),5230,(+/- 1094 ),3039,(+/- 917 ),4846,(+/- 1150 ),4316,(+/- 1120 ),2206,(+/- 684 ),6815,(+/- 1093 ),5580,(+/- 832 )
Socioeconomic,Income and Benefits (In 2016 inflationlation-adjusted dollars),Total households,260860,(+/- 6241 ),279336,(+/- 6003 ),278846,(+/- 3223 ),281239,(+/- 3782 ),263672,(+/- 3375 ),274134,(+/- 4156 ),258813,(+/- 3951 ),265416,(+/- 2715 ),277770,(+/- 3738 ),256391,(+/- 4184 ),278092,(+/- 3273 ),283824,(+/- 3694 ),268338,(+/- 4490 ),317371,(+/- 4402 ),275165,(+/- 3248 ),261448,(+/- 3149 ),270356,(+/- 4644 ),286700,(+/- 3647 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"Less than $10,000",31817,(+/- 3256 ),46765,(+/- 3630 ),17250,(+/- 1584 ),12083,(+/- 1770 ),17797,(+/- 1682 ),8278,(+/- 1161 ),9482,(+/- 1670 ),10602,(+/- 1848 ),18724,(+/- 1999 ),13558,(+/- 1968 ),14935,(+/- 1790 ),14053,(+/- 1586 ),17291,(+/- 2161 ),30463,(+/- 2599 ),11036,(+/- 1616 ),13609,(+/- 1848 ),16557,(+/- 1940 ),12731,(+/- 1506 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$10,000 to $14,999",15538,(+/- 2110 ),18578,(+/- 2262 ),13777,(+/- 1461 ),10333,(+/- 1721 ),14227,(+/- 1345 ),8216,(+/- 1256 ),5484,(+/- 964 ),6474,(+/- 1282 ),17812,(+/- 1595 ),13451,(+/- 1696 ),14333,(+/- 1703 ),11362,(+/- 1284 ),10803,(+/- 1659 ),21932,(+/- 1880 ),12406,(+/- 1843 ),11114,(+/- 1420 ),15346,(+/- 1987 ),11661,(+/- 1516 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$15,000 to $24,999",30342,(+/- 3023 ),30387,(+/- 3155 ),33796,(+/- 2170 ),25323,(+/- 2192 ),30692,(+/- 2116 ),18392,(+/- 1916 ),16737,(+/- 2106 ),17885,(+/- 2047 ),34066,(+/- 2538 ),28875,(+/- 1950 ),30880,(+/- 2402 ),25877,(+/- 1990 ),26726,(+/- 2946 ),39677,(+/- 2938 ),25399,(+/- 2363 ),28269,(+/- 2728 ),30492,(+/- 2108 ),27038,(+/- 2146 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",31799,(+/- 3116 ),27695,(+/- 2308 ),28315,(+/- 2056 ),29178,(+/- 3007 ),31980,(+/- 2173 ),18201,(+/- 1945 ),16739,(+/- 1975 ),16584,(+/- 1920 ),32444,(+/- 2392 ),26953,(+/- 1957 ),28067,(+/- 2018 ),27739,(+/- 1871 ),26023,(+/- 2304 ),34953,(+/- 2625 ),24881,(+/- 2291 ),21632,(+/- 1974 ),28096,(+/- 2607 ),25134,(+/- 1868 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",31218,(+/- 3017 ),33554,(+/- 2235 ),41751,(+/- 2286 ),35830,(+/- 3090 ),40907,(+/- 2084 ),29395,(+/- 2464 ),25349,(+/- 2573 ),27611,(+/- 2700 ),40989,(+/- 2351 ),38074,(+/- 2565 ),40040,(+/- 2992 ),38495,(+/- 2633 ),34330,(+/- 2953 ),44678,(+/- 3155 ),33996,(+/- 2635 ),36306,(+/- 2627 ),39012,(+/- 2923 ),35165,(+/- 2543 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",45075,(+/- 3495 ),39289,(+/- 3025 ),54395,(+/- 2941 ),57625,(+/- 3103 ),49701,(+/- 2368 ),43668,(+/- 2600 ),40260,(+/- 2808 ),44921,(+/- 2567 ),55038,(+/- 2696 ),51933,(+/- 2906 ),55594,(+/- 2869 ),52883,(+/- 2493 ),45438,(+/- 2917 ),55193,(+/- 2661 ),54446,(+/- 2748 ),55608,(+/- 3218 ),51960,(+/- 3519 ),52111,(+/- 2996 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",27216,(+/- 2600 ),26035,(+/- 2363 ),33549,(+/- 2245 ),40003,(+/- 2355 ),30935,(+/- 1962 ),37763,(+/- 2631 ),32535,(+/- 2414 ),37612,(+/- 2902 ),34223,(+/- 2226 ),32817,(+/- 2421 ),36269,(+/- 2294 ),35968,(+/- 2362 ),35069,(+/- 2747 ),35857,(+/- 2589 ),37132,(+/- 2614 ),33172,(+/- 2648 ),34994,(+/- 2408 ),38275,(+/- 2494 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",26562,(+/- 2826 ),28236,(+/- 2733 ),34267,(+/- 2337 ),44768,(+/- 2852 ),30413,(+/- 1869 ),53353,(+/- 2756 ),50930,(+/- 3020 ),51221,(+/- 2657 ),30918,(+/- 2348 ),32589,(+/- 1736 ),36016,(+/- 2313 ),43942,(+/- 2523 ),39996,(+/- 2631 ),33999,(+/- 2585 ),43745,(+/- 3094 ),37956,(+/- 2600 ),34931,(+/- 2378 ),48338,(+/- 2674 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",11009,(+/- 1692 ),11528,(+/- 1546 ),10711,(+/- 1317 ),14830,(+/- 1704 ),8776,(+/- 1255 ),26161,(+/- 2347 ),27376,(+/- 1921 ),23811,(+/- 2140 ),8707,(+/- 1289 ),10350,(+/- 1429 ),12843,(+/- 1392 ),17010,(+/- 1852 ),17408,(+/- 2028 ),11285,(+/- 1166 ),16671,(+/- 1676 ),12819,(+/- 1543 ),11836,(+/- 1464 ),18613,(+/- 1684 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",10284,(+/- 1537 ),17269,(+/- 1729 ),11035,(+/- 1430 ),11266,(+/- 1335 ),8244,(+/- 1258 ),30707,(+/- 2249 ),33921,(+/- 2157 ),28695,(+/- 1947 ),4849,(+/- 1032 ),7791,(+/- 987 ),9115,(+/- 1642 ),16495,(+/- 1797 ),15254,(+/- 1539 ),9334,(+/- 1100 ),15453,(+/- 1916 ),10963,(+/- 1259 ),7132,(+/- 1139 ),17634,(+/- 1509 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),45025,(+/- 1973 ),41320,(+/- 1245 ),51289,(+/- 827 ),61333,(+/- 1334 ),48410,(+/- 1180 ),82139,(+/- 2080 ),85881,(+/- 2740 ),80199,(+/- 2239 ),47697,(+/- 1472 ),52199,(+/- 1129 ),53833,(+/- 1344 ),60387,(+/- 1277 ),60105,(+/- 2035 ),44939,(+/- 1303 ),62755,(+/- 1352 ),57144,(+/- 1298 ),51635,(+/- 1117 ),63825,(+/- 2132 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),64554,(+/- 2331 ),70186,(+/- 2447 ),68983,(+/- 1659 ),76333,(+/- 1718 ),65116,(+/- 1708 ),108952,(+/- 3121 ),115233,(+/- 3182 ),106208,(+/- 2928 ),61868,(+/- 2123 ),67747,(+/- 1557 ),69291,(+/- 1838 ),81370,(+/- 1956 ),80675,(+/- 2053 ),61962,(+/- 1449 ),83440,(+/- 2598 ),76620,(+/- 1953 ),66374,(+/- 2018 ),83856,(+/- 1624 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,714216,(+/- 19459 ),704946,(+/- 16805 ),679898,(+/- 5517 ),714989,(+/- 4664 ),674737,(+/- 5609 ),728661,(+/- 11710 ),698979,(+/- 12010 ),703893,(+/- 6390 ),679517,(+/- 5543 ),672065,(+/- 7703 ),690785,(+/- 8074 ),687167,(+/- 8685 ),723784,(+/- 15396 ),686801,(+/- 8260 ),717964,(+/- 8391 ),718472,(+/- 8729 ),684769,(+/- 9703 ),697779,(+/- 9520 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,646226,(+/- 18013 ),656357,(+/- 16143 ),647503,(+/- 6432 ),678775,(+/- 6305 ),637505,(+/- 7451 ),700120,(+/- 12128 ),661581,(+/- 10551 ),677592,(+/- 6478 ),631016,(+/- 6287 ),633130,(+/- 8221 ),658374,(+/- 8788 ),661516,(+/- 8625 ),668364,(+/- 14815 ),654070,(+/- 8666 ),677303,(+/- 8865 ),655680,(+/- 9011 ),648824,(+/- 9280 ),677009,(+/- 9019 )
Socioeconomic,Health Insurance Coverage,With private health insurance,399134,(+/- 13238 ),441205,(+/- 15026 ),492693,(+/- 8423 ),538567,(+/- 9370 ),493824,(+/- 8488 ),598655,(+/- 12406 ),569460,(+/- 10217 ),583050,(+/- 8009 ),472463,(+/- 9070 ),482121,(+/- 8830 ),522859,(+/- 9197 ),541937,(+/- 9008 ),477850,(+/- 10119 ),484915,(+/- 8846 ),521190,(+/- 11129 ),487663,(+/- 10422 ),490594,(+/- 10817 ),567038,(+/- 10062 )
Socioeconomic,Health Insurance Coverage,With public coverage,309890,(+/- 14656 ),294225,(+/- 12268 ),269071,(+/- 6166 ),247534,(+/- 8431 ),257947,(+/- 5768 ),201335,(+/- 8229 ),197659,(+/- 7583 ),200456,(+/- 6160 ),276795,(+/- 8233 ),271131,(+/- 7987 ),248237,(+/- 8907 ),241718,(+/- 6568 ),275819,(+/- 11372 ),268637,(+/- 7786 ),257933,(+/- 9600 ),262355,(+/- 9243 ),265796,(+/- 9501 ),233629,(+/- 6957 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,67990,(+/- 8327 ),48589,(+/- 4458 ),32395,(+/- 3447 ),36214,(+/- 4215 ),37232,(+/- 4514 ),28541,(+/- 4320 ),37398,(+/- 6689 ),26301,(+/- 3261 ),48501,(+/- 4470 ),38935,(+/- 4009 ),32411,(+/- 3323 ),25651,(+/- 3083 ),55420,(+/- 6322 ),32731,(+/- 4202 ),40661,(+/- 5333 ),62792,(+/- 7209 ),35945,(+/- 4379 ),20770,(+/- 2932 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,168881,(+/- 8509 ),139992,(+/- 7827 ),139533,(+/- 2677 ),156081,(+/- 2858 ),131638,(+/- 2697 ),163323,(+/- 6661 ),157003,(+/- 6671 ),147861,(+/- 2985 ),138904,(+/- 3186 ),141515,(+/- 3456 ),143356,(+/- 4252 ),140796,(+/- 4789 ),169417,(+/- 8577 ),117066,(+/- 4647 ),157817,(+/- 4499 ),175563,(+/- 5017 ),137894,(+/- 4559 ),140061,(+/- 5450 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,6848,(+/- 2639 ),3898,(+/- 1491 ),6630,(+/- 1791 ),5267,(+/- 1812 ),7292,(+/- 1553 ),5516,(+/- 1852 ),11639,(+/- 4303 ),3161,(+/- 1246 ),9560,(+/- 2095 ),7426,(+/- 1577 ),5775,(+/- 1756 ),3578,(+/- 1088 ),5702,(+/- 1941 ),1677,(+/- 589 ),6660,(+/- 2516 ),19102,(+/- 4641 ),4844,(+/- 1361 ),1799,(+/- 802 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,20.2,(+/- 2.1 ),19.0,(+/- 1.9 ),9.1,(+/- 0.8 ),6.9,(+/- 0.9 ),8.1,(+/- 0.7 ),4.6,(+/- 0.7 ),3.5,(+/- 0.8 ),4.7,(+/- 0.9 ),9.6,(+/- 1.1 ),7.7,(+/- 0.9 ),8.0,(+/- 0.9 ),5.5,(+/- 0.7 ),10.0,(+/- 1.1 ),12.1,(+/- 1.1 ),7.8,(+/- 1.0 ),10.3,(+/- 1.3 ),8.8,(+/- 1.0 ),5.4,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,30.7,(+/- 3.4 ),25.6,(+/- 3.2 ),16.5,(+/- 1.6 ),11.4,(+/- 1.9 ),14.3,(+/- 1.5 ),8.0,(+/- 1.4 ),6.2,(+/- 1.7 ),7.3,(+/- 1.9 ),17.4,(+/- 2.5 ),13.7,(+/- 2.0 ),14.4,(+/- 1.9 ),10.3,(+/- 1.7 ),15.9,(+/- 2.1 ),21.2,(+/- 2.4 ),13.4,(+/- 1.9 ),17.7,(+/- 2.6 ),15.6,(+/- 2.2 ),8.4,(+/- 1.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,25.1,(+/- 8.0 ),20.8,(+/- 5.8 ),17.6,(+/- 5.2 ),14.2,(+/- 4.5 ),18.2,(+/- 5.6 ),8.7,(+/- 4.4 ),6.8,(+/- 4.2 ),5.7,(+/- 4.0 ),14.3,(+/- 4.8 ),16.4,(+/- 5.6 ),16.6,(+/- 4.5 ),12.1,(+/- 4.5 ),11.3,(+/- 3.8 ),25.1,(+/- 6.8 ),9.4,(+/- 4.2 ),12.0,(+/- 4.5 ),11.8,(+/- 4.9 ),10.8,(+/- 3.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,9.5,(+/- 1.9 ),7.5,(+/- 1.6 ),4.4,(+/- 0.7 ),3.2,(+/- 0.8 ),4.9,(+/- 0.7 ),1.4,(+/- 0.4 ),2.2,(+/- 0.7 ),2.7,(+/- 0.7 ),4.8,(+/- 0.8 ),3.7,(+/- 0.7 ),3.1,(+/- 0.6 ),2.2,(+/- 0.5 ),6.0,(+/- 1.2 ),4.5,(+/- 0.9 ),3.6,(+/- 0.8 ),4.9,(+/- 0.9 ),4.6,(+/- 0.9 ),2.7,(+/- 0.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,15.1,(+/- 4.0 ),8.0,(+/- 2.7 ),6.6,(+/- 1.4 ),3.5,(+/- 1.3 ),8.1,(+/- 1.5 ),1.5,(+/- 0.6 ),3.3,(+/- 1.3 ),3.4,(+/- 1.4 ),6.6,(+/- 1.5 ),5.0,(+/- 1.3 ),4.1,(+/- 1.2 ),2.7,(+/- 0.9 ),9.6,(+/- 2.5 ),6.5,(+/- 2.1 ),5.9,(+/- 1.6 ),7.8,(+/- 1.8 ),7.5,(+/- 1.9 ),3.2,(+/- 1.2 )
