Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE,District 28 Estimate,District 28 MOE,District 29 Estimate,District 29 MOE,District 30 Estimate,District 30 MOE,District 31 Estimate,District 31 MOE,District 32 Estimate,District 32 MOE,District 33 Estimate,District 33 MOE,District 34 Estimate,District 34 MOE,District 35 Estimate,District 35 MOE,District 36 Estimate,District 36 MOE,District 37 Estimate,District 37 MOE,District 38 Estimate,District 38 MOE,District 39 Estimate,District 39 MOE,District 40 Estimate,District 40 MOE,District 41 Estimate,District 41 MOE,District 42 Estimate,District 42 MOE,District 43 Estimate,District 43 MOE,District 44 Estimate,District 44 MOE,District 45 Estimate,District 45 MOE,District 46 Estimate,District 46 MOE,District 47 Estimate,District 47 MOE,District 48 Estimate,District 48 MOE,District 49 Estimate,District 49 MOE,District 50 Estimate,District 50 MOE,District 51 Estimate,District 51 MOE,District 52 Estimate,District 52 MOE,District 53 Estimate,District 53 MOE
People,Sex and Age,75 to 84 years,42557,(+/- 1942 ),36169,(+/- 2273 ),27098,(+/- 2114 ),40626,(+/- 2354 ),33678,(+/- 2118 ),23237,(+/- 2115 ),34668,(+/- 2697 ),26846,(+/- 2564 ),27930,(+/- 2219 ),28100,(+/- 1775 ),35129,(+/- 2020 ),31121,(+/- 1984 ),28705,(+/- 1996 ),33154,(+/- 2004 ),25835,(+/- 1929 ),20099,(+/- 1702 ),26622,(+/- 2821 ),33124,(+/- 2666 ),27102,(+/- 2256 ),26691,(+/- 1856 ),17127,(+/- 1832 ),28256,(+/- 2190 ),25197,(+/- 1885 ),35251,(+/- 1712 ),22768,(+/- 2419 ),31141,(+/- 1763 ),43841,(+/- 3649 ),33678,(+/- 3009 ),21882,(+/- 2007 ),37015,(+/- 3257 ),21122,(+/- 2619 ),27992,(+/- 2129 ),33590,(+/- 2795 ),22633,(+/- 2021 ),17602,(+/- 2030 ),51796,(+/- 3262 ),29790,(+/- 2823 ),27298,(+/- 2115 ),31924,(+/- 2472 ),16410,(+/- 1968 ),19096,(+/- 2017 ),28335,(+/- 2388 ),27272,(+/- 2736 ),21727,(+/- 1840 ),32187,(+/- 3158 ),20005,(+/- 1936 ),24547,(+/- 2362 ),37917,(+/- 3288 ),29017,(+/- 2962 ),29283,(+/- 3136 ),25029,(+/- 2128 ),30897,(+/- 2737 ),28744,(+/- 2906 )
People,Sex and Age,85 years and over,18107,(+/- 1995 ),17182,(+/- 1784 ),14238,(+/- 1654 ),18839,(+/- 1997 ),16521,(+/- 2378 ),12895,(+/- 1841 ),15204,(+/- 1747 ),8933,(+/- 1573 ),11964,(+/- 1818 ),10050,(+/- 1374 ),17244,(+/- 1590 ),19242,(+/- 2011 ),13595,(+/- 1630 ),15647,(+/- 1697 ),12624,(+/- 1523 ),9296,(+/- 1273 ),14097,(+/- 1870 ),18355,(+/- 1796 ),10525,(+/- 1281 ),12523,(+/- 1464 ),8349,(+/- 1564 ),12778,(+/- 1646 ),9905,(+/- 1568 ),15940,(+/- 1532 ),9529,(+/- 1461 ),14685,(+/- 1629 ),18947,(+/- 2025 ),16200,(+/- 2121 ),8729,(+/- 1197 ),16656,(+/- 1454 ),10600,(+/- 1729 ),12511,(+/- 1677 ),19088,(+/- 2272 ),12096,(+/- 1690 ),7604,(+/- 1331 ),20383,(+/- 2041 ),14835,(+/- 2318 ),12610,(+/- 1561 ),13545,(+/- 1869 ),7047,(+/- 1170 ),8655,(+/- 1374 ),11607,(+/- 1769 ),12153,(+/- 1723 ),8338,(+/- 1534 ),16807,(+/- 2321 ),11251,(+/- 2466 ),11337,(+/- 1572 ),16663,(+/- 2134 ),14639,(+/- 1772 ),15387,(+/- 2340 ),12079,(+/- 1735 ),15597,(+/- 1992 ),13909,(+/- 1702 )
People,Sex and Age,Median age (years),43.0,(+/- 0.6 ),44.1,(+/- 0.5 ),35.0,(+/- 0.5 ),44.2,(+/- 0.5 ),40.4,(+/- 0.6 ),33.9,(+/- 0.6 ),38.5,(+/- 0.6 ),34.5,(+/- 0.9 ),35.1,(+/- 0.5 ),34.4,(+/- 0.4 ),39.7,(+/- 0.6 ),37.8,(+/- 0.3 ),37.0,(+/- 0.6 ),39.6,(+/- 0.5 ),38.6,(+/- 0.7 ),30.2,(+/- 0.4 ),36.0,(+/- 0.5 ),40.2,(+/- 0.6 ),36.0,(+/- 0.6 ),34.6,(+/- 0.2 ),29.3,(+/- 0.7 ),32.9,(+/- 0.6 ),33.8,(+/- 0.6 ),35.8,(+/- 0.2 ),36.3,(+/- 0.8 ),37.4,(+/- 0.5 ),42.2,(+/- 0.7 ),39.7,(+/- 0.6 ),34.4,(+/- 0.5 ),39.9,(+/- 0.9 ),32.3,(+/- 0.6 ),36.1,(+/- 0.9 ),41.7,(+/- 0.9 ),34.5,(+/- 0.6 ),32.3,(+/- 0.6 ),41.1,(+/- 1.0 ),35.7,(+/- 0.6 ),37.0,(+/- 0.7 ),38.2,(+/- 0.9 ),30.6,(+/- 0.5 ),30.9,(+/- 0.6 ),35.2,(+/- 0.6 ),35.2,(+/- 0.7 ),32.3,(+/- 0.6 ),38.9,(+/- 0.7 ),32.1,(+/- 0.5 ),36.4,(+/- 0.8 ),41.8,(+/- 1.0 ),37.2,(+/- 1.1 ),36.9,(+/- 0.8 ),32.5,(+/- 0.6 ),36.6,(+/- 0.6 ),35.3,(+/- 0.6 )
People,Sex and Age,18 years and over,564960,(+/- 3993 ),573596,(+/- 4922 ),566345,(+/- 4833 ),578184,(+/- 4978 ),585036,(+/- 6677 ),579424,(+/- 7319 ),562133,(+/- 7212 ),525716,(+/- 7850 ),556520,(+/- 6349 ),543288,(+/- 4431 ),584467,(+/- 5719 ),658280,(+/- 6765 ),612963,(+/- 5845 ),598658,(+/- 7506 ),591486,(+/- 6839 ),509931,(+/- 8300 ),607635,(+/- 10024 ),579064,(+/- 10439 ),577690,(+/- 10006 ),561485,(+/- 4537 ),495607,(+/- 11045 ),541068,(+/- 9536 ),530830,(+/- 10710 ),585818,(+/- 1866 ),540815,(+/- 8398 ),552060,(+/- 3540 ),587068,(+/- 10633 ),600900,(+/- 12411 ),554391,(+/- 13981 ),609652,(+/- 16002 ),543766,(+/- 9973 ),556783,(+/- 10501 ),587190,(+/- 11009 ),597243,(+/- 14791 ),548607,(+/- 9801 ),576603,(+/- 8523 ),590445,(+/- 15196 ),542769,(+/- 11317 ),572588,(+/- 8327 ),513883,(+/- 12687 ),552295,(+/- 7393 ),584437,(+/- 9311 ),554464,(+/- 13736 ),521627,(+/- 11676 ),607931,(+/- 6828 ),543019,(+/- 7986 ),553611,(+/- 10878 ),583865,(+/- 7728 ),564599,(+/- 9002 ),568997,(+/- 10682 ),559186,(+/- 12549 ),603676,(+/- 12041 ),614114,(+/- 15472 )
People,Sex and Age,65 years and over,149514,(+/- 2546 ),142833,(+/- 3025 ),102473,(+/- 3472 ),147979,(+/- 2946 ),122933,(+/- 3767 ),93034,(+/- 4618 ),110199,(+/- 4025 ),93345,(+/- 4257 ),98254,(+/- 3719 ),91488,(+/- 2386 ),122299,(+/- 3079 ),110833,(+/- 1982 ),104061,(+/- 4111 ),115043,(+/- 2876 ),98128,(+/- 4086 ),73482,(+/- 2620 ),88555,(+/- 4567 ),113381,(+/- 3845 ),92178,(+/- 3414 ),96340,(+/- 1551 ),62570,(+/- 3115 ),93206,(+/- 3123 ),90814,(+/- 3267 ),120565,(+/- 977 ),83668,(+/- 4881 ),106451,(+/- 2444 ),128121,(+/- 5865 ),110917,(+/- 5480 ),73622,(+/- 4092 ),117517,(+/- 5632 ),78000,(+/- 4843 ),97238,(+/- 4577 ),121818,(+/- 4766 ),85302,(+/- 4555 ),67282,(+/- 3762 ),158597,(+/- 5364 ),94620,(+/- 5280 ),95428,(+/- 4139 ),107337,(+/- 4928 ),64064,(+/- 3989 ),70626,(+/- 4637 ),94716,(+/- 5281 ),84149,(+/- 4399 ),76081,(+/- 3672 ),111655,(+/- 5354 ),70059,(+/- 4412 ),89256,(+/- 4900 ),123244,(+/- 5535 ),109357,(+/- 5731 ),104789,(+/- 5054 ),85062,(+/- 3554 ),107795,(+/- 4774 ),98161,(+/- 4950 )
People,Race,Total population,703162,(+/- 4603 ),716202,(+/- 5366 ),740253,(+/- 5318 ),737169,(+/- 6466 ),735968,(+/- 8328 ),763987,(+/- 8751 ),738468,(+/- 8538 ),723600,(+/- 9155 ),760794,(+/- 7672 ),744989,(+/- 5117 ),756337,(+/- 6793 ),756991,(+/- 7903 ),755243,(+/- 4005 ),749041,(+/- 9710 ),769371,(+/- 6848 ),730141,(+/- 11908 ),774647,(+/- 10326 ),739012,(+/- 13588 ),762005,(+/- 13750 ),743764,(+/- 6014 ),726385,(+/- 16942 ),755289,(+/- 12208 ),725299,(+/- 16655 ),738700,(+/- 2452 ),728858,(+/- 11165 ),726532,(+/- 3639 ),724293,(+/- 10270 ),709613,(+/- 13462 ),726264,(+/- 18931 ),759943,(+/- 20104 ),742627,(+/- 12155 ),719488,(+/- 12332 ),712919,(+/- 13911 ),758622,(+/- 21352 ),744729,(+/- 11704 ),749841,(+/- 10186 ),729010,(+/- 19550 ),708889,(+/- 13074 ),729909,(+/- 8462 ),723345,(+/- 16823 ),760165,(+/- 8689 ),793044,(+/- 11368 ),724077,(+/- 15843 ),723685,(+/- 13866 ),774130,(+/- 8246 ),736031,(+/- 8870 ),714311,(+/- 11946 ),727100,(+/- 7682 ),739697,(+/- 11243 ),751527,(+/- 12232 ),747202,(+/- 17459 ),750537,(+/- 15408 ),766812,(+/- 20024 )
People,Race,One race,669757,(+/- 5105 ),676721,(+/- 6651 ),689588,(+/- 7695 ),703262,(+/- 7756 ),691450,(+/- 9381 ),710809,(+/- 8504 ),679623,(+/- 9292 ),689345,(+/- 9775 ),688103,(+/- 10776 ),705819,(+/- 6753 ),706029,(+/- 7696 ),715787,(+/- 7549 ),698277,(+/- 6850 ),706854,(+/- 10011 ),727891,(+/- 8084 ),704005,(+/- 12087 ),739335,(+/- 11858 ),699272,(+/- 14690 ),716463,(+/- 13765 ),712941,(+/- 7121 ),707585,(+/- 17150 ),726951,(+/- 12034 ),692060,(+/- 16588 ),708427,(+/- 3919 ),682356,(+/- 11484 ),695749,(+/- 5400 ),696726,(+/- 10247 ),679425,(+/- 13265 ),707676,(+/- 19120 ),732072,(+/- 20117 ),701730,(+/- 12513 ),693665,(+/- 12956 ),678931,(+/- 14186 ),732969,(+/- 20610 ),714239,(+/- 11464 ),727512,(+/- 10948 ),698669,(+/- 19668 ),680740,(+/- 14397 ),697584,(+/- 8662 ),708937,(+/- 16616 ),733551,(+/- 9915 ),741257,(+/- 12211 ),692953,(+/- 15260 ),699688,(+/- 14183 ),740146,(+/- 8379 ),718056,(+/- 9065 ),679890,(+/- 13322 ),701469,(+/- 7798 ),709468,(+/- 12296 ),706803,(+/- 12405 ),721059,(+/- 17540 ),712889,(+/- 15352 ),717804,(+/- 20791 )
People,Race,White,612131,(+/- 5026 ),570621,(+/- 7976 ),492473,(+/- 8322 ),622130,(+/- 7429 ),457424,(+/- 10158 ),399978,(+/- 12087 ),465884,(+/- 10052 ),548716,(+/- 13843 ),415860,(+/- 12732 ),532992,(+/- 10679 ),464397,(+/- 10693 ),369650,(+/- 5715 ),315788,(+/- 8761 ),332808,(+/- 8746 ),360658,(+/- 9294 ),423478,(+/- 14310 ),222446,(+/- 10487 ),457582,(+/- 14386 ),326934,(+/- 12328 ),471702,(+/- 12002 ),508060,(+/- 16662 ),556374,(+/- 12524 ),509317,(+/- 12912 ),587967,(+/- 10701 ),470038,(+/- 13116 ),585872,(+/- 7708 ),272728,(+/- 10473 ),470995,(+/- 11375 ),418322,(+/- 15543 ),517383,(+/- 17363 ),456559,(+/- 14669 ),290839,(+/- 12123 ),517760,(+/- 12596 ),316876,(+/- 12481 ),344122,(+/- 14354 ),515188,(+/- 15617 ),305751,(+/- 13492 ),304070,(+/- 12070 ),353478,(+/- 12690 ),358263,(+/- 13661 ),349650,(+/- 17512 ),488486,(+/- 14768 ),244752,(+/- 15276 ),323837,(+/- 15081 ),486619,(+/- 13453 ),436360,(+/- 15676 ),375467,(+/- 14085 ),506299,(+/- 11477 ),602947,(+/- 13516 ),565672,(+/- 12393 ),497387,(+/- 16823 ),522076,(+/- 13835 ),497068,(+/- 18255 )
People,Race,Black or African American,9277,(+/- 1217 ),9593,(+/- 1864 ),46680,(+/- 4022 ),10067,(+/- 1520 ),47037,(+/- 4607 ),98366,(+/- 6374 ),51534,(+/- 5444 ),65440,(+/- 7872 ),72228,(+/- 6379 ),25270,(+/- 2792 ),57698,(+/- 5578 ),39062,(+/- 2352 ),129791,(+/- 5584 ),20072,(+/- 2080 ),38862,(+/- 4721 ),45607,(+/- 3340 ),21590,(+/- 4270 ),14992,(+/- 2840 ),21105,(+/- 3241 ),13614,(+/- 1386 ),28228,(+/- 4069 ),18265,(+/- 3099 ),46979,(+/- 5680 ),13487,(+/- 1284 ),50867,(+/- 7698 ),12638,(+/- 1498 ),36874,(+/- 4896 ),22690,(+/- 4090 ),23707,(+/- 3615 ),45261,(+/- 7094 ),75512,(+/- 6743 ),23671,(+/- 4763 ),22501,(+/- 5054 ),34628,(+/- 3914 ),47079,(+/- 5761 ),33439,(+/- 6518 ),159397,(+/- 8967 ),32845,(+/- 6768 ),17724,(+/- 3360 ),30650,(+/- 4970 ),73014,(+/- 6080 ),39691,(+/- 5727 ),160363,(+/- 10050 ),110038,(+/- 9196 ),12535,(+/- 2900 ),12620,(+/- 2712 ),55075,(+/- 5296 ),9740,(+/- 2425 ),16624,(+/- 3849 ),27060,(+/- 3737 ),50698,(+/- 5491 ),21469,(+/- 3438 ),62026,(+/- 7198 )
People,Race,American Indian and Alaska Native,10508,(+/- 1607 ),15894,(+/- 2312 ),7155,(+/- 1602 ),8188,(+/- 2166 ),5598,(+/- 1488 ),6334,(+/- 1926 ),3916,(+/- 1185 ),7597,(+/- 1894 ),4713,(+/- 1882 ),5026,(+/- 1558 ),1723,(+/- 850 ),2859,(+/- 904 ),5850,(+/- 2008 ),2752,(+/- 1021 ),4041,(+/- 1072 ),9255,(+/- 2688 ),2296,(+/- 1244 ),3188,(+/- 1334 ),4111,(+/- 1313 ),4519,(+/- 1824 ),9501,(+/- 3989 ),7875,(+/- 2546 ),8930,(+/- 2775 ),8036,(+/- 2163 ),5258,(+/- 2727 ),4202,(+/- 2094 ),4368,(+/- 2126 ),2302,(+/- 1088 ),3805,(+/- 1448 ),2535,(+/- 1384 ),5346,(+/- 1723 ),4570,(+/- 1447 ),2037,(+/- 851 ),9272,(+/- 2588 ),8423,(+/- 2926 ),9755,(+/- 2538 ),4917,(+/- 1856 ),2490,(+/- 1004 ),3693,(+/- 1337 ),6065,(+/- 2422 ),4680,(+/- 1755 ),5642,(+/- 2745 ),5885,(+/- 2946 ),4402,(+/- 1602 ),1821,(+/- 957 ),5015,(+/- 1994 ),3686,(+/- 1505 ),2116,(+/- 997 ),2906,(+/- 1975 ),13732,(+/- 3482 ),5936,(+/- 1812 ),1888,(+/- 956 ),3521,(+/- 1334 )
People,Race,Asian,21071,(+/- 1760 ),26034,(+/- 2500 ),78438,(+/- 5280 ),38436,(+/- 2559 ),85544,(+/- 5935 ),118028,(+/- 7102 ),116339,(+/- 7129 ),23077,(+/- 5031 ),110537,(+/- 6050 ),52103,(+/- 4377 ),104338,(+/- 6414 ),243364,(+/- 6962 ),157939,(+/- 8434 ),258309,(+/- 6769 ),258159,(+/- 9393 ),68283,(+/- 5619 ),416779,(+/- 11114 ),170733,(+/- 8279 ),212905,(+/- 10018 ),40210,(+/- 2391 ),18170,(+/- 2854 ),66466,(+/- 7762 ),42333,(+/- 4067 ),35998,(+/- 2282 ),59730,(+/- 6208 ),49852,(+/- 3383 ),280749,(+/- 9545 ),95085,(+/- 8412 ),55612,(+/- 5321 ),92196,(+/- 8252 ),58965,(+/- 6322 ),137871,(+/- 10137 ),105648,(+/- 7373 ),145779,(+/- 9673 ),53828,(+/- 6776 ),26241,(+/- 4580 ),72214,(+/- 6903 ),119847,(+/- 9766 ),232720,(+/- 10771 ),19002,(+/- 4022 ),40116,(+/- 5531 ),74787,(+/- 6876 ),93102,(+/- 8972 ),40379,(+/- 5965 ),198172,(+/- 10655 ),94870,(+/- 8060 ),154205,(+/- 9560 ),128956,(+/- 8361 ),46297,(+/- 6579 ),42357,(+/- 5364 ),60709,(+/- 7247 ),152311,(+/- 9274 ),106881,(+/- 8955 )
People,Race,Native Hawaiian and Other Pacific Islander,1412,(+/- 638 ),881,(+/- 595 ),3940,(+/- 1432 ),1170,(+/- 772 ),4315,(+/- 1370 ),8724,(+/- 2642 ),7823,(+/- 2498 ),2588,(+/- 1211 ),3401,(+/- 1222 ),5182,(+/- 1050 ),3651,(+/- 1485 ),1846,(+/- 632 ),3479,(+/- 1049 ),10647,(+/- 758 ),9531,(+/- 1577 ),863,(+/- 751 ),1932,(+/- 855 ),4112,(+/- 1740 ),3686,(+/- 1649 ),1111,(+/- 706 ),2910,(+/- 2701 ),1248,(+/- 425 ),1189,(+/- 715 ),122,(+/- 127 ),412,(+/- 303 ),1643,(+/- 752 ),1559,(+/- 961 ),761,(+/- 405 ),491,(+/- 383 ),1382,(+/- 1063 ),2053,(+/- 1045 ),2037,(+/- 1224 ),713,(+/- 585 ),1645,(+/- 852 ),1999,(+/- 1470 ),1358,(+/- 907 ),451,(+/- 316 ),695,(+/- 594 ),1094,(+/- 957 ),1135,(+/- 987 ),1453,(+/- 1150 ),4435,(+/- 1373 ),6407,(+/- 2825 ),4933,(+/- 2354 ),2850,(+/- 1749 ),3066,(+/- 1586 ),4037,(+/- 1855 ),2819,(+/- 1403 ),3016,(+/- 1733 ),2900,(+/- 1339 ),4444,(+/- 2114 ),1432,(+/- 601 ),3538,(+/- 1888 )
People,Race,Some other race,15358,(+/- 3024 ),53698,(+/- 6841 ),60902,(+/- 6046 ),23271,(+/- 4097 ),91532,(+/- 9376 ),79379,(+/- 9266 ),34127,(+/- 6413 ),41927,(+/- 6252 ),81364,(+/- 10132 ),85246,(+/- 9361 ),74222,(+/- 8706 ),59006,(+/- 6273 ),85430,(+/- 7469 ),82266,(+/- 7926 ),56640,(+/- 7572 ),156519,(+/- 11069 ),74292,(+/- 9508 ),48665,(+/- 8492 ),147722,(+/- 10774 ),181785,(+/- 11362 ),140716,(+/- 11706 ),76723,(+/- 8598 ),83312,(+/- 10027 ),62817,(+/- 9193 ),96051,(+/- 9270 ),41542,(+/- 5873 ),100448,(+/- 9848 ),87592,(+/- 8879 ),205739,(+/- 15147 ),73315,(+/- 9587 ),103295,(+/- 8919 ),234677,(+/- 14478 ),30272,(+/- 5642 ),224769,(+/- 15666 ),258788,(+/- 13035 ),141531,(+/- 9534 ),155939,(+/- 13024 ),220793,(+/- 15331 ),88875,(+/- 12487 ),293822,(+/- 16556 ),264638,(+/- 15451 ),128216,(+/- 10356 ),182444,(+/- 13649 ),216099,(+/- 15771 ),38149,(+/- 6166 ),166125,(+/- 12973 ),87420,(+/- 9143 ),51539,(+/- 8029 ),37678,(+/- 6014 ),55082,(+/- 8271 ),101885,(+/- 9496 ),13713,(+/- 2795 ),44770,(+/- 6311 )
People,Race,Two or more races,33405,(+/- 2905 ),39481,(+/- 4501 ),50665,(+/- 6077 ),33907,(+/- 3426 ),44518,(+/- 5485 ),53178,(+/- 5275 ),58845,(+/- 5695 ),34255,(+/- 4339 ),72691,(+/- 7612 ),39170,(+/- 4516 ),50308,(+/- 5083 ),41204,(+/- 3507 ),56966,(+/- 5380 ),42187,(+/- 5545 ),41480,(+/- 4681 ),26136,(+/- 4801 ),35312,(+/- 4385 ),39740,(+/- 4707 ),45542,(+/- 5200 ),30823,(+/- 3641 ),18800,(+/- 3332 ),28338,(+/- 3967 ),33239,(+/- 4479 ),30273,(+/- 3633 ),46502,(+/- 5865 ),30783,(+/- 4079 ),27567,(+/- 3760 ),30188,(+/- 3775 ),18588,(+/- 3023 ),27871,(+/- 4050 ),40897,(+/- 5929 ),25823,(+/- 3398 ),33988,(+/- 3911 ),25653,(+/- 3944 ),30490,(+/- 4506 ),22329,(+/- 4552 ),30341,(+/- 3512 ),28149,(+/- 4240 ),32325,(+/- 3901 ),14408,(+/- 2870 ),26614,(+/- 4411 ),51787,(+/- 5617 ),31124,(+/- 4535 ),23997,(+/- 4012 ),33984,(+/- 4183 ),17975,(+/- 2758 ),34421,(+/- 4506 ),25631,(+/- 3369 ),30229,(+/- 4188 ),44724,(+/- 6889 ),26143,(+/- 3822 ),37648,(+/- 4757 ),49008,(+/- 6307 )
People,Hispanic or Latino and Race,Total population,703162,(+/- 4603 ),716202,(+/- 5366 ),740253,(+/- 5318 ),737169,(+/- 6466 ),735968,(+/- 8328 ),763987,(+/- 8751 ),738468,(+/- 8538 ),723600,(+/- 9155 ),760794,(+/- 7672 ),744989,(+/- 5117 ),756337,(+/- 6793 ),756991,(+/- 7903 ),755243,(+/- 4005 ),749041,(+/- 9710 ),769371,(+/- 6848 ),730141,(+/- 11908 ),774647,(+/- 10326 ),739012,(+/- 13588 ),762005,(+/- 13750 ),743764,(+/- 6014 ),726385,(+/- 16942 ),755289,(+/- 12208 ),725299,(+/- 16655 ),738700,(+/- 2452 ),728858,(+/- 11165 ),726532,(+/- 3639 ),724293,(+/- 10270 ),709613,(+/- 13462 ),726264,(+/- 18931 ),759943,(+/- 20104 ),742627,(+/- 12155 ),719488,(+/- 12332 ),712919,(+/- 13911 ),758622,(+/- 21352 ),744729,(+/- 11704 ),749841,(+/- 10186 ),729010,(+/- 19550 ),708889,(+/- 13074 ),729909,(+/- 8462 ),723345,(+/- 16823 ),760165,(+/- 8689 ),793044,(+/- 11368 ),724077,(+/- 15843 ),723685,(+/- 13866 ),774130,(+/- 8246 ),736031,(+/- 8870 ),714311,(+/- 11946 ),727100,(+/- 7682 ),739697,(+/- 11243 ),751527,(+/- 12232 ),747202,(+/- 17459 ),750537,(+/- 15408 ),766812,(+/- 20024 )
People,Hispanic or Latino and Race,Hispanic or Latino (of any race),94459,(+/- 2757 ),127270,(+/- 4809 ),219817,(+/- 6410 ),101290,(+/- 3919 ),204489,(+/- 6778 ),212648,(+/- 10402 ),128591,(+/- 9591 ),292176,(+/- 13704 ),290773,(+/- 10403 ),321802,(+/- 6700 ),210398,(+/- 6513 ),112626,(+/- 4609 ),159479,(+/- 7355 ),172550,(+/- 7401 ),177275,(+/- 8277 ),439301,(+/- 11937 ),127633,(+/- 10034 ),125543,(+/- 9761 ),307779,(+/- 9810 ),393913,(+/- 4529 ),548582,(+/- 14992 ),363632,(+/- 13784 ),278125,(+/- 15727 ),267612,(+/- 1756 ),284066,(+/- 13924 ),328332,(+/- 4817 ),203066,(+/- 12079 ),174830,(+/- 13723 ),496228,(+/- 17103 ),215506,(+/- 14922 ),397886,(+/- 14815 ),441014,(+/- 16242 ),91846,(+/- 8356 ),484523,(+/- 20434 ),527633,(+/- 13734 ),370893,(+/- 10596 ),288700,(+/- 16490 ),426218,(+/- 14412 ),250646,(+/- 14914 ),636736,(+/- 17753 ),450959,(+/- 10993 ),312449,(+/- 12328 ),339681,(+/- 16347 ),511063,(+/- 15678 ),140494,(+/- 11104 ),488378,(+/- 12072 ),262376,(+/- 11023 ),156640,(+/- 10097 ),199327,(+/- 14744 ),236000,(+/- 13904 ),525778,(+/- 15517 ),101718,(+/- 10072 ),260027,(+/- 17295 )
People,Hispanic or Latino and Race,Mexican,80530,(+/- 3228 ),89273,(+/- 6745 ),192820,(+/- 7115 ),82313,(+/- 4822 ),160552,(+/- 9174 ),182507,(+/- 10479 ),103910,(+/- 9617 ),252742,(+/- 12796 ),256795,(+/- 10806 ),292065,(+/- 8031 ),140518,(+/- 9745 ),54372,(+/- 6019 ),112808,(+/- 6628 ),99531,(+/- 8057 ),134682,(+/- 8150 ),412555,(+/- 12244 ),99600,(+/- 10004 ),92940,(+/- 9323 ),273901,(+/- 10321 ),367276,(+/- 6473 ),518595,(+/- 14134 ),343470,(+/- 13835 ),243873,(+/- 15560 ),247829,(+/- 3227 ),210632,(+/- 13731 ),294783,(+/- 6376 ),162379,(+/- 11526 ),97418,(+/- 9857 ),352003,(+/- 16113 ),137207,(+/- 11725 ),336886,(+/- 15007 ),384989,(+/- 16074 ),60376,(+/- 6410 ),320978,(+/- 15887 ),465338,(+/- 14372 ),335741,(+/- 11247 ),170894,(+/- 13129 ),370725,(+/- 13786 ),217410,(+/- 14005 ),533519,(+/- 17524 ),401368,(+/- 10718 ),260397,(+/- 13985 ),247472,(+/- 14798 ),430700,(+/- 14547 ),106823,(+/- 10879 ),443462,(+/- 12820 ),220607,(+/- 11754 ),126008,(+/- 9662 ),171875,(+/- 13435 ),213681,(+/- 13235 ),497228,(+/- 15309 ),80872,(+/- 9549 ),231023,(+/- 16534 )
People,Hispanic or Latino and Race,Puerto Rican,1517,(+/- 664 ),2276,(+/- 821 ),3938,(+/- 1584 ),3536,(+/- 1711 ),5410,(+/- 2013 ),5633,(+/- 1622 ),3670,(+/- 1471 ),4060,(+/- 1798 ),5863,(+/- 2033 ),9452,(+/- 2608 ),5293,(+/- 2848 ),4022,(+/- 1328 ),5162,(+/- 1819 ),4671,(+/- 1493 ),6361,(+/- 2256 ),1601,(+/- 849 ),3939,(+/- 2017 ),2235,(+/- 836 ),5373,(+/- 2116 ),3731,(+/- 1602 ),1926,(+/- 950 ),1939,(+/- 1172 ),4016,(+/- 2226 ),2155,(+/- 1002 ),4771,(+/- 1853 ),2762,(+/- 1124 ),2295,(+/- 1029 ),2618,(+/- 1089 ),2207,(+/- 928 ),3477,(+/- 1281 ),8455,(+/- 3703 ),4505,(+/- 1513 ),2394,(+/- 1025 ),3044,(+/- 1109 ),6717,(+/- 3113 ),3946,(+/- 1881 ),4141,(+/- 1301 ),2923,(+/- 972 ),2707,(+/- 1426 ),1920,(+/- 701 ),5202,(+/- 1957 ),9470,(+/- 2944 ),3289,(+/- 1638 ),3364,(+/- 1192 ),2837,(+/- 1075 ),2732,(+/- 1030 ),2294,(+/- 765 ),3079,(+/- 1297 ),4169,(+/- 1731 ),4088,(+/- 1550 ),6847,(+/- 1867 ),4711,(+/- 1572 ),5512,(+/- 2043 )
