Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE
Socioeconomic,Health Insurance Coverage,With health insurance coverage,613468,(+/- 7797 ),548358,(+/- 7679 ),638638,(+/- 11119 ),638177,(+/- 16892 ),642311,(+/- 13332 ),678629,(+/- 13143 ),673722,(+/- 16649 ),589796,(+/- 8453 ),625017,(+/- 9550 ),650246,(+/- 14358 ),655305,(+/- 14784 ),602225,(+/- 8620 ),646152,(+/- 16654 ),609171,(+/- 8627 )
Socioeconomic,Health Insurance Coverage,With private health insurance,449647,(+/- 10199 ),352812,(+/- 10557 ),512344,(+/- 12963 ),456858,(+/- 15455 ),480392,(+/- 12481 ),601678,(+/- 13076 ),557400,(+/- 15038 ),418965,(+/- 10677 ),461168,(+/- 12083 ),497360,(+/- 14716 ),553769,(+/- 14298 ),439497,(+/- 12743 ),479533,(+/- 17596 ),448342,(+/- 11974 )
Socioeconomic,Health Insurance Coverage,With public coverage,247320,(+/- 8514 ),273840,(+/- 7131 ),217498,(+/- 9205 ),244740,(+/- 12709 ),222218,(+/- 10405 ),144920,(+/- 7902 ),168835,(+/- 7887 ),258920,(+/- 7879 ),260954,(+/- 7293 ),230392,(+/- 9433 ),171370,(+/- 8821 ),252830,(+/- 7929 ),236827,(+/- 11783 ),239653,(+/- 8848 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,91733,(+/- 6810 ),90100,(+/- 5955 ),82742,(+/- 7660 ),107749,(+/- 8809 ),94731,(+/- 7955 ),75444,(+/- 7021 ),111183,(+/- 8987 ),97898,(+/- 7822 ),104529,(+/- 7707 ),78623,(+/- 8325 ),102517,(+/- 11276 ),86372,(+/- 6470 ),94247,(+/- 9915 ),91705,(+/- 8509 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,174553,(+/- 2352 ),162457,(+/- 3281 ),173381,(+/- 5070 ),195118,(+/- 8742 ),153542,(+/- 9063 ),180972,(+/- 7667 ),214681,(+/- 8392 ),170683,(+/- 2932 ),169279,(+/- 4122 ),175059,(+/- 7908 ),186611,(+/- 6628 ),170186,(+/- 2532 ),203867,(+/- 10344 ),175937,(+/- 2068 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,8688,(+/- 2091 ),8044,(+/- 1923 ),11106,(+/- 2723 ),16858,(+/- 4214 ),10863,(+/- 3715 ),10207,(+/- 2516 ),13309,(+/- 2591 ),11348,(+/- 2493 ),13225,(+/- 2685 ),8650,(+/- 3349 ),19139,(+/- 4677 ),7807,(+/- 1754 ),11852,(+/- 2852 ),11676,(+/- 2447 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,12.3,(+/- 1.3 ),21.4,(+/- 1.6 ),10.0,(+/- 1.3 ),14.0,(+/- 1.7 ),17.5,(+/- 1.4 ),5.7,(+/- 0.9 ),7.5,(+/- 1.2 ),16.3,(+/- 1.5 ),9.3,(+/- 1.3 ),11.2,(+/- 1.3 ),7.4,(+/- 1.1 ),16.7,(+/- 1.5 ),11.0,(+/- 1.7 ),11.2,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,19.6,(+/- 2.0 ),31.8,(+/- 2.3 ),14.9,(+/- 2.2 ),21.9,(+/- 3.0 ),27.0,(+/- 2.7 ),7.7,(+/- 1.6 ),11.1,(+/- 2.0 ),24.0,(+/- 2.5 ),15.2,(+/- 2.2 ),17.4,(+/- 2.3 ),9.5,(+/- 1.8 ),26.4,(+/- 2.7 ),17.1,(+/- 3.0 ),17.5,(+/- 2.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,18.9,(+/- 5.2 ),29.5,(+/- 6.1 ),21.4,(+/- 6.4 ),18.4,(+/- 7.2 ),21.7,(+/- 4.9 ),8.4,(+/- 3.3 ),11.9,(+/- 5.8 ),23.8,(+/- 8.0 ),16.6,(+/- 6.4 ),21.4,(+/- 6.4 ),8.7,(+/- 4.0 ),19.2,(+/- 6.6 ),17.3,(+/- 7.5 ),12.5,(+/- 4.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,5.9,(+/- 1.1 ),8.9,(+/- 1.6 ),4.2,(+/- 1.0 ),7.9,(+/- 1.4 ),4.9,(+/- 1.2 ),4.0,(+/- 0.8 ),3.9,(+/- 1.0 ),7.7,(+/- 1.4 ),6.3,(+/- 1.2 ),4.9,(+/- 1.0 ),4.3,(+/- 0.9 ),6.3,(+/- 1.1 ),5.0,(+/- 1.2 ),6.3,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,6.8,(+/- 1.7 ),11.3,(+/- 2.7 ),5.9,(+/- 2.0 ),12.7,(+/- 2.7 ),5.8,(+/- 1.8 ),5.2,(+/- 1.5 ),5.7,(+/- 1.6 ),10.6,(+/- 2.4 ),10.1,(+/- 2.3 ),6.6,(+/- 1.7 ),5.2,(+/- 1.6 ),7.8,(+/- 1.7 ),7.5,(+/- 2.4 ),10.0,(+/- 2.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,3.1,(+/- 2.9 ),10.5,(+/- 6.0 ),6.5,(+/- 4.7 ),13.0,(+/- 8.2 ),5.5,(+/- 3.3 ),8.8,(+/- 4.0 ),8.2,(+/- 7.4 ),7.3,(+/- 4.6 ),7.4,(+/- 5.3 ),8.8,(+/- 4.9 ),3.9,(+/- 2.7 ),1.5,(+/- 1.3 ),10.5,(+/- 8.5 ),7.3,(+/- 4.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",31.6,(+/- 3.8 ),42.7,(+/- 3.4 ),27.6,(+/- 3.9 ),26.8,(+/- 4.4 ),34.9,(+/- 3.3 ),12.5,(+/- 4.1 ),21.1,(+/- 4.3 ),40.0,(+/- 4.7 ),24.3,(+/- 4.2 ),32.7,(+/- 4.7 ),18.5,(+/- 4.7 ),42.6,(+/- 4.4 ),21.6,(+/- 4.4 ),27.4,(+/- 5.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,42.6,(+/- 4.6 ),54.3,(+/- 3.9 ),33.3,(+/- 5.5 ),36.3,(+/- 5.9 ),48.3,(+/- 5.1 ),16.5,(+/- 6.8 ),30.3,(+/- 6.1 ),49.8,(+/- 5.9 ),34.1,(+/- 6.4 ),42.3,(+/- 6.0 ),20.2,(+/- 5.5 ),54.5,(+/- 5.4 ),28.3,(+/- 5.9 ),34.3,(+/- 6.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,53.3,(+/- 11.1 ),55.5,(+/- 12.2 ),48.2,(+/- 13.9 ),28.9,(+/- 11.7 ),51.7,(+/- 12.3 ),6.8,(+/- 6.8 ),27.1,(+/- 16.7 ),62.0,(+/- 16.1 ),54.5,(+/- 15.0 ),42.1,(+/- 13.0 ),26.0,(+/- 18.2 ),50.9,(+/- 13.4 ),24.1,(+/- 17.6 ),24.5,(+/- 12.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,16.7,(+/- 1.2 ),26.6,(+/- 1.5 ),13.0,(+/- 1.2 ),17.8,(+/- 1.9 ),22.0,(+/- 1.3 ),8.5,(+/- 1.0 ),9.9,(+/- 1.2 ),20.8,(+/- 1.4 ),14.1,(+/- 1.4 ),16.7,(+/- 1.3 ),10.4,(+/- 1.0 ),21.2,(+/- 1.4 ),13.9,(+/- 1.9 ),14.9,(+/- 1.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,25.3,(+/- 2.4 ),38.2,(+/- 3.0 ),15.9,(+/- 2.3 ),27.9,(+/- 4.2 ),34.8,(+/- 3.7 ),11.4,(+/- 2.2 ),14.0,(+/- 2.4 ),30.7,(+/- 2.8 ),17.8,(+/- 2.3 ),21.0,(+/- 2.3 ),14.3,(+/- 2.3 ),31.5,(+/- 3.0 ),22.1,(+/- 4.3 ),20.9,(+/- 2.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,24.7,(+/- 2.5 ),38.0,(+/- 2.9 ),15.7,(+/- 2.2 ),27.9,(+/- 4.2 ),34.7,(+/- 3.7 ),11.2,(+/- 2.3 ),13.6,(+/- 2.4 ),30.4,(+/- 2.8 ),17.6,(+/- 2.3 ),20.8,(+/- 2.3 ),13.8,(+/- 2.3 ),31.3,(+/- 3.0 ),22.0,(+/- 4.3 ),20.4,(+/- 2.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,29.2,(+/- 3.7 ),44.6,(+/- 4.6 ),21.6,(+/- 4.4 ),31.8,(+/- 5.8 ),35.9,(+/- 5.2 ),15.8,(+/- 3.7 ),17.1,(+/- 4.1 ),34.4,(+/- 5.5 ),21.8,(+/- 4.6 ),26.3,(+/- 4.5 ),18.2,(+/- 3.9 ),31.0,(+/- 4.5 ),24.1,(+/- 6.5 ),21.3,(+/- 4.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,23.0,(+/- 3.0 ),35.5,(+/- 3.2 ),13.7,(+/- 2.2 ),26.4,(+/- 4.5 ),34.2,(+/- 4.8 ),9.6,(+/- 2.4 ),12.5,(+/- 2.4 ),29.0,(+/- 2.8 ),16.3,(+/- 2.6 ),18.9,(+/- 2.7 ),12.2,(+/- 2.3 ),31.4,(+/- 3.3 ),21.2,(+/- 4.5 ),20.1,(+/- 3.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,14.0,(+/- 1.2 ),22.6,(+/- 1.3 ),12.1,(+/- 1.2 ),14.2,(+/- 1.3 ),18.5,(+/- 1.0 ),7.6,(+/- 0.9 ),8.3,(+/- 1.0 ),17.6,(+/- 1.3 ),13.0,(+/- 1.3 ),15.3,(+/- 1.1 ),9.1,(+/- 0.8 ),17.9,(+/- 1.2 ),10.9,(+/- 1.2 ),12.9,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,9.7,(+/- 1.8 ),15.8,(+/- 1.9 ),7.6,(+/- 1.4 ),9.6,(+/- 2.1 ),16.1,(+/- 2.1 ),5.2,(+/- 1.5 ),8.2,(+/- 1.9 ),13.3,(+/- 1.7 ),10.0,(+/- 1.4 ),9.2,(+/- 1.4 ),8.3,(+/- 1.9 ),11.3,(+/- 1.7 ),8.1,(+/- 2.1 ),8.3,(+/- 1.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,14.2,(+/- 1.4 ),24.1,(+/- 1.8 ),10.8,(+/- 1.3 ),16.6,(+/- 2.1 ),20.6,(+/- 1.9 ),6.8,(+/- 1.1 ),8.5,(+/- 1.3 ),18.3,(+/- 1.5 ),11.2,(+/- 1.5 ),12.8,(+/- 1.5 ),8.5,(+/- 1.1 ),18.7,(+/- 1.6 ),12.7,(+/- 2.2 ),12.5,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,28.1,(+/- 2.3 ),37.3,(+/- 2.6 ),26.5,(+/- 2.9 ),23.3,(+/- 2.4 ),24.7,(+/- 1.7 ),15.9,(+/- 2.2 ),19.9,(+/- 2.8 ),33.5,(+/- 2.9 ),31.1,(+/- 2.5 ),35.8,(+/- 2.3 ),18.6,(+/- 2.3 ),34.2,(+/- 2.4 ),20.6,(+/- 2.2 ),29.3,(+/- 2.8 )
Education,School Enrollment,Population 3 years and over enrolled in school,192543,(+/- 5563 ),181966,(+/- 5237 ),189750,(+/- 6426 ),209236,(+/- 9771 ),198972,(+/- 10927 ),194160,(+/- 9221 ),229444,(+/- 9494 ),186871,(+/- 5850 ),175867,(+/- 5636 ),210064,(+/- 8111 ),201942,(+/- 9268 ),189405,(+/- 5121 ),206719,(+/- 12155 ),180297,(+/- 4668 )
Education,School Enrollment,"Nursery school, preschool",12722,(+/- 1830 ),12270,(+/- 1867 ),11747,(+/- 1801 ),12662,(+/- 2489 ),10837,(+/- 1972 ),13398,(+/- 2314 ),14537,(+/- 2034 ),9692,(+/- 1807 ),8970,(+/- 1349 ),11995,(+/- 2365 ),14043,(+/- 1617 ),11007,(+/- 2037 ),14873,(+/- 2861 ),9712,(+/- 1949 )
Education,School Enrollment,Kindergarten,10162,(+/- 1598 ),9337,(+/- 1705 ),9562,(+/- 2236 ),9108,(+/- 2060 ),9950,(+/- 2000 ),9957,(+/- 2059 ),10580,(+/- 1754 ),10743,(+/- 2287 ),8368,(+/- 1531 ),10307,(+/- 1686 ),9463,(+/- 1812 ),9745,(+/- 1696 ),12740,(+/- 2184 ),9246,(+/- 1504 )
Education,School Enrollment,Elementary school (grades 1-8),77975,(+/- 2716 ),74108,(+/- 3265 ),80012,(+/- 4253 ),89242,(+/- 6276 ),68239,(+/- 5815 ),82955,(+/- 4851 ),103955,(+/- 5061 ),80165,(+/- 3399 ),78005,(+/- 3100 ),79356,(+/- 4506 ),86564,(+/- 4576 ),76744,(+/- 2527 ),87803,(+/- 7788 ),82595,(+/- 3042 )
Education,School Enrollment,High school (grades 9-12),38336,(+/- 2520 ),38119,(+/- 2487 ),44532,(+/- 2852 ),47012,(+/- 3542 ),29988,(+/- 3962 ),42566,(+/- 3207 ),50763,(+/- 3835 ),38926,(+/- 2387 ),42687,(+/- 2754 ),44959,(+/- 3872 ),39949,(+/- 2686 ),39002,(+/- 3013 ),48294,(+/- 4403 ),44068,(+/- 2219 )
Education,School Enrollment,College or graduate school,53348,(+/- 4267 ),48132,(+/- 3529 ),43897,(+/- 3477 ),51212,(+/- 5596 ),79958,(+/- 5827 ),45284,(+/- 5164 ),49609,(+/- 4879 ),47345,(+/- 5005 ),37837,(+/- 3360 ),63447,(+/- 4323 ),51923,(+/- 5594 ),52907,(+/- 4369 ),43009,(+/- 4481 ),34676,(+/- 3509 )
Education,Educational Attainment,Population 25 years and over,482609,(+/- 3895 ),439495,(+/- 5114 ),486651,(+/- 6007 ),491496,(+/- 9665 ),503168,(+/- 9844 ),519292,(+/- 8865 ),505813,(+/- 9061 ),467468,(+/- 4560 ),497075,(+/- 5083 ),467757,(+/- 7620 ),506101,(+/- 7236 ),470113,(+/- 3889 ),477558,(+/- 10803 ),470799,(+/- 3070 )
Education,Educational Attainment,Less than 9th grade,17441,(+/- 2437 ),22986,(+/- 2213 ),19808,(+/- 2661 ),27783,(+/- 3444 ),16284,(+/- 2443 ),19439,(+/- 2902 ),32793,(+/- 3975 ),24417,(+/- 2929 ),35245,(+/- 3634 ),18542,(+/- 2667 ),22389,(+/- 3196 ),24251,(+/- 2832 ),19773,(+/- 3511 ),33456,(+/- 3390 )
Education,Educational Attainment,"9th to 12th grade, no diploma",43485,(+/- 3929 ),55801,(+/- 3676 ),48355,(+/- 4818 ),36622,(+/- 3390 ),40064,(+/- 4021 ),16007,(+/- 2493 ),27556,(+/- 3684 ),47468,(+/- 3556 ),60392,(+/- 4307 ),42552,(+/- 3646 ),30059,(+/- 3556 ),49994,(+/- 3590 ),30518,(+/- 3141 ),59146,(+/- 4910 )
Education,Educational Attainment,High school graduate (includes equivalency),142657,(+/- 6098 ),148766,(+/- 6521 ),148385,(+/- 5532 ),132386,(+/- 6762 ),112644,(+/- 6545 ),66576,(+/- 5578 ),102521,(+/- 6542 ),158170,(+/- 5582 ),163302,(+/- 5719 ),150966,(+/- 6929 ),106114,(+/- 6487 ),160942,(+/- 6237 ),135734,(+/- 7188 ),154917,(+/- 6082 )
Education,Educational Attainment,"Some college, no degree",115254,(+/- 5586 ),98789,(+/- 4572 ),103926,(+/- 5301 ),103141,(+/- 5374 ),93113,(+/- 5294 ),72846,(+/- 4571 ),97812,(+/- 6364 ),95465,(+/- 5277 ),95342,(+/- 4868 ),95771,(+/- 5785 ),107104,(+/- 5858 ),98180,(+/- 4907 ),114020,(+/- 6587 ),103442,(+/- 4895 )
Education,Educational Attainment,Associate's degree,43111,(+/- 3338 ),35651,(+/- 2517 ),37366,(+/- 3642 ),44874,(+/- 3954 ),29613,(+/- 3433 ),29806,(+/- 3456 ),44607,(+/- 5337 ),40116,(+/- 2975 ),35539,(+/- 2996 ),35218,(+/- 3387 ),33038,(+/- 3895 ),38602,(+/- 3372 ),36071,(+/- 3887 ),34596,(+/- 3557 )
Education,Educational Attainment,Bachelor's degree,78181,(+/- 4840 ),46899,(+/- 3613 ),81139,(+/- 5215 ),92663,(+/- 5415 ),119002,(+/- 5052 ),189570,(+/- 7060 ),130527,(+/- 5572 ),58035,(+/- 4434 ),67430,(+/- 4631 ),70313,(+/- 4867 ),135515,(+/- 7307 ),55841,(+/- 3711 ),89167,(+/- 6052 ),55993,(+/- 3672 )
Education,Educational Attainment,Graduate or professional degree,42480,(+/- 3671 ),30603,(+/- 2826 ),47672,(+/- 4216 ),54027,(+/- 3617 ),92448,(+/- 5846 ),125048,(+/- 6129 ),69997,(+/- 4799 ),43797,(+/- 3828 ),39825,(+/- 3008 ),54395,(+/- 3781 ),71882,(+/- 4660 ),42303,(+/- 3358 ),52275,(+/- 4653 ),29249,(+/- 3349 )
Education,Educational Attainment,Percent high school graduate or higher,87.4,(+/- 1.0 ),82.1,(+/- 0.9 ),86.0,(+/- 1.0 ),86.9,(+/- 0.9 ),88.8,(+/- 0.9 ),93.2,(+/- 0.8 ),88.1,(+/- 1.0 ),84.6,(+/- 0.9 ),80.8,(+/- 1.2 ),86.9,(+/- 1.0 ),89.6,(+/- 1.0 ),84.2,(+/- 1.0 ),89.5,(+/- 1.0 ),80.3,(+/- 1.2 )
Education,Educational Attainment,Percent bachelor's degree or higher,25.0,(+/- 1.1 ),17.6,(+/- 1.1 ),26.5,(+/- 1.3 ),29.8,(+/- 1.2 ),42.0,(+/- 1.3 ),60.6,(+/- 1.6 ),39.6,(+/- 1.3 ),21.8,(+/- 1.2 ),21.6,(+/- 1.1 ),26.7,(+/- 1.3 ),41.0,(+/- 1.5 ),20.9,(+/- 1.1 ),29.6,(+/- 1.4 ),18.1,(+/- 1.1 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag,District 09 Estimate,District 09 Flag,District 10 Estimate,District 10 Flag,District 11 Estimate,District 11 Flag,District 12 Estimate,District 12 Flag,District 13 Estimate,District 13 Flag,District 14 Estimate,District 14 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,227013,G,200550,G,216296,G,146650,G,516714,G,459039,G,355091,G,182607,G,192288,G,153088,G,350076,G,210009,G,169472,G,171734,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",848,G,2331,G,227,H,7,J,3,G,29,J,93,J,1266,G,258,H,720,G,60,H,1368,G,a,D,310,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",31,J,497,J,172,J,74,H,186,G,460,J,b,D,763,G,631,H,1551,H,479,J,240,H,93,J,162,H
Business,Paid employees for pay period including March 12,Utilities,1207,J,1135,H,2075,J,659,J,i,D,1249,H,720,G,1467,H,1246,G,1041,H,1749,G,3879,J,913,H,901,J
Business,Paid employees for pay period including March 12,Construction,9583,G,7257,G,10783,G,11964,G,14575,G,12261,G,24925,G,6980,G,9519,G,8037,G,22622,G,9045,G,10234,G,6200,G
Business,Paid employees for pay period including March 12,Manufacturing,26969,G,27059,G,35595,G,17353,G,18405,G,9087,G,27961,G,24659,G,47650,G,19030,G,24602,H,26073,G,10721,G,49924,G
Business,Paid employees for pay period including March 12,Wholesale trade,8208,G,9974,G,8839,G,7742,G,22354,G,25506,G,39137,G,7523,G,8237,G,5874,H,28255,H,7557,G,12524,G,8546,G
Business,Paid employees for pay period including March 12,Retail trade,35377,G,28178,G,35267,G,25124,G,35305,G,43333,G,47770,G,30963,G,30176,G,26687,G,42075,G,32636,G,30428,G,24850,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,16201,G,6685,G,9570,G,6146,G,62487,H,7156,G,13464,G,6630,G,7523,G,5767,G,8093,G,6920,G,10925,G,7799,H
Business,Paid employees for pay period including March 12,Information,2617,G,2758,G,3581,H,3004,H,23550,G,40957,H,16618,G,1974,G,2085,G,1783,G,10938,G,3299,G,2182,H,2133,G
Business,Paid employees for pay period including March 12,Finance and insurance,5399,G,19135,H,7931,H,3075,G,21661,H,43728,H,16364,G,6793,G,5277,H,4213,H,21848,G,5700,G,4033,H,3385,H
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,3479,G,2611,G,2412,G,2610,G,11359,G,8982,G,5490,G,2190,G,1561,G,2377,G,8314,G,2487,H,4243,H,1416,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",8537,G,8135,G,6162,G,6248,H,46797,G,65034,G,30427,G,7521,G,5007,G,5417,G,30445,G,12367,G,4197,G,4451,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,5161,G,1984,H,2928,G,1947,J,32788,G,36128,G,14569,H,2190,H,2932,G,879,H,16590,G,2086,G,1024,G,2801,H
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,13241,G,12158,G,15596,G,9305,G,36999,G,43948,G,31054,G,11260,G,9611,G,10581,G,37012,G,14684,G,11771,G,5866,G
Business,Paid employees for pay period including March 12,Educational services,4863,H,2992,H,3190,G,2124,G,29112,H,9554,G,5600,G,2347,G,4413,G,2237,G,6495,G,2769,G,2684,G,4432,H
Business,Paid employees for pay period including March 12,Health care and social assistance,33565,G,37156,G,32829,G,21841,G,61221,G,49282,G,30775,G,33204,G,26250,H,24265,G,33827,H,43916,G,27120,G,21967,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",2685,G,1526,G,2518,G,1996,G,9285,G,7023,G,4261,G,2204,G,1827,G,2612,G,4205,G,2206,G,3189,H,1176,G
Business,Paid employees for pay period including March 12,Accommodation and food services,37730,G,19924,G,25745,G,18909,G,61060,G,37605,G,30359,G,24844,G,20066,G,22014,G,37718,G,24107,G,25888,G,17888,G
Business,Paid employees for pay period including March 12,Other services (except public administration),11283,G,8983,G,10817,G,6508,G,23927,G,17650,G,15390,G,7790,G,7981,G,7952,G,14714,G,8640,G,7285,G,7509,G
Business,Paid employees for pay period including March 12,Industries not classified,29,J,72,H,59,H,14,J,80,J,67,J,33,H,39,G,38,J,51,H,35,J,30,J,11,J,18,J
Business,"Annual payroll ($1,000)",Total for all sectors,8734176,G,7860729,G,7984215,G,5629004,G,31770082,G,30960737,G,17910048,G,6111900,G,7209115,G,5247364,G,19769380,G,7988889,G,6636425,G,6231270,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",34161,G,96120,G,10251,G,229,G,63,G,496,H,7326,J,52544,G,8931,G,35004,G,2588,H,52344,G,D,D,10130,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",1634,G,28429,J,9088,J,3481,G,26016,J,14029,J,D,D,46267,H,29944,H,103809,H,31033,J,13531,H,6517,J,9555,H
Business,"Annual payroll ($1,000)",Utilities,94170,J,83502,H,153505,H,51363,J,D,D,152569,G,55633,G,117818,H,89769,G,78877,H,156772,G,393717,J,82279,H,69373,J
Business,"Annual payroll ($1,000)",Construction,432696,G,306816,G,541897,G,639967,G,870643,G,767689,G,1396099,G,301234,G,400635,G,353066,G,1426033,G,369816,G,559899,G,291753,G
Business,"Annual payroll ($1,000)",Manufacturing,1839850,H,1300020,G,1784256,G,915918,G,957450,G,617824,H,1453718,G,973347,G,2053177,G,839661,G,1562469,H,1214158,G,544960,G,2051473,G
Business,"Annual payroll ($1,000)",Wholesale trade,425125,G,489319,G,505365,G,415043,G,1354584,G,2438999,G,2975621,G,330337,G,425364,G,294210,H,1490590,G,350737,G,724103,H,383952,G
Business,"Annual payroll ($1,000)",Retail trade,882583,G,650069,G,853671,G,650249,G,939822,G,1253319,G,1361775,G,738610,G,732627,G,646489,G,1147934,G,806909,G,809517,G,600441,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,592260,G,268932,G,382423,G,260681,G,3584126,H,511796,H,592298,G,252950,G,334763,G,227454,G,381707,G,272493,G,475913,G,343705,H
Business,"Annual payroll ($1,000)",Information,125027,G,131854,H,178678,H,174568,H,2185530,G,4475881,H,1420639,H,93741,G,107376,G,77445,G,881577,G,158060,G,127939,H,97119,G
Business,"Annual payroll ($1,000)",Finance and insurance,322008,G,1205926,H,396361,G,145681,G,2682149,H,4128957,G,1122270,G,349814,G,291306,G,241982,H,2329900,G,290500,G,183698,G,162026,H
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,123350,G,95561,G,87006,G,118231,G,660282,G,566756,G,272074,G,77627,G,53523,G,96954,G,571509,G,92228,G,502118,J,58688,H
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",412739,G,380004,G,283554,G,278119,G,4467096,G,5554750,G,2116696,G,389502,G,223341,G,264514,G,2520593,G,715543,H,203757,G,194259,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,303266,H,198364,G,233052,G,186507,J,4465844,H,3876512,G,1289854,G,186957,H,182160,G,47825,G,1669323,G,117210,G,87796,G,264009,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,418971,G,316756,G,423835,G,317293,H,1297774,G,2163580,G,1126499,G,309410,G,272687,G,317404,G,2355512,H,368464,G,315386,G,170767,G
