Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE
Socioeconomic,Health Insurance Coverage,With private health insurance,475249,(+/- 6700 ),521610,(+/- 9736 ),520224,(+/- 10541 ),492065,(+/- 7454 ),429030,(+/- 8177 ),502464,(+/- 6995 ),519456,(+/- 8176 ),589442,(+/- 9174 ),514832,(+/- 9761 ),548881,(+/- 9104 ),616350,(+/- 8358 ),520960,(+/- 11853 ),331637,(+/- 10976 ),408952,(+/- 11397 )
Socioeconomic,Health Insurance Coverage,With public coverage,306456,(+/- 5373 ),269568,(+/- 9364 ),257046,(+/- 9099 ),276941,(+/- 6002 ),323961,(+/- 7895 ),269475,(+/- 7060 ),247099,(+/- 6884 ),211550,(+/- 7905 ),258996,(+/- 7975 ),246975,(+/- 7946 ),186144,(+/- 6959 ),248432,(+/- 8582 ),357489,(+/- 12373 ),335186,(+/- 12197 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,39936,(+/- 3808 ),39203,(+/- 4081 ),38103,(+/- 4098 ),40858,(+/- 3273 ),39462,(+/- 3932 ),46334,(+/- 4318 ),34494,(+/- 3600 ),31992,(+/- 3567 ),36973,(+/- 4302 ),34170,(+/- 4353 ),24843,(+/- 3308 ),27561,(+/- 3492 ),48646,(+/- 4616 ),44415,(+/- 3936 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,131334,(+/- 1047 ),176251,(+/- 3318 ),175356,(+/- 3429 ),144754,(+/- 1780 ),150980,(+/- 2137 ),161986,(+/- 838 ),154153,(+/- 2160 ),160435,(+/- 3005 ),142783,(+/- 4668 ),151865,(+/- 3637 ),161085,(+/- 5039 ),150535,(+/- 4986 ),160482,(+/- 7558 ),165555,(+/- 6963 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,5449,(+/- 1447 ),6880,(+/- 2031 ),4592,(+/- 1516 ),6547,(+/- 1452 ),5702,(+/- 1686 ),6187,(+/- 1490 ),4776,(+/- 1497 ),2791,(+/- 1077 ),2479,(+/- 1196 ),4754,(+/- 1745 ),3268,(+/- 1463 ),2547,(+/- 1123 ),3501,(+/- 1152 ),3763,(+/- 1082 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,9.2,(+/- 0.7 ),9.2,(+/- 1.0 ),7.9,(+/- 1.1 ),9.6,(+/- 0.9 ),15.6,(+/- 1.4 ),10.0,(+/- 1.3 ),7.7,(+/- 0.8 ),6.3,(+/- 0.8 ),8.6,(+/- 0.9 ),6.4,(+/- 0.7 ),4.3,(+/- 0.7 ),10.3,(+/- 1.2 ),23.3,(+/- 1.6 ),18.1,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,17.5,(+/- 1.8 ),16.1,(+/- 1.8 ),13.3,(+/- 1.9 ),16.9,(+/- 2.0 ),26.8,(+/- 2.8 ),18.0,(+/- 2.4 ),13.3,(+/- 1.7 ),9.7,(+/- 1.5 ),14.7,(+/- 1.7 ),11.4,(+/- 1.5 ),5.6,(+/- 1.2 ),17.2,(+/- 2.2 ),36.3,(+/- 2.5 ),29.4,(+/- 2.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,23.3,(+/- 6.1 ),18.0,(+/- 5.5 ),12.5,(+/- 4.1 ),20.0,(+/- 4.4 ),37.7,(+/- 7.0 ),19.9,(+/- 5.6 ),16.6,(+/- 4.9 ),10.0,(+/- 4.3 ),10.6,(+/- 3.6 ),10.8,(+/- 3.2 ),3.2,(+/- 2.1 ),16.8,(+/- 5.4 ),37.2,(+/- 6.0 ),30.9,(+/- 7.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,4.8,(+/- 0.6 ),4.1,(+/- 0.8 ),3.7,(+/- 0.6 ),5.0,(+/- 0.7 ),6.6,(+/- 1.1 ),4.5,(+/- 0.8 ),4.2,(+/- 0.7 ),2.6,(+/- 0.6 ),4.6,(+/- 0.9 ),3.5,(+/- 0.5 ),2.1,(+/- 0.4 ),6.6,(+/- 1.0 ),11.1,(+/- 2.0 ),9.8,(+/- 1.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,7.1,(+/- 1.5 ),6.4,(+/- 1.7 ),5.8,(+/- 1.3 ),7.2,(+/- 1.4 ),10.5,(+/- 2.2 ),6.9,(+/- 1.5 ),6.7,(+/- 1.5 ),3.3,(+/- 1.0 ),7.3,(+/- 1.9 ),5.8,(+/- 1.2 ),1.8,(+/- 0.7 ),10.7,(+/- 2.0 ),17.6,(+/- 3.5 ),17.5,(+/- 3.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,6.3,(+/- 4.0 ),7.7,(+/- 4.9 ),3.1,(+/- 2.1 ),7.9,(+/- 3.9 ),13.1,(+/- 6.9 ),3.9,(+/- 2.1 ),8.2,(+/- 4.7 ),2.8,(+/- 2.0 ),4.0,(+/- 2.9 ),5.1,(+/- 2.7 ),0.5,(+/- 0.6 ),8.5,(+/- 4.0 ),18.4,(+/- 9.7 ),15.2,(+/- 8.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",30.9,(+/- 3.2 ),30.7,(+/- 4.1 ),25.1,(+/- 4.5 ),31.2,(+/- 4.4 ),39.5,(+/- 4.2 ),31.5,(+/- 4.5 ),23.6,(+/- 3.3 ),25.4,(+/- 4.0 ),19.8,(+/- 3.3 ),18.5,(+/- 3.1 ),17.2,(+/- 3.9 ),22.6,(+/- 3.7 ),37.9,(+/- 3.1 ),31.0,(+/- 2.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,42.7,(+/- 4.8 ),40.9,(+/- 5.1 ),34.0,(+/- 6.0 ),42.0,(+/- 6.1 ),52.4,(+/- 6.1 ),46.9,(+/- 5.5 ),32.6,(+/- 5.0 ),33.2,(+/- 5.7 ),30.0,(+/- 5.3 ),29.3,(+/- 5.1 ),23.9,(+/- 6.1 ),33.6,(+/- 6.3 ),51.0,(+/- 4.2 ),41.0,(+/- 4.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,63.5,(+/- 13.1 ),42.9,(+/- 13.5 ),50.6,(+/- 14.8 ),44.9,(+/- 11.2 ),65.3,(+/- 12.3 ),62.0,(+/- 13.3 ),39.7,(+/- 13.8 ),42.8,(+/- 19.0 ),25.6,(+/- 11.4 ),30.8,(+/- 14.1 ),31.2,(+/- 19.8 ),35.2,(+/- 15.3 ),47.9,(+/- 9.7 ),44.3,(+/- 10.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,14.7,(+/- 0.9 ),13.3,(+/- 0.9 ),12.9,(+/- 1.1 ),15.0,(+/- 0.8 ),19.7,(+/- 1.2 ),15.0,(+/- 1.2 ),11.8,(+/- 1.0 ),11.5,(+/- 0.8 ),12.2,(+/- 0.9 ),9.7,(+/- 0.7 ),6.3,(+/- 0.7 ),16.8,(+/- 1.2 ),29.6,(+/- 1.5 ),22.9,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,19.9,(+/- 2.4 ),17.1,(+/- 2.0 ),17.9,(+/- 2.7 ),17.8,(+/- 1.9 ),28.6,(+/- 2.7 ),20.8,(+/- 2.7 ),16.5,(+/- 2.2 ),12.6,(+/- 2.0 ),17.9,(+/- 2.5 ),13.2,(+/- 1.8 ),7.1,(+/- 1.6 ),21.4,(+/- 2.9 ),44.3,(+/- 3.1 ),34.7,(+/- 2.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,19.0,(+/- 2.4 ),16.3,(+/- 2.1 ),17.5,(+/- 2.7 ),17.2,(+/- 1.9 ),28.0,(+/- 2.8 ),19.8,(+/- 2.6 ),16.1,(+/- 2.2 ),12.1,(+/- 2.0 ),17.8,(+/- 2.5 ),12.7,(+/- 1.8 ),6.8,(+/- 1.6 ),21.2,(+/- 2.8 ),43.9,(+/- 3.1 ),34.5,(+/- 3.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,23.9,(+/- 4.4 ),17.4,(+/- 3.0 ),22.6,(+/- 4.1 ),20.7,(+/- 2.6 ),37.6,(+/- 4.6 ),23.2,(+/- 3.9 ),18.7,(+/- 3.5 ),14.4,(+/- 3.4 ),19.4,(+/- 3.9 ),14.7,(+/- 3.1 ),5.6,(+/- 2.1 ),21.7,(+/- 3.8 ),50.5,(+/- 4.6 ),41.0,(+/- 4.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,17.4,(+/- 2.5 ),15.8,(+/- 2.5 ),15.6,(+/- 2.5 ),16.1,(+/- 2.0 ),24.5,(+/- 2.9 ),18.5,(+/- 2.6 ),15.3,(+/- 2.3 ),11.4,(+/- 2.1 ),17.1,(+/- 2.6 ),12.1,(+/- 1.9 ),7.2,(+/- 1.8 ),21.0,(+/- 3.2 ),41.3,(+/- 3.3 ),32.0,(+/- 3.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,13.5,(+/- 0.7 ),12.1,(+/- 0.7 ),11.3,(+/- 0.9 ),14.2,(+/- 0.7 ),17.2,(+/- 1.0 ),13.2,(+/- 1.0 ),10.4,(+/- 0.9 ),11.2,(+/- 0.8 ),10.8,(+/- 0.7 ),8.7,(+/- 0.5 ),6.1,(+/- 0.6 ),15.5,(+/- 1.0 ),24.8,(+/- 1.2 ),19.3,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,8.5,(+/- 0.9 ),6.2,(+/- 1.2 ),7.0,(+/- 1.2 ),7.5,(+/- 1.0 ),8.7,(+/- 1.3 ),6.4,(+/- 1.1 ),6.3,(+/- 1.2 ),7.0,(+/- 1.3 ),8.5,(+/- 1.3 ),6.6,(+/- 0.9 ),6.2,(+/- 1.1 ),9.3,(+/- 1.4 ),15.7,(+/- 1.7 ),11.8,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,10.4,(+/- 0.9 ),9.7,(+/- 1.1 ),9.6,(+/- 1.3 ),10.1,(+/- 0.9 ),16.6,(+/- 1.4 ),11.0,(+/- 1.3 ),8.9,(+/- 1.0 ),6.9,(+/- 0.9 ),9.8,(+/- 1.1 ),7.1,(+/- 0.8 ),4.4,(+/- 0.7 ),12.6,(+/- 1.4 ),27.2,(+/- 1.8 ),21.5,(+/- 1.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,29.4,(+/- 1.8 ),27.8,(+/- 1.7 ),26.7,(+/- 2.1 ),33.7,(+/- 1.7 ),31.1,(+/- 2.0 ),29.6,(+/- 2.2 ),24.8,(+/- 2.1 ),28.7,(+/- 2.1 ),20.2,(+/- 1.7 ),22.5,(+/- 1.6 ),15.9,(+/- 1.6 ),30.3,(+/- 1.7 ),36.9,(+/- 1.8 ),28.1,(+/- 2.0 )
Education,School Enrollment,Population 3 years and over enrolled in school,147418,(+/- 3181 ),184393,(+/- 4212 ),185654,(+/- 4870 ),174883,(+/- 3471 ),163633,(+/- 4765 ),184294,(+/- 4518 ),167911,(+/- 3745 ),215805,(+/- 3817 ),158401,(+/- 5256 ),163919,(+/- 4917 ),185212,(+/- 6056 ),214447,(+/- 5731 ),168164,(+/- 7762 ),174263,(+/- 7561 )
Education,School Enrollment,"Nursery school, preschool",7866,(+/- 1039 ),11392,(+/- 1508 ),11039,(+/- 1452 ),7997,(+/- 967 ),12134,(+/- 1484 ),10298,(+/- 1331 ),10184,(+/- 1428 ),11050,(+/- 1379 ),10933,(+/- 1765 ),8569,(+/- 1119 ),12001,(+/- 1647 ),10684,(+/- 1382 ),9892,(+/- 1727 ),10374,(+/- 1750 )
Education,School Enrollment,Kindergarten,7505,(+/- 1047 ),10419,(+/- 1577 ),10183,(+/- 1551 ),7708,(+/- 1057 ),8815,(+/- 1288 ),8616,(+/- 1093 ),8674,(+/- 1154 ),9488,(+/- 1371 ),7530,(+/- 1471 ),8089,(+/- 1395 ),7763,(+/- 1348 ),8663,(+/- 1468 ),8660,(+/- 1507 ),8915,(+/- 1533 )
Education,School Enrollment,Elementary school (grades 1-8),59528,(+/- 1650 ),77747,(+/- 2668 ),78934,(+/- 2986 ),65570,(+/- 1945 ),66985,(+/- 2507 ),72882,(+/- 2039 ),69754,(+/- 2360 ),72620,(+/- 3013 ),62451,(+/- 3508 ),69657,(+/- 3358 ),70940,(+/- 3313 ),64176,(+/- 3403 ),70609,(+/- 4911 ),71135,(+/- 4491 )
Education,School Enrollment,High school (grades 9-12),33143,(+/- 1736 ),39736,(+/- 1949 ),41347,(+/- 2286 ),36889,(+/- 1705 ),36248,(+/- 1938 ),39227,(+/- 1951 ),39261,(+/- 1820 ),40609,(+/- 2105 ),32924,(+/- 2449 ),41207,(+/- 2643 ),40708,(+/- 2640 ),37297,(+/- 2055 ),36906,(+/- 2495 ),38596,(+/- 2960 )
Education,School Enrollment,College or graduate school,39376,(+/- 2871 ),45099,(+/- 2927 ),44151,(+/- 3372 ),56719,(+/- 2870 ),39451,(+/- 3656 ),53271,(+/- 3869 ),40038,(+/- 2928 ),82038,(+/- 3308 ),44563,(+/- 2948 ),36397,(+/- 2988 ),53800,(+/- 3517 ),93627,(+/- 4382 ),42097,(+/- 3488 ),45243,(+/- 3677 )
Education,Educational Attainment,Population 25 years and over,507908,(+/- 1735 ),478389,(+/- 3836 ),491063,(+/- 3669 ),477437,(+/- 2551 ),469947,(+/- 2660 ),476831,(+/- 1546 ),485550,(+/- 2823 ),478583,(+/- 4126 ),513031,(+/- 6097 ),505568,(+/- 4845 ),512619,(+/- 5260 ),457354,(+/- 5223 ),433319,(+/- 7534 ),472803,(+/- 7875 )
Education,Educational Attainment,Less than 9th grade,10119,(+/- 1276 ),16639,(+/- 2215 ),18759,(+/- 2707 ),11746,(+/- 1461 ),11011,(+/- 1423 ),15804,(+/- 2314 ),11195,(+/- 1649 ),8485,(+/- 1338 ),19463,(+/- 2244 ),14167,(+/- 1807 ),10078,(+/- 1631 ),16608,(+/- 1998 ),21876,(+/- 2642 ),17455,(+/- 2119 )
Education,Educational Attainment,"9th to 12th grade, no diploma",30909,(+/- 2069 ),32323,(+/- 2526 ),26561,(+/- 2482 ),30509,(+/- 2397 ),35479,(+/- 2987 ),30270,(+/- 2685 ),29254,(+/- 2210 ),19341,(+/- 2393 ),31627,(+/- 2623 ),32833,(+/- 2696 ),17528,(+/- 2124 ),29716,(+/- 2504 ),56833,(+/- 3603 ),41321,(+/- 3148 )
Education,Educational Attainment,High school graduate (includes equivalency),170443,(+/- 4537 ),157067,(+/- 5072 ),141608,(+/- 5503 ),167318,(+/- 3796 ),160113,(+/- 5260 ),137398,(+/- 4908 ),152023,(+/- 4295 ),105963,(+/- 5035 ),147361,(+/- 5653 ),164180,(+/- 5581 ),96991,(+/- 4622 ),115010,(+/- 5276 ),139976,(+/- 5769 ),122892,(+/- 5875 )
Education,Educational Attainment,"Some college, no degree",122622,(+/- 4064 ),111257,(+/- 4696 ),105755,(+/- 4533 ),117811,(+/- 3390 ),121866,(+/- 5204 ),114144,(+/- 4253 ),123395,(+/- 4452 ),107090,(+/- 4247 ),111099,(+/- 4662 ),124278,(+/- 4221 ),104930,(+/- 5194 ),105279,(+/- 3913 ),117376,(+/- 5406 ),111290,(+/- 4967 )
Education,Educational Attainment,Associate's degree,48920,(+/- 2630 ),47114,(+/- 2704 ),44124,(+/- 3145 ),45712,(+/- 2472 ),52384,(+/- 3343 ),45922,(+/- 2756 ),50008,(+/- 2643 ),43349,(+/- 2913 ),47911,(+/- 3114 ),53817,(+/- 2952 ),43958,(+/- 2828 ),35418,(+/- 2773 ),33420,(+/- 3181 ),34071,(+/- 2845 )
Education,Educational Attainment,Bachelor's degree,78681,(+/- 3209 ),78621,(+/- 4035 ),100751,(+/- 4635 ),65127,(+/- 3233 ),56996,(+/- 3374 ),80072,(+/- 3362 ),77745,(+/- 3936 ),113624,(+/- 4386 ),98819,(+/- 4438 ),75427,(+/- 4158 ),138145,(+/- 5185 ),79630,(+/- 3617 ),39681,(+/- 3163 ),79418,(+/- 4365 )
Education,Educational Attainment,Graduate or professional degree,46214,(+/- 2473 ),35368,(+/- 2680 ),53505,(+/- 3580 ),39214,(+/- 2493 ),32098,(+/- 2708 ),53221,(+/- 2698 ),41930,(+/- 2595 ),80731,(+/- 4362 ),56751,(+/- 3435 ),40866,(+/- 2939 ),100989,(+/- 3363 ),75693,(+/- 3113 ),24157,(+/- 2398 ),66356,(+/- 3658 )
Education,Educational Attainment,Percent high school graduate or higher,91.9,(+/- 0.5 ),89.8,(+/- 0.7 ),90.8,(+/- 0.8 ),91.1,(+/- 0.5 ),90.1,(+/- 0.7 ),90.3,(+/- 0.7 ),91.7,(+/- 0.5 ),94.2,(+/- 0.6 ),90.0,(+/- 0.6 ),90.7,(+/- 0.6 ),94.6,(+/- 0.5 ),89.9,(+/- 0.6 ),81.8,(+/- 1.0 ),87.6,(+/- 0.7 )
Education,Educational Attainment,Percent bachelor's degree or higher,24.6,(+/- 0.8 ),23.8,(+/- 1.0 ),31.4,(+/- 1.1 ),21.9,(+/- 0.8 ),19.0,(+/- 0.9 ),28.0,(+/- 0.8 ),24.6,(+/- 0.9 ),40.6,(+/- 1.3 ),30.3,(+/- 1.0 ),23.0,(+/- 0.9 ),46.6,(+/- 1.2 ),34.0,(+/- 0.9 ),14.7,(+/- 0.9 ),30.8,(+/- 1.1 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag,District 09 Estimate,District 09 Flag,District 10 Estimate,District 10 Flag,District 11 Estimate,District 11 Flag,District 12 Estimate,District 12 Flag,District 13 Estimate,District 13 Flag,District 14 Estimate,District 14 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,207722,G,308107,G,306448,G,186742,G,211943,G,229008,G,198618,G,218396,G,268424,G,203021,G,453544,G,290233,G,201538,G,326210,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",1462,G,293,J,269,H,609,G,44,G,300,H,151,H,462,J,a,D,110,G,21,G,56,J,a,D,6,J
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",3023,H,153,J,144,H,693,G,318,H,133,H,149,J,211,G,27,G,96,H,b,D,b,D,82,J,a,D
Business,Paid employees for pay period including March 12,Utilities,1475,G,1438,J,573,H,1033,J,g,D,2451,H,2859,J,f,D,f,D,1212,J,g,D,1000,J,h,D,h,D
Business,Paid employees for pay period including March 12,Construction,11374,G,11625,G,10892,G,8868,G,7145,G,8626,G,6802,G,9783,G,8902,G,10834,G,15795,G,7096,G,5225,G,9219,G
Business,Paid employees for pay period including March 12,Manufacturing,27259,G,83255,G,59067,G,31114,G,25565,H,49667,G,43444,G,25963,G,42195,G,53588,G,43770,G,34099,G,28362,G,19445,H
Business,Paid employees for pay period including March 12,Wholesale trade,6157,G,19836,G,19163,G,6658,G,8837,G,9630,G,7033,G,7384,G,12695,G,6385,G,32980,G,12945,H,9064,G,14639,G
Business,Paid employees for pay period including March 12,Retail trade,36875,G,39877,G,27397,G,32945,G,33258,G,30043,G,27495,G,33283,G,34094,G,32510,G,56415,G,38930,G,18127,G,24660,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,4486,G,10392,G,8026,G,4682,G,6575,G,4987,G,9667,G,6200,H,5560,G,3849,G,8791,G,11472,G,21703,H,5679,G
Business,Paid employees for pay period including March 12,Information,3041,G,2893,G,5112,G,2465,G,3231,G,2257,G,3536,H,3442,G,5421,G,1352,G,12138,G,7606,G,2575,G,13694,G
Business,Paid employees for pay period including March 12,Finance and insurance,7673,G,7795,H,13954,H,6493,H,6624,H,8130,H,7697,H,13556,G,7405,G,4414,G,21876,G,9738,G,2456,G,29976,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,2467,G,3723,G,3419,G,2776,G,2440,G,3538,H,1803,G,3322,G,6599,H,1899,G,5982,G,3848,G,2371,H,7533,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",6800,G,10266,G,13743,G,4349,G,7280,G,9208,G,9037,G,13310,G,26038,H,14614,G,66333,G,23407,G,5241,G,39020,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,1539,G,10091,H,10921,G,5005,H,3400,H,7981,G,4022,G,2914,H,2785,H,1688,G,30304,G,10817,H,5079,G,23617,H
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,6960,G,23193,G,21181,G,8904,G,17027,H,12267,G,9691,G,11645,G,18380,G,12718,H,38955,G,18459,G,12974,G,31679,G
Business,Paid employees for pay period including March 12,Educational services,2512,G,6286,H,15167,G,3392,H,3252,H,5412,G,6032,G,3788,G,3442,H,1510,G,7051,G,3859,G,4316,G,6447,G
Business,Paid employees for pay period including March 12,Health care and social assistance,41451,G,33391,H,51494,G,30794,G,50077,G,35659,G,28657,G,38537,G,51753,G,26162,G,51371,G,58829,H,46070,G,55166,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",2994,G,3222,G,4091,H,2189,G,1963,G,3331,G,2158,G,4316,G,2412,G,1885,G,6161,H,4515,G,3063,G,4173,G
Business,Paid employees for pay period including March 12,Accommodation and food services,30434,G,26523,G,28310,G,25003,G,23678,G,24941,G,19663,G,25477,G,28339,G,20780,G,38786,G,31485,G,23583,G,23704,G
Business,Paid employees for pay period including March 12,Other services (except public administration),9707,G,13814,G,13468,G,8478,G,9923,G,10407,G,8687,G,14103,G,11443,G,7324,G,15692,G,12016,G,8494,G,13922,G
Business,Paid employees for pay period including March 12,Industries not classified,33,J,41,H,57,J,292,J,55,G,40,H,35,J,41,J,127,H,91,J,23,J,17,J,32,J,38,H
Business,"Annual payroll ($1,000)",Total for all sectors,7733183,G,12704559,G,13819745,G,7267457,G,8438136,G,10017930,G,8392373,G,9166576,G,12883972,G,8529370,G,26494902,G,15666605,G,9838200,G,20292207,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",60723,G,8522,H,8625,H,21423,G,1434,H,17568,H,4121,G,20298,J,D,D,3200,G,254,H,2883,J,D,D,111,J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",223561,H,7770,H,10843,H,39777,G,19043,H,11842,H,12262,G,12965,H,1071,H,6858,G,D,D,D,D,8256,J,D,D
Business,"Annual payroll ($1,000)",Utilities,129810,G,139823,J,47523,H,98658,H,D,D,280194,G,255438,J,D,D,D,D,102771,H,D,D,91186,J,D,D,D,D
Business,"Annual payroll ($1,000)",Construction,625449,G,678690,G,633489,G,487619,G,425138,G,503740,G,387856,G,623093,G,554959,G,661613,G,1152075,G,451948,G,336691,G,665690,G
Business,"Annual payroll ($1,000)",Manufacturing,1280172,G,4163810,G,3265917,G,1740863,G,1586524,H,2569838,G,2330905,G,1528646,G,2619844,H,3025041,G,2737902,G,2423440,H,1786842,G,1218678,H
Business,"Annual payroll ($1,000)",Wholesale trade,287414,G,1142635,G,1078272,G,407197,H,461985,G,623144,G,390026,G,468520,G,842015,G,408254,G,2567200,G,1101575,H,514182,G,1250922,G
Business,"Annual payroll ($1,000)",Retail trade,925639,G,1005380,G,736362,G,792526,G,828818,G,732616,G,690426,G,840968,G,936669,G,829524,G,1576190,G,1001914,G,458903,G,677558,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,193055,G,471031,G,392328,G,207955,G,291400,G,232541,G,398859,G,240495,G,265526,G,174748,G,499655,G,585583,G,1248787,H,281991,H
Business,"Annual payroll ($1,000)",Information,122249,G,135774,G,284517,G,96148,G,165818,G,104539,G,231861,H,196821,G,276600,G,63083,G,978709,G,590844,G,195611,G,1193159,G
Business,"Annual payroll ($1,000)",Finance and insurance,389771,G,440607,H,1021410,H,315059,H,388207,H,500355,H,490068,H,801293,G,442701,G,234601,G,2025629,G,784181,G,139605,G,2899273,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,75183,G,153052,G,125262,G,88465,G,81366,G,124355,H,61056,G,135821,G,235379,G,64408,G,351281,G,191494,G,88384,H,415531,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",319350,G,645791,G,876783,G,213893,G,355880,G,550051,G,548969,G,860271,G,2163406,H,839460,H,5578952,G,2008549,H,273608,G,3334636,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,72488,G,720947,H,978668,G,639919,H,289974,H,933204,G,454432,G,195974,H,263462,H,147701,G,3516664,G,1255125,H,437893,H,2634318,H
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,246764,G,579262,G,581716,G,299066,G,504174,H,407433,G,300136,G,394515,G,704545,G,441169,G,1475566,G,693223,G,388931,G,1447798,G
Business,"Annual payroll ($1,000)",Educational services,65978,G,139719,H,448543,G,74006,G,93437,G,138669,H,132829,G,116685,G,101114,H,29173,H,242116,G,109850,H,164262,H,194310,G
Business,"Annual payroll ($1,000)",Health care and social assistance,1805583,G,1469881,H,2390432,G,1125849,G,2233648,G,1577644,G,1152963,G,1747341,G,2534644,H,988441,G,2215902,H,3241720,H,2487626,G,2495643,G
