Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE
Workers,Occupation,Sales and office occupations,83865,(+/- 5261 ),68342,(+/- 4679 ),78775,(+/- 4476 ),100123,(+/- 4883 ),84568,(+/- 5697 ),85174,(+/- 5226 ),95265,(+/- 5053 ),70902,(+/- 5370 ),96313,(+/- 6666 ),101065,(+/- 7743 ),66987,(+/- 5291 ),86752,(+/- 4449 ),97719,(+/- 5667 ),98722,(+/- 4972 ),101346,(+/- 5195 ),93621,(+/- 5471 ),71906,(+/- 5946 ),90776,(+/- 5717 ),90839,(+/- 5777 ),96339,(+/- 5892 ),87927,(+/- 5105 ),96321,(+/- 4861 ),105571,(+/- 5619 ),85930,(+/- 5729 ),92027,(+/- 5978 ),105565,(+/- 6665 ),92169,(+/- 5302 )
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33101,(+/- 3321 ),35114,(+/- 3821 ),29709,(+/- 3844 ),25952,(+/- 3516 ),27447,(+/- 3642 ),34137,(+/- 3350 ),27123,(+/- 3343 ),27900,(+/- 3049 ),32799,(+/- 4049 ),32543,(+/- 3979 ),26629,(+/- 3017 ),27574,(+/- 2661 ),23347,(+/- 2795 ),29260,(+/- 3032 ),29309,(+/- 2709 ),35107,(+/- 3658 ),43593,(+/- 4224 ),33865,(+/- 4112 ),39922,(+/- 4050 ),41561,(+/- 4252 ),33043,(+/- 3603 ),29182,(+/- 3332 ),23082,(+/- 2868 ),31734,(+/- 4317 ),48102,(+/- 5141 ),41514,(+/- 3975 ),31200,(+/- 4534 )
Workers,Occupation,"Production, transportation, and material moving occupations",30613,(+/- 3639 ),28028,(+/- 2805 ),26548,(+/- 2679 ),31087,(+/- 4231 ),35536,(+/- 3406 ),27995,(+/- 3197 ),27723,(+/- 3370 ),28034,(+/- 3379 ),45307,(+/- 4569 ),37592,(+/- 4016 ),26352,(+/- 2980 ),21213,(+/- 2703 ),29629,(+/- 3127 ),31702,(+/- 3400 ),40898,(+/- 3061 ),31772,(+/- 3401 ),28685,(+/- 3580 ),26238,(+/- 3697 ),24116,(+/- 3069 ),43540,(+/- 4750 ),23750,(+/- 3305 ),26389,(+/- 3018 ),26750,(+/- 3266 ),44537,(+/- 4825 ),51007,(+/- 5297 ),34295,(+/- 3904 ),29021,(+/- 3436 )
Workers,Industry,Civilian employed population 16 years and over,324645,(+/- 8124 ),286462,(+/- 8102 ),309131,(+/- 7663 ),386708,(+/- 9532 ),312376,(+/- 8961 ),311432,(+/- 8491 ),380234,(+/- 9827 ),302423,(+/- 8808 ),363687,(+/- 10912 ),402107,(+/- 9911 ),245881,(+/- 7364 ),312959,(+/- 8060 ),339471,(+/- 7838 ),387351,(+/- 8651 ),352126,(+/- 9655 ),346227,(+/- 8157 ),275539,(+/- 8306 ),335679,(+/- 8308 ),329690,(+/- 7604 ),370170,(+/- 10818 ),345838,(+/- 8999 ),370093,(+/- 8765 ),378041,(+/- 9148 ),339390,(+/- 11192 ),355888,(+/- 11081 ),374225,(+/- 10089 ),381715,(+/- 10569 )
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",2513,(+/- 1056 ),6914,(+/- 1807 ),4590,(+/- 1648 ),1222,(+/- 531 ),1449,(+/- 617 ),2593,(+/- 1036 ),1302,(+/- 885 ),3099,(+/- 1278 ),2751,(+/- 1096 ),2244,(+/- 952 ),2843,(+/- 931 ),1396,(+/- 551 ),1057,(+/- 685 ),1690,(+/- 802 ),4469,(+/- 1586 ),6651,(+/- 2417 ),9863,(+/- 1751 ),4703,(+/- 1680 ),2114,(+/- 854 ),3162,(+/- 955 ),948,(+/- 490 ),671,(+/- 383 ),1817,(+/- 986 ),741,(+/- 490 ),9545,(+/- 3037 ),7169,(+/- 1819 ),1701,(+/- 818 )
Workers,Industry,Construction,21962,(+/- 2496 ),23755,(+/- 3672 ),20310,(+/- 2767 ),22879,(+/- 3098 ),20173,(+/- 2984 ),26391,(+/- 2798 ),25721,(+/- 3623 ),20524,(+/- 2575 ),21245,(+/- 3704 ),27091,(+/- 3511 ),22008,(+/- 3103 ),25951,(+/- 3113 ),17085,(+/- 2450 ),27051,(+/- 2898 ),22560,(+/- 2907 ),28002,(+/- 3265 ),30569,(+/- 3580 ),26175,(+/- 3503 ),34649,(+/- 3939 ),31325,(+/- 3816 ),30785,(+/- 3411 ),24433,(+/- 3130 ),20349,(+/- 2899 ),26633,(+/- 4103 ),34263,(+/- 3924 ),30189,(+/- 4009 ),31034,(+/- 4352 )
Workers,Industry,Manufacturing,18069,(+/- 2645 ),16005,(+/- 2199 ),16812,(+/- 2313 ),18333,(+/- 2130 ),13090,(+/- 1913 ),16212,(+/- 2488 ),21729,(+/- 2478 ),27025,(+/- 3155 ),15117,(+/- 2489 ),17308,(+/- 2555 ),11280,(+/- 1802 ),16566,(+/- 2200 ),24950,(+/- 2856 ),18745,(+/- 2250 ),20446,(+/- 2590 ),20256,(+/- 2600 ),12800,(+/- 1927 ),16641,(+/- 3028 ),10352,(+/- 2143 ),19735,(+/- 3475 ),13137,(+/- 2289 ),19306,(+/- 2519 ),15664,(+/- 2367 ),12097,(+/- 2038 ),22442,(+/- 3055 ),12485,(+/- 2109 ),13561,(+/- 2195 )
Workers,Industry,Wholesale trade,4243,(+/- 1052 ),4704,(+/- 1140 ),5447,(+/- 1339 ),11175,(+/- 2340 ),8001,(+/- 1826 ),7615,(+/- 1580 ),7675,(+/- 1337 ),3762,(+/- 1070 ),10914,(+/- 2399 ),11153,(+/- 1931 ),4899,(+/- 1423 ),7975,(+/- 1490 ),7072,(+/- 1552 ),10259,(+/- 1589 ),7377,(+/- 1732 ),7362,(+/- 1373 ),6332,(+/- 1827 ),7278,(+/- 1528 ),8957,(+/- 2267 ),7607,(+/- 1486 ),7431,(+/- 1504 ),12375,(+/- 2060 ),18107,(+/- 2446 ),9917,(+/- 2094 ),13653,(+/- 2171 ),10524,(+/- 1930 ),14012,(+/- 2024 )
Workers,Industry,Retail trade,48030,(+/- 4340 ),38594,(+/- 3542 ),40372,(+/- 3849 ),41471,(+/- 3644 ),39802,(+/- 3750 ),45525,(+/- 3965 ),42750,(+/- 3691 ),39150,(+/- 4283 ),51622,(+/- 5339 ),48769,(+/- 5662 ),41264,(+/- 4346 ),45471,(+/- 3863 ),44273,(+/- 3868 ),43603,(+/- 3764 ),57346,(+/- 4288 ),48667,(+/- 4472 ),42623,(+/- 4202 ),48588,(+/- 4798 ),44707,(+/- 4059 ),52227,(+/- 5053 ),44533,(+/- 4198 ),48062,(+/- 3448 ),46296,(+/- 4252 ),47211,(+/- 4365 ),43518,(+/- 4370 ),46260,(+/- 4201 ),39487,(+/- 3942 )
Workers,Industry,"Transportation and warehousing, and utilities",16012,(+/- 2635 ),12167,(+/- 1854 ),14692,(+/- 2277 ),20810,(+/- 2759 ),19390,(+/- 2941 ),16764,(+/- 2517 ),16321,(+/- 2378 ),16154,(+/- 2312 ),27743,(+/- 3480 ),22253,(+/- 2829 ),13106,(+/- 2034 ),13617,(+/- 2165 ),12681,(+/- 2084 ),16716,(+/- 2545 ),17880,(+/- 2457 ),15556,(+/- 2257 ),12853,(+/- 1930 ),16537,(+/- 2458 ),12049,(+/- 2328 ),22088,(+/- 3115 ),13618,(+/- 1906 ),18792,(+/- 2953 ),20328,(+/- 2399 ),30004,(+/- 3644 ),33311,(+/- 3608 ),28750,(+/- 2906 ),23866,(+/- 2880 )
Workers,Industry,Information,4450,(+/- 1334 ),3760,(+/- 1108 ),4269,(+/- 1321 ),6151,(+/- 1397 ),3188,(+/- 870 ),5318,(+/- 1170 ),10630,(+/- 1846 ),3739,(+/- 1098 ),4796,(+/- 1413 ),6417,(+/- 1820 ),3710,(+/- 1179 ),4307,(+/- 996 ),5820,(+/- 1297 ),9415,(+/- 1900 ),5191,(+/- 1269 ),6903,(+/- 1832 ),5789,(+/- 2365 ),7153,(+/- 1763 ),6143,(+/- 1930 ),9057,(+/- 1987 ),6718,(+/- 1457 ),7562,(+/- 1455 ),8589,(+/- 1759 ),5049,(+/- 1380 ),5157,(+/- 1093 ),5876,(+/- 1602 ),8552,(+/- 1931 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",22540,(+/- 2897 ),16678,(+/- 2435 ),20281,(+/- 2716 ),51120,(+/- 4314 ),24257,(+/- 3405 ),19128,(+/- 2083 ),30358,(+/- 3386 ),16016,(+/- 2248 ),23744,(+/- 3423 ),25520,(+/- 3473 ),12606,(+/- 1909 ),25713,(+/- 2603 ),32090,(+/- 3076 ),40554,(+/- 3440 ),29713,(+/- 2959 ),29270,(+/- 2295 ),14272,(+/- 2331 ),24832,(+/- 3390 ),25025,(+/- 2905 ),22468,(+/- 3288 ),24099,(+/- 2318 ),35174,(+/- 3549 ),37195,(+/- 3285 ),16963,(+/- 2454 ),25296,(+/- 3071 ),26796,(+/- 3150 ),36218,(+/- 3454 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",40438,(+/- 3803 ),29700,(+/- 3163 ),28919,(+/- 3103 ),54158,(+/- 4827 ),36801,(+/- 3539 ),35801,(+/- 2782 ),62374,(+/- 5411 ),41056,(+/- 3940 ),41602,(+/- 4299 ),51531,(+/- 5052 ),23226,(+/- 2728 ),41758,(+/- 3517 ),49154,(+/- 3022 ),56908,(+/- 4428 ),45205,(+/- 4412 ),42161,(+/- 3124 ),26650,(+/- 3359 ),44441,(+/- 4415 ),42776,(+/- 4921 ),43835,(+/- 4088 ),56882,(+/- 4323 ),55153,(+/- 3642 ),54196,(+/- 4045 ),38709,(+/- 4051 ),46487,(+/- 4399 ),41390,(+/- 4020 ),55845,(+/- 4046 )
Workers,Industry,"Educational services, and health care and social assistance",64917,(+/- 4876 ),60088,(+/- 4896 ),91098,(+/- 5218 ),78177,(+/- 5936 ),72335,(+/- 4670 ),67187,(+/- 4892 ),81709,(+/- 4863 ),65776,(+/- 4382 ),64048,(+/- 4963 ),69556,(+/- 5392 ),56215,(+/- 3541 ),71591,(+/- 4464 ),76077,(+/- 4867 ),86674,(+/- 4662 ),67681,(+/- 4709 ),72732,(+/- 4535 ),58068,(+/- 4419 ),65308,(+/- 4321 ),65857,(+/- 4485 ),78452,(+/- 5856 ),73208,(+/- 4662 ),74175,(+/- 5408 ),78312,(+/- 5269 ),68695,(+/- 4903 ),55490,(+/- 4362 ),80223,(+/- 5004 ),72034,(+/- 4352 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",41022,(+/- 4435 ),28692,(+/- 3068 ),31280,(+/- 4148 ),40166,(+/- 6007 ),34354,(+/- 3177 ),38868,(+/- 3896 ),48564,(+/- 4188 ),34476,(+/- 3863 ),70145,(+/- 6594 ),96731,(+/- 6751 ),28732,(+/- 3282 ),31520,(+/- 3492 ),39054,(+/- 3613 ),45276,(+/- 4105 ),46419,(+/- 5201 ),40075,(+/- 4670 ),27808,(+/- 3237 ),39285,(+/- 3763 ),48162,(+/- 4679 ),44853,(+/- 4702 ),41301,(+/- 3635 ),39884,(+/- 3845 ),42347,(+/- 4291 ),50364,(+/- 5306 ),34483,(+/- 4105 ),46322,(+/- 4395 ),48135,(+/- 4473 )
Workers,Industry,"Other services, except public administration",14887,(+/- 2728 ),15243,(+/- 2131 ),15822,(+/- 2818 ),18559,(+/- 2690 ),13355,(+/- 1767 ),15643,(+/- 2865 ),19220,(+/- 2748 ),17522,(+/- 2894 ),17628,(+/- 3308 ),14977,(+/- 2803 ),13819,(+/- 2392 ),16265,(+/- 2501 ),16249,(+/- 2566 ),19054,(+/- 2608 ),14905,(+/- 2268 ),17038,(+/- 1965 ),13827,(+/- 1920 ),18916,(+/- 2617 ),18032,(+/- 2988 ),21174,(+/- 3141 ),22197,(+/- 2935 ),22150,(+/- 3122 ),18098,(+/- 2794 ),20734,(+/- 3108 ),22676,(+/- 3305 ),22252,(+/- 2919 ),24421,(+/- 2972 )
Workers,Industry,Public administration,25562,(+/- 3107 ),30162,(+/- 3330 ),15239,(+/- 2518 ),22487,(+/- 3966 ),26181,(+/- 2774 ),14387,(+/- 2379 ),11881,(+/- 2130 ),14124,(+/- 2352 ),12332,(+/- 2016 ),8557,(+/- 2086 ),12173,(+/- 2006 ),10829,(+/- 1597 ),13909,(+/- 1631 ),11406,(+/- 2035 ),12934,(+/- 1978 ),11554,(+/- 1850 ),14085,(+/- 2780 ),15822,(+/- 2655 ),10867,(+/- 2127 ),14187,(+/- 2342 ),10981,(+/- 1834 ),12356,(+/- 1991 ),16743,(+/- 2279 ),12273,(+/- 2114 ),9567,(+/- 1705 ),15989,(+/- 2248 ),12849,(+/- 2218 )
Workers,Class of Worker,Civilian employed population 16 years and over,324645,(+/- 8124 ),286462,(+/- 8102 ),309131,(+/- 7663 ),386708,(+/- 9532 ),312376,(+/- 8961 ),311432,(+/- 8491 ),380234,(+/- 9827 ),302423,(+/- 8808 ),363687,(+/- 10912 ),402107,(+/- 9911 ),245881,(+/- 7364 ),312959,(+/- 8060 ),339471,(+/- 7838 ),387351,(+/- 8651 ),352126,(+/- 9655 ),346227,(+/- 8157 ),275539,(+/- 8306 ),335679,(+/- 8308 ),329690,(+/- 7604 ),370170,(+/- 10818 ),345838,(+/- 8999 ),370093,(+/- 8765 ),378041,(+/- 9148 ),339390,(+/- 11192 ),355888,(+/- 11081 ),374225,(+/- 10089 ),381715,(+/- 10569 )
Workers,Class of Worker,Private wage and salary workers,246699,(+/- 7729 ),203065,(+/- 6079 ),232614,(+/- 7906 ),312301,(+/- 9052 ),239603,(+/- 9024 ),258120,(+/- 8215 ),321226,(+/- 8863 ),244763,(+/- 8088 ),312688,(+/- 10156 ),353992,(+/- 10883 ),200779,(+/- 7022 ),259659,(+/- 7441 ),283825,(+/- 7812 ),324095,(+/- 8198 ),296273,(+/- 9118 ),288221,(+/- 7908 ),219277,(+/- 9096 ),273202,(+/- 7924 ),276256,(+/- 7864 ),307673,(+/- 10838 ),288543,(+/- 9037 ),313274,(+/- 8108 ),313550,(+/- 9724 ),276458,(+/- 11065 ),299635,(+/- 10344 ),306500,(+/- 9658 ),312640,(+/- 10350 )
Workers,Class of Worker,Government workers,55029,(+/- 4302 ),64384,(+/- 4515 ),57995,(+/- 4384 ),53166,(+/- 5151 ),60337,(+/- 4110 ),36157,(+/- 4080 ),37561,(+/- 3266 ),38355,(+/- 3988 ),37567,(+/- 3796 ),33189,(+/- 3359 ),31061,(+/- 3087 ),34479,(+/- 2948 ),34992,(+/- 3201 ),42971,(+/- 3702 ),38162,(+/- 3555 ),36497,(+/- 3599 ),36836,(+/- 4090 ),38552,(+/- 3847 ),33516,(+/- 2787 ),40330,(+/- 4028 ),30869,(+/- 2985 ),32267,(+/- 2870 ),39072,(+/- 3274 ),37841,(+/- 3293 ),24040,(+/- 2773 ),38833,(+/- 3552 ),34199,(+/- 3233 )
Workers,Class of Worker,Self-employed in own not incorporated business workers,22551,(+/- 3010 ),18431,(+/- 2697 ),18367,(+/- 2985 ),20822,(+/- 2963 ),12050,(+/- 2114 ),16614,(+/- 2567 ),20785,(+/- 3434 ),18225,(+/- 2642 ),12957,(+/- 2875 ),14247,(+/- 2283 ),13771,(+/- 1805 ),17765,(+/- 2451 ),20406,(+/- 2374 ),19826,(+/- 2666 ),17447,(+/- 2698 ),21102,(+/- 2699 ),18803,(+/- 2377 ),23389,(+/- 3452 ),19186,(+/- 2612 ),21366,(+/- 3407 ),25866,(+/- 3235 ),24007,(+/- 3255 ),24806,(+/- 2628 ),24224,(+/- 4180 ),31621,(+/- 3565 ),28601,(+/- 2802 ),34081,(+/- 4000 )
Workers,Class of Worker,Unpaid family workers,366,(+/- 272 ),582,(+/- 430 ),155,(+/- 156 ),419,(+/- 269 ),386,(+/- 312 ),541,(+/- 431 ),662,(+/- 505 ),1080,(+/- 1027 ),475,(+/- 394 ),679,(+/- 450 ),270,(+/- 300 ),1056,(+/- 762 ),248,(+/- 190 ),459,(+/- 332 ),244,(+/- 202 ),407,(+/- 259 ),623,(+/- 498 ),536,(+/- 333 ),732,(+/- 407 ),801,(+/- 718 ),560,(+/- 349 ),545,(+/- 320 ),613,(+/- 359 ),867,(+/- 519 ),592,(+/- 477 ),291,(+/- 230 ),795,(+/- 577 )
Housing,Housing Occupancy,Total housing units,360733,(+/- 1492 ),346949,(+/- 3724 ),310852,(+/- 3082 ),339156,(+/- 4675 ),311878,(+/- 4822 ),366425,(+/- 3456 ),313910,(+/- 4364 ),359053,(+/- 1427 ),350054,(+/- 4856 ),321758,(+/- 4600 ),382226,(+/- 4046 ),360220,(+/- 3527 ),388923,(+/- 3386 ),331238,(+/- 4156 ),310669,(+/- 6671 ),394685,(+/- 3843 ),384491,(+/- 4152 ),368704,(+/- 4119 ),470603,(+/- 3832 ),283021,(+/- 6636 ),360035,(+/- 5092 ),385329,(+/- 6837 ),348787,(+/- 6617 ),276931,(+/- 6674 ),276146,(+/- 5720 ),260083,(+/- 5518 ),339281,(+/- 5968 )
Housing,Housing Occupancy,Occupied housing units,287528,(+/- 4971 ),265352,(+/- 5601 ),261185,(+/- 4470 ),297592,(+/- 5451 ),265998,(+/- 5799 ),302322,(+/- 5778 ),279904,(+/- 5065 ),286448,(+/- 5672 ),268104,(+/- 6251 ),283982,(+/- 5705 ),316699,(+/- 6595 ),301046,(+/- 5083 ),306391,(+/- 5251 ),299832,(+/- 5167 ),266358,(+/- 6219 ),310488,(+/- 5159 ),289543,(+/- 6174 ),291685,(+/- 5825 ),303841,(+/- 6543 ),242271,(+/- 5954 ),282081,(+/- 5081 ),302908,(+/- 6235 ),274257,(+/- 4934 ),241659,(+/- 6089 ),241411,(+/- 5935 ),224504,(+/- 5492 ),280067,(+/- 5912 )
Housing,Housing Occupancy,Vacant housing units,73205,(+/- 4893 ),81597,(+/- 4906 ),49667,(+/- 4241 ),41564,(+/- 4701 ),45880,(+/- 3222 ),64103,(+/- 4759 ),34006,(+/- 3546 ),72605,(+/- 5594 ),81950,(+/- 4722 ),37776,(+/- 3970 ),65527,(+/- 5777 ),59174,(+/- 4462 ),82532,(+/- 5046 ),31406,(+/- 3857 ),44311,(+/- 4120 ),84197,(+/- 4304 ),94948,(+/- 5044 ),77019,(+/- 5201 ),166762,(+/- 5851 ),40750,(+/- 3334 ),77954,(+/- 4636 ),82421,(+/- 4661 ),74530,(+/- 5502 ),35272,(+/- 2746 ),34735,(+/- 4203 ),35579,(+/- 2894 ),59214,(+/- 3749 )
Housing,Housing Occupancy,Homeowner vacancy rate,1.9,(+/- 0.7 ),2.7,(+/- 0.7 ),3.0,(+/- 1.0 ),1.8,(+/- 0.7 ),2.5,(+/- 0.9 ),1.7,(+/- 0.5 ),3.8,(+/- 0.9 ),2.4,(+/- 0.8 ),2.2,(+/- 0.8 ),2.7,(+/- 0.8 ),2.9,(+/- 0.9 ),2.8,(+/- 0.7 ),3.1,(+/- 0.8 ),1.9,(+/- 0.6 ),3.3,(+/- 0.8 ),1.9,(+/- 0.5 ),2.7,(+/- 0.7 ),2.8,(+/- 0.8 ),3.6,(+/- 0.9 ),1.9,(+/- 0.6 ),2.5,(+/- 0.7 ),3.1,(+/- 0.9 ),1.7,(+/- 0.6 ),2.0,(+/- 0.9 ),1.8,(+/- 0.7 ),2.2,(+/- 0.7 ),2.4,(+/- 0.8 )
Housing,Housing Occupancy,Rental vacancy rate,15.7,(+/- 2.1 ),15.3,(+/- 2.0 ),9.4,(+/- 1.9 ),6.7,(+/- 1.8 ),8.3,(+/- 1.3 ),6.5,(+/- 1.6 ),9.2,(+/- 1.6 ),14.9,(+/- 2.6 ),5.8,(+/- 1.3 ),8.4,(+/- 1.7 ),7.7,(+/- 2.5 ),5.8,(+/- 1.4 ),6.5,(+/- 1.3 ),6.1,(+/- 1.3 ),7.7,(+/- 1.7 ),10.0,(+/- 1.6 ),9.4,(+/- 2.0 ),9.4,(+/- 2.1 ),9.1,(+/- 1.7 ),7.4,(+/- 1.6 ),7.5,(+/- 1.5 ),8.4,(+/- 1.5 ),8.7,(+/- 1.7 ),5.7,(+/- 1.1 ),3.2,(+/- 1.0 ),8.4,(+/- 1.6 ),6.6,(+/- 1.2 )
Housing,Housing Tenure,Occupied housing units,287528,(+/- 4971 ),265352,(+/- 5601 ),261185,(+/- 4470 ),297592,(+/- 5451 ),265998,(+/- 5799 ),302322,(+/- 5778 ),279904,(+/- 5065 ),286448,(+/- 5672 ),268104,(+/- 6251 ),283982,(+/- 5705 ),316699,(+/- 6595 ),301046,(+/- 5083 ),306391,(+/- 5251 ),299832,(+/- 5167 ),266358,(+/- 6219 ),310488,(+/- 5159 ),289543,(+/- 6174 ),291685,(+/- 5825 ),303841,(+/- 6543 ),242271,(+/- 5954 ),282081,(+/- 5081 ),302908,(+/- 6235 ),274257,(+/- 4934 ),241659,(+/- 6089 ),241411,(+/- 5935 ),224504,(+/- 5492 ),280067,(+/- 5912 )
Housing,Housing Tenure,Owner-occupied,189911,(+/- 5103 ),187982,(+/- 4753 ),166877,(+/- 4236 ),203445,(+/- 5703 ),136204,(+/- 4454 ),214231,(+/- 5777 ),161917,(+/- 4449 ),210296,(+/- 5855 ),170284,(+/- 5897 ),151641,(+/- 5163 ),253197,(+/- 6416 ),218019,(+/- 4600 ),191928,(+/- 4632 ),150527,(+/- 4455 ),172078,(+/- 6028 ),221131,(+/- 4457 ),221353,(+/- 5102 ),211961,(+/- 6274 ),212352,(+/- 5673 ),130054,(+/- 4636 ),195715,(+/- 4262 ),190931,(+/- 5287 ),176702,(+/- 5282 ),110610,(+/- 4626 ),136406,(+/- 4876 ),136674,(+/- 4976 ),134699,(+/- 3998 )
Housing,Housing Tenure,Renter-occupied,97617,(+/- 5099 ),77370,(+/- 4142 ),94308,(+/- 4922 ),94147,(+/- 5122 ),129794,(+/- 5025 ),88091,(+/- 4282 ),117987,(+/- 5161 ),76152,(+/- 4780 ),97820,(+/- 5788 ),132341,(+/- 5433 ),63502,(+/- 4606 ),83027,(+/- 3851 ),114463,(+/- 4445 ),149305,(+/- 5140 ),94280,(+/- 4642 ),89357,(+/- 4540 ),68190,(+/- 4185 ),79724,(+/- 4609 ),91489,(+/- 4860 ),112217,(+/- 4648 ),86366,(+/- 4337 ),111977,(+/- 5485 ),97555,(+/- 3944 ),131049,(+/- 5530 ),105005,(+/- 4772 ),87830,(+/- 4234 ),145368,(+/- 5495 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.60,(+/- 0.06 ),2.59,(+/- 0.06 ),2.68,(+/- 0.06 ),2.62,(+/- 0.05 ),2.61,(+/- 0.08 ),2.45,(+/- 0.05 ),2.72,(+/- 0.05 ),2.55,(+/- 0.05 ),3.00,(+/- 0.08 ),2.86,(+/- 0.08 ),2.27,(+/- 0.04 ),2.47,(+/- 0.04 ),2.31,(+/- 0.05 ),2.63,(+/- 0.05 ),2.76,(+/- 0.06 ),2.50,(+/- 0.04 ),2.48,(+/- 0.06 ),2.49,(+/- 0.06 ),2.44,(+/- 0.05 ),3.16,(+/- 0.09 ),2.54,(+/- 0.05 ),2.39,(+/- 0.06 ),2.77,(+/- 0.06 ),3.30,(+/- 0.09 ),3.09,(+/- 0.08 ),3.44,(+/- 0.10 ),2.78,(+/- 0.07 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.42,(+/- 0.09 ),2.45,(+/- 0.08 ),2.63,(+/- 0.11 ),2.42,(+/- 0.10 ),2.61,(+/- 0.08 ),2.61,(+/- 0.10 ),2.54,(+/- 0.08 ),2.63,(+/- 0.13 ),3.18,(+/- 0.12 ),2.64,(+/- 0.07 ),2.63,(+/- 0.14 ),2.55,(+/- 0.08 ),2.36,(+/- 0.08 ),2.41,(+/- 0.07 ),2.92,(+/- 0.11 ),2.69,(+/- 0.09 ),2.93,(+/- 0.15 ),2.75,(+/- 0.12 ),2.94,(+/- 0.12 ),3.27,(+/- 0.12 ),2.96,(+/- 0.10 ),2.43,(+/- 0.08 ),2.62,(+/- 0.10 ),2.81,(+/- 0.08 ),3.14,(+/- 0.10 ),3.46,(+/- 0.13 ),2.49,(+/- 0.08 )
Housing,Year Householder Moved into Unit,Occupied housing units,287528,(+/- 4971 ),265352,(+/- 5601 ),261185,(+/- 4470 ),297592,(+/- 5451 ),265998,(+/- 5799 ),302322,(+/- 5778 ),279904,(+/- 5065 ),286448,(+/- 5672 ),268104,(+/- 6251 ),283982,(+/- 5705 ),316699,(+/- 6595 ),301046,(+/- 5083 ),306391,(+/- 5251 ),299832,(+/- 5167 ),266358,(+/- 6219 ),310488,(+/- 5159 ),289543,(+/- 6174 ),291685,(+/- 5825 ),303841,(+/- 6543 ),242271,(+/- 5954 ),282081,(+/- 5081 ),302908,(+/- 6235 ),274257,(+/- 4934 ),241659,(+/- 6089 ),241411,(+/- 5935 ),224504,(+/- 5492 ),280067,(+/- 5912 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,57913,(+/- 4060 ),52291,(+/- 4000 ),56378,(+/- 4099 ),68511,(+/- 4213 ),73373,(+/- 4952 ),55530,(+/- 4206 ),72585,(+/- 4534 ),50749,(+/- 3788 ),60894,(+/- 4829 ),75280,(+/- 4976 ),53743,(+/- 4668 ),59339,(+/- 4004 ),66298,(+/- 3718 ),88249,(+/- 4857 ),58589,(+/- 3866 ),63500,(+/- 4400 ),52375,(+/- 3942 ),57537,(+/- 3953 ),61753,(+/- 4028 ),49071,(+/- 3607 ),53576,(+/- 3528 ),65692,(+/- 4004 ),60441,(+/- 3872 ),49092,(+/- 3247 ),45662,(+/- 4293 ),39038,(+/- 2853 ),59408,(+/- 4038 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,83564,(+/- 4693 ),67529,(+/- 4095 ),73631,(+/- 3700 ),90078,(+/- 4376 ),72431,(+/- 3907 ),93092,(+/- 4541 ),85276,(+/- 4184 ),86000,(+/- 4501 ),89860,(+/- 5294 ),92980,(+/- 4956 ),94806,(+/- 5288 ),90359,(+/- 4185 ),96515,(+/- 3989 ),94836,(+/- 4833 ),83350,(+/- 4279 ),98914,(+/- 4394 ),88658,(+/- 4494 ),82671,(+/- 5331 ),104574,(+/- 4644 ),85528,(+/- 4522 ),89245,(+/- 4191 ),90768,(+/- 4331 ),79790,(+/- 4889 ),79742,(+/- 4489 ),75178,(+/- 4928 ),70985,(+/- 4907 ),94624,(+/- 5535 )
