Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE
Workers,Occupation,"Natural resources, construction, and maintenance occupations",36690,(+/- 2910 ),30715,(+/- 3003 ),20273,(+/- 2504 ),25922,(+/- 2840 ),33302,(+/- 2850 ),24902,(+/- 2889 ),22913,(+/- 2766 ),22467,(+/- 2942 ),19649,(+/- 2068 ),12356,(+/- 2035 ),27344,(+/- 2590 ),8361,(+/- 2130 ),17283,(+/- 3083 ),35237,(+/- 3764 ),19848,(+/- 2459 ),23116,(+/- 2611 ),29624,(+/- 3147 ),31140,(+/- 2729 ),33782,(+/- 3077 ),20673,(+/- 2061 ),36373,(+/- 2636 ),27251,(+/- 2261 ),28930,(+/- 2205 ),28212,(+/- 2389 ),18308,(+/- 2293 ),16992,(+/- 2065 ),34392,(+/- 2820 )
Workers,Occupation,"Production, transportation, and material moving occupations",29052,(+/- 2952 ),43124,(+/- 3886 ),18934,(+/- 2331 ),26325,(+/- 2613 ),41545,(+/- 3200 ),34574,(+/- 3152 ),35174,(+/- 3537 ),30297,(+/- 2439 ),25819,(+/- 2899 ),17370,(+/- 2037 ),29940,(+/- 3092 ),9981,(+/- 1975 ),34309,(+/- 4441 ),39478,(+/- 3842 ),39215,(+/- 4106 ),23442,(+/- 3024 ),20432,(+/- 2004 ),32396,(+/- 2932 ),34334,(+/- 2621 ),32167,(+/- 2936 ),38150,(+/- 3075 ),38968,(+/- 2339 ),42399,(+/- 2689 ),38386,(+/- 2755 ),36061,(+/- 3125 ),39974,(+/- 2904 ),47221,(+/- 3365 )
Workers,Industry,Civilian employed population 16 years and over,352015,(+/- 7785 ),370978,(+/- 7241 ),355674,(+/- 7824 ),358206,(+/- 9300 ),381407,(+/- 9585 ),370630,(+/- 9553 ),365936,(+/- 9330 ),355320,(+/- 10464 ),348472,(+/- 10743 ),375870,(+/- 10508 ),332063,(+/- 8690 ),438169,(+/- 12014 ),386294,(+/- 12069 ),339766,(+/- 12578 ),299197,(+/- 10306 ),346935,(+/- 9907 ),356472,(+/- 6112 ),347640,(+/- 7222 ),328970,(+/- 6865 ),367229,(+/- 7089 ),313911,(+/- 5361 ),317693,(+/- 5332 ),311737,(+/- 5217 ),339175,(+/- 4983 ),352177,(+/- 6157 ),328576,(+/- 5406 ),362956,(+/- 5775 )
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",3130,(+/- 1187 ),602,(+/- 425 ),1231,(+/- 530 ),625,(+/- 445 ),302,(+/- 269 ),769,(+/- 521 ),853,(+/- 652 ),555,(+/- 313 ),110,(+/- 130 ),418,(+/- 263 ),203,(+/- 216 ),114,(+/- 153 ),161,(+/- 198 ),421,(+/- 339 ),320,(+/- 378 ),297,(+/- 214 ),1114,(+/- 1067 ),2140,(+/- 1099 ),6726,(+/- 1521 ),1417,(+/- 599 ),9131,(+/- 1375 ),6758,(+/- 1541 ),8322,(+/- 1243 ),6155,(+/- 1223 ),1137,(+/- 552 ),891,(+/- 408 ),7257,(+/- 1159 )
Workers,Industry,Construction,28508,(+/- 2889 ),24134,(+/- 2928 ),19931,(+/- 2382 ),20697,(+/- 2731 ),25477,(+/- 2801 ),23700,(+/- 2844 ),19629,(+/- 2554 ),17843,(+/- 2849 ),14209,(+/- 1810 ),11914,(+/- 2193 ),22969,(+/- 2877 ),8524,(+/- 2192 ),12313,(+/- 2460 ),30048,(+/- 3446 ),13301,(+/- 1856 ),19668,(+/- 2760 ),25663,(+/- 3221 ),23753,(+/- 2597 ),25701,(+/- 2486 ),16053,(+/- 2251 ),22525,(+/- 2121 ),17099,(+/- 1857 ),18700,(+/- 1707 ),21634,(+/- 2233 ),14409,(+/- 2400 ),11527,(+/- 1853 ),22822,(+/- 2428 )
Workers,Industry,Manufacturing,17926,(+/- 2358 ),30274,(+/- 2849 ),19631,(+/- 2342 ),15051,(+/- 2090 ),11565,(+/- 1691 ),14469,(+/- 2463 ),18660,(+/- 2487 ),10906,(+/- 1715 ),7660,(+/- 1333 ),13745,(+/- 2020 ),8992,(+/- 1561 ),14516,(+/- 2981 ),11370,(+/- 2065 ),12830,(+/- 1981 ),10532,(+/- 2086 ),10974,(+/- 1994 ),18389,(+/- 2300 ),20972,(+/- 2452 ),23077,(+/- 2123 ),24992,(+/- 2614 ),28353,(+/- 2543 ),34481,(+/- 2643 ),41370,(+/- 2870 ),32577,(+/- 2169 ),39702,(+/- 2791 ),31643,(+/- 2829 ),46989,(+/- 3388 )
Workers,Industry,Wholesale trade,13282,(+/- 1885 ),14375,(+/- 2006 ),15249,(+/- 1878 ),10855,(+/- 1601 ),7331,(+/- 1476 ),9919,(+/- 1813 ),6966,(+/- 1296 ),6286,(+/- 1208 ),6641,(+/- 1326 ),9097,(+/- 1518 ),7355,(+/- 1354 ),12549,(+/- 3450 ),4677,(+/- 1288 ),7051,(+/- 1679 ),4024,(+/- 1179 ),7310,(+/- 1434 ),9304,(+/- 1354 ),9155,(+/- 1521 ),7708,(+/- 1491 ),7813,(+/- 1345 ),5658,(+/- 1334 ),6640,(+/- 998 ),5496,(+/- 878 ),9369,(+/- 1185 ),6279,(+/- 1294 ),8329,(+/- 1519 ),10242,(+/- 1114 )
Workers,Industry,Retail trade,41519,(+/- 3363 ),41823,(+/- 3348 ),37781,(+/- 2798 ),39157,(+/- 3826 ),42696,(+/- 2971 ),37526,(+/- 3727 ),36166,(+/- 3023 ),34399,(+/- 3170 ),30789,(+/- 2908 ),28377,(+/- 3137 ),34365,(+/- 2912 ),27176,(+/- 2800 ),43273,(+/- 4628 ),34079,(+/- 3672 ),36067,(+/- 3470 ),34184,(+/- 4110 ),33856,(+/- 3927 ),42935,(+/- 3753 ),38596,(+/- 3367 ),43750,(+/- 3846 ),41485,(+/- 3628 ),35100,(+/- 2599 ),34683,(+/- 2429 ),42773,(+/- 3378 ),40942,(+/- 3605 ),39087,(+/- 2896 ),42376,(+/- 3444 )
Workers,Industry,"Transportation and warehousing, and utilities",20671,(+/- 2372 ),23968,(+/- 2683 ),15818,(+/- 1958 ),18126,(+/- 2064 ),39141,(+/- 2853 ),24292,(+/- 2575 ),18457,(+/- 2338 ),24451,(+/- 2415 ),25449,(+/- 3188 ),11143,(+/- 2174 ),26591,(+/- 2511 ),8959,(+/- 1668 ),19950,(+/- 3475 ),26629,(+/- 3027 ),24174,(+/- 2633 ),18083,(+/- 2545 ),13948,(+/- 1772 ),19119,(+/- 2531 ),14233,(+/- 1717 ),12277,(+/- 1937 ),13842,(+/- 1563 ),13974,(+/- 1635 ),10441,(+/- 1196 ),15460,(+/- 1823 ),11095,(+/- 1643 ),15527,(+/- 1821 ),14962,(+/- 1873 )
Workers,Industry,Information,8507,(+/- 1537 ),9734,(+/- 1643 ),13226,(+/- 1825 ),8880,(+/- 1404 ),6577,(+/- 1312 ),10791,(+/- 1972 ),18623,(+/- 1880 ),14712,(+/- 2069 ),13844,(+/- 1905 ),21049,(+/- 2260 ),9353,(+/- 1337 ),28451,(+/- 3679 ),14850,(+/- 2537 ),10566,(+/- 1656 ),3395,(+/- 1066 ),9524,(+/- 1674 ),9902,(+/- 1412 ),8151,(+/- 1364 ),7078,(+/- 1200 ),6728,(+/- 1405 ),4630,(+/- 947 ),5927,(+/- 1119 ),3656,(+/- 785 ),5999,(+/- 1107 ),8141,(+/- 1492 ),5433,(+/- 1073 ),5414,(+/- 1023 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",20825,(+/- 2374 ),27106,(+/- 2769 ),39960,(+/- 2927 ),35109,(+/- 3292 ),25514,(+/- 2818 ),39043,(+/- 3386 ),26931,(+/- 2914 ),23594,(+/- 2257 ),27880,(+/- 2458 ),59040,(+/- 5036 ),33260,(+/- 2861 ),82913,(+/- 6650 ),27714,(+/- 2951 ),21047,(+/- 2410 ),19003,(+/- 2805 ),30651,(+/- 2943 ),30834,(+/- 2396 ),23740,(+/- 2728 ),16967,(+/- 1914 ),24226,(+/- 2622 ),12579,(+/- 1505 ),17137,(+/- 2005 ),10444,(+/- 1234 ),18258,(+/- 1958 ),18951,(+/- 2317 ),27569,(+/- 2959 ),24328,(+/- 2759 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",43982,(+/- 3716 ),38454,(+/- 3835 ),47730,(+/- 3682 ),46432,(+/- 3241 ),34371,(+/- 2599 ),37696,(+/- 2930 ),59507,(+/- 4645 ),43717,(+/- 4162 ),47510,(+/- 3334 ),75503,(+/- 5291 ),36592,(+/- 3071 ),100228,(+/- 6330 ),44778,(+/- 3378 ),34978,(+/- 3446 ),24664,(+/- 3026 ),41204,(+/- 3063 ),48496,(+/- 2884 ),36007,(+/- 2865 ),27240,(+/- 2336 ),42881,(+/- 3111 ),22299,(+/- 2175 ),24206,(+/- 2168 ),22672,(+/- 1948 ),28624,(+/- 2484 ),42196,(+/- 3223 ),30252,(+/- 2430 ),31648,(+/- 2633 )
Workers,Industry,"Educational services, and health care and social assistance",96507,(+/- 5029 ),97491,(+/- 4331 ),90630,(+/- 4624 ),99752,(+/- 4978 ),120644,(+/- 5974 ),83978,(+/- 3822 ),74346,(+/- 4117 ),106114,(+/- 5482 ),113274,(+/- 5050 ),92127,(+/- 6501 ),90758,(+/- 4919 ),83494,(+/- 6471 ),103914,(+/- 5698 ),75127,(+/- 5425 ),94182,(+/- 5843 ),114119,(+/- 5939 ),97613,(+/- 4768 ),93929,(+/- 4367 ),90180,(+/- 4453 ),100698,(+/- 5498 ),84007,(+/- 3675 ),95908,(+/- 4299 ),96843,(+/- 4038 ),96819,(+/- 4760 ),113701,(+/- 5426 ),93963,(+/- 4105 ),88599,(+/- 4156 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",24422,(+/- 3016 ),28927,(+/- 2898 ),25068,(+/- 3162 ),26609,(+/- 2839 ),26284,(+/- 2876 ),41761,(+/- 3529 ),55561,(+/- 4371 ),35699,(+/- 2879 ),29600,(+/- 2586 ),31410,(+/- 3820 ),25244,(+/- 2109 ),42411,(+/- 5506 ),67355,(+/- 7145 ),54217,(+/- 5085 ),41741,(+/- 4217 ),28770,(+/- 3541 ),33458,(+/- 3575 ),29176,(+/- 3044 ),33643,(+/- 3311 ),33494,(+/- 3471 ),31769,(+/- 3124 ),29477,(+/- 2337 ),30320,(+/- 2626 ),30803,(+/- 2524 ),30242,(+/- 2994 ),35473,(+/- 3065 ),32450,(+/- 2716 )
Workers,Industry,"Other services, except public administration",14947,(+/- 2319 ),14856,(+/- 2031 ),15924,(+/- 2176 ),18413,(+/- 2221 ),19408,(+/- 2127 ),31697,(+/- 3918 ),20426,(+/- 2340 ),17499,(+/- 2154 ),18335,(+/- 2359 ),14675,(+/- 2259 ),16180,(+/- 1953 ),17853,(+/- 3383 ),26231,(+/- 3856 ),19708,(+/- 2440 ),19489,(+/- 2899 ),16313,(+/- 1987 ),19922,(+/- 2685 ),17772,(+/- 2251 ),15767,(+/- 1774 ),15687,(+/- 1796 ),13059,(+/- 1536 ),14129,(+/- 1685 ),14930,(+/- 1659 ),16170,(+/- 2000 ),15494,(+/- 1878 ),14547,(+/- 1909 ),15832,(+/- 1679 )
Workers,Industry,Public administration,17789,(+/- 2136 ),19234,(+/- 2293 ),13495,(+/- 2035 ),18500,(+/- 2240 ),22097,(+/- 2263 ),14989,(+/- 1921 ),9811,(+/- 1697 ),19545,(+/- 2338 ),13171,(+/- 1860 ),7372,(+/- 1968 ),20201,(+/- 2182 ),10981,(+/- 2594 ),9708,(+/- 1902 ),13065,(+/- 2024 ),8305,(+/- 1479 ),15838,(+/- 2712 ),13973,(+/- 1715 ),20791,(+/- 2462 ),22054,(+/- 2326 ),37213,(+/- 3033 ),24574,(+/- 2239 ),16857,(+/- 1917 ),13860,(+/- 1386 ),14534,(+/- 1739 ),9888,(+/- 1439 ),14335,(+/- 1931 ),20037,(+/- 2335 )
Workers,Class of Worker,Civilian employed population 16 years and over,352015,(+/- 7785 ),370978,(+/- 7241 ),355674,(+/- 7824 ),358206,(+/- 9300 ),381407,(+/- 9585 ),370630,(+/- 9553 ),365936,(+/- 9330 ),355320,(+/- 10464 ),348472,(+/- 10743 ),375870,(+/- 10508 ),332063,(+/- 8690 ),438169,(+/- 12014 ),386294,(+/- 12069 ),339766,(+/- 12578 ),299197,(+/- 10306 ),346935,(+/- 9907 ),356472,(+/- 6112 ),347640,(+/- 7222 ),328970,(+/- 6865 ),367229,(+/- 7089 ),313911,(+/- 5361 ),317693,(+/- 5332 ),311737,(+/- 5217 ),339175,(+/- 4983 ),352177,(+/- 6157 ),328576,(+/- 5406 ),362956,(+/- 5775 )
Workers,Class of Worker,Private wage and salary workers,266803,(+/- 8113 ),294573,(+/- 6712 ),281973,(+/- 6603 ),281421,(+/- 8488 ),291097,(+/- 8020 ),300856,(+/- 8904 ),305970,(+/- 8898 ),270853,(+/- 9584 ),270916,(+/- 9537 ),314609,(+/- 9811 ),254727,(+/- 8131 ),378527,(+/- 11707 ),316935,(+/- 11303 ),268608,(+/- 11464 ),245460,(+/- 9893 ),270141,(+/- 8019 ),287487,(+/- 6177 ),271609,(+/- 6382 ),241009,(+/- 6407 ),273733,(+/- 7226 ),226550,(+/- 6121 ),240015,(+/- 5530 ),237745,(+/- 4739 ),265837,(+/- 5027 ),294226,(+/- 6460 ),265987,(+/- 5692 ),287393,(+/- 5750 )
Workers,Class of Worker,Government workers,64513,(+/- 3614 ),62900,(+/- 3436 ),51405,(+/- 3373 ),57529,(+/- 3857 ),71073,(+/- 4122 ),49929,(+/- 3728 ),35403,(+/- 2950 ),63485,(+/- 3961 ),52491,(+/- 3508 ),25527,(+/- 2957 ),60793,(+/- 3318 ),31494,(+/- 3917 ),44959,(+/- 4606 ),43249,(+/- 4100 ),36864,(+/- 3493 ),56860,(+/- 5127 ),49705,(+/- 3265 ),59329,(+/- 4336 ),61816,(+/- 3648 ),78412,(+/- 4708 ),65482,(+/- 3417 ),60753,(+/- 3279 ),51313,(+/- 3221 ),55293,(+/- 3490 ),42131,(+/- 2830 ),50759,(+/- 3708 ),57194,(+/- 3879 )
Workers,Class of Worker,Self-employed in own not incorporated business workers,20252,(+/- 2537 ),13189,(+/- 2075 ),21832,(+/- 2288 ),18826,(+/- 2289 ),18733,(+/- 2238 ),19382,(+/- 2247 ),23067,(+/- 2293 ),20525,(+/- 2243 ),24472,(+/- 3270 ),35020,(+/- 3001 ),16425,(+/- 2255 ),27759,(+/- 3201 ),24125,(+/- 2794 ),27439,(+/- 3189 ),16635,(+/- 2242 ),19681,(+/- 2673 ),19120,(+/- 2454 ),16323,(+/- 1998 ),25456,(+/- 2039 ),14794,(+/- 2176 ),20823,(+/- 2033 ),16544,(+/- 1865 ),22001,(+/- 2208 ),17700,(+/- 2090 ),15616,(+/- 1888 ),11322,(+/- 1788 ),17473,(+/- 1931 )
Workers,Class of Worker,Unpaid family workers,447,(+/- 294 ),316,(+/- 276 ),464,(+/- 311 ),430,(+/- 267 ),504,(+/- 445 ),463,(+/- 345 ),1496,(+/- 1107 ),457,(+/- 348 ),593,(+/- 321 ),714,(+/- 460 ),118,(+/- 117 ),389,(+/- 374 ),275,(+/- 214 ),470,(+/- 344 ),238,(+/- 246 ),253,(+/- 244 ),160,(+/- 182 ),379,(+/- 303 ),689,(+/- 465 ),290,(+/- 269 ),1056,(+/- 644 ),381,(+/- 250 ),678,(+/- 355 ),345,(+/- 230 ),204,(+/- 179 ),508,(+/- 370 ),896,(+/- 590 )
Housing,Housing Occupancy,Total housing units,307076,(+/- 3956 ),235550,(+/- 4452 ),273740,(+/- 5415 ),243400,(+/- 3969 ),241730,(+/- 4575 ),296048,(+/- 5557 ),278491,(+/- 5455 ),313461,(+/- 6018 ),300923,(+/- 4784 ),358765,(+/- 8058 ),283049,(+/- 3104 ),429521,(+/- 8398 ),314990,(+/- 7554 ),262067,(+/- 6031 ),268303,(+/- 4797 ),283565,(+/- 5446 ),258463,(+/- 3526 ),277467,(+/- 2595 ),361494,(+/- 2793 ),325898,(+/- 2562 ),375306,(+/- 2353 ),320632,(+/- 1906 ),338917,(+/- 1873 ),314487,(+/- 1819 ),315009,(+/- 1692 ),337604,(+/- 3394 ),316083,(+/- 3802 )
Housing,Housing Occupancy,Occupied housing units,237708,(+/- 4327 ),217363,(+/- 4625 ),247036,(+/- 4458 ),230997,(+/- 4100 ),224668,(+/- 4380 ),266579,(+/- 5283 ),256169,(+/- 5089 ),284949,(+/- 5900 ),274241,(+/- 5321 ),302765,(+/- 7118 ),257947,(+/- 3775 ),358652,(+/- 7152 ),292811,(+/- 7437 ),234113,(+/- 5817 ),253527,(+/- 4945 ),265359,(+/- 5373 ),242934,(+/- 3562 ),247953,(+/- 3909 ),262401,(+/- 4415 ),279485,(+/- 3761 ),277069,(+/- 4448 ),270214,(+/- 3456 ),272324,(+/- 3524 ),278410,(+/- 3786 ),288805,(+/- 3129 ),298589,(+/- 4062 ),285986,(+/- 4406 )
Housing,Housing Occupancy,Vacant housing units,69368,(+/- 4086 ),18187,(+/- 2344 ),26704,(+/- 2460 ),12403,(+/- 1960 ),17062,(+/- 1966 ),29469,(+/- 3294 ),22322,(+/- 2521 ),28512,(+/- 2479 ),26682,(+/- 2783 ),56000,(+/- 5731 ),25102,(+/- 2830 ),70869,(+/- 6624 ),22179,(+/- 2646 ),27954,(+/- 3140 ),14776,(+/- 1869 ),18206,(+/- 2318 ),15529,(+/- 2535 ),29514,(+/- 2995 ),99093,(+/- 3575 ),46413,(+/- 3459 ),98237,(+/- 3821 ),50418,(+/- 3382 ),66593,(+/- 3040 ),36077,(+/- 3191 ),26204,(+/- 2627 ),39015,(+/- 3030 ),30097,(+/- 3463 )
Housing,Housing Occupancy,Homeowner vacancy rate,1.6,(+/- 0.6 ),1.3,(+/- 0.5 ),1.6,(+/- 0.5 ),1.2,(+/- 0.5 ),1.4,(+/- 0.5 ),1.9,(+/- 0.9 ),2.0,(+/- 0.9 ),2.1,(+/- 0.7 ),1.9,(+/- 0.9 ),1.6,(+/- 1.0 ),2.2,(+/- 0.8 ),4.3,(+/- 1.8 ),3.1,(+/- 1.5 ),1.3,(+/- 0.7 ),1.6,(+/- 1.4 ),1.6,(+/- 0.5 ),0.8,(+/- 0.4 ),3.0,(+/- 0.7 ),2.6,(+/- 0.5 ),1.7,(+/- 0.5 ),2.8,(+/- 0.6 ),1.9,(+/- 0.5 ),2.1,(+/- 0.5 ),1.4,(+/- 0.5 ),1.1,(+/- 0.5 ),1.6,(+/- 0.5 ),1.7,(+/- 0.5 )
Housing,Housing Occupancy,Rental vacancy rate,6.7,(+/- 1.9 ),5.8,(+/- 2.1 ),7.0,(+/- 2.2 ),4.1,(+/- 1.5 ),2.5,(+/- 0.9 ),3.4,(+/- 1.0 ),2.0,(+/- 0.5 ),3.3,(+/- 0.6 ),3.1,(+/- 0.6 ),6.0,(+/- 1.3 ),5.5,(+/- 1.2 ),6.3,(+/- 1.2 ),2.9,(+/- 0.6 ),1.7,(+/- 0.6 ),1.9,(+/- 0.4 ),4.4,(+/- 1.0 ),3.3,(+/- 1.2 ),3.3,(+/- 1.2 ),8.0,(+/- 1.9 ),4.2,(+/- 1.0 ),7.3,(+/- 1.6 ),4.7,(+/- 1.1 ),7.7,(+/- 1.6 ),6.7,(+/- 1.5 ),6.8,(+/- 1.4 ),6.3,(+/- 1.2 ),5.8,(+/- 1.9 )
Housing,Housing Tenure,Occupied housing units,237708,(+/- 4327 ),217363,(+/- 4625 ),247036,(+/- 4458 ),230997,(+/- 4100 ),224668,(+/- 4380 ),266579,(+/- 5283 ),256169,(+/- 5089 ),284949,(+/- 5900 ),274241,(+/- 5321 ),302765,(+/- 7118 ),257947,(+/- 3775 ),358652,(+/- 7152 ),292811,(+/- 7437 ),234113,(+/- 5817 ),253527,(+/- 4945 ),265359,(+/- 5373 ),242934,(+/- 3562 ),247953,(+/- 3909 ),262401,(+/- 4415 ),279485,(+/- 3761 ),277069,(+/- 4448 ),270214,(+/- 3456 ),272324,(+/- 3524 ),278410,(+/- 3786 ),288805,(+/- 3129 ),298589,(+/- 4062 ),285986,(+/- 4406 )
Housing,Housing Tenure,Owner-occupied,185791,(+/- 3908 ),175563,(+/- 4429 ),204447,(+/- 3990 ),178420,(+/- 4066 ),123716,(+/- 3725 ),119989,(+/- 3868 ),55435,(+/- 2968 ),97844,(+/- 3802 ),78243,(+/- 3028 ),91471,(+/- 4166 ),153732,(+/- 3926 ),97475,(+/- 4567 ),28803,(+/- 2271 ),74822,(+/- 2976 ),22203,(+/- 2042 ),134358,(+/- 5103 ),161655,(+/- 4281 ),167772,(+/- 3810 ),189950,(+/- 4052 ),166179,(+/- 3493 ),195392,(+/- 3815 ),188374,(+/- 3564 ),186425,(+/- 3811 ),186323,(+/- 3806 ),179733,(+/- 3295 ),177666,(+/- 4079 ),219389,(+/- 4388 )
Housing,Housing Tenure,Renter-occupied,51917,(+/- 2847 ),41800,(+/- 3157 ),42589,(+/- 2831 ),52577,(+/- 3885 ),100952,(+/- 3986 ),146590,(+/- 5112 ),200734,(+/- 5621 ),187105,(+/- 5236 ),195998,(+/- 5524 ),211294,(+/- 7088 ),104215,(+/- 4582 ),261177,(+/- 7690 ),264008,(+/- 7754 ),159291,(+/- 5749 ),231324,(+/- 5366 ),131001,(+/- 4717 ),81279,(+/- 3203 ),80181,(+/- 3570 ),72451,(+/- 3022 ),113306,(+/- 3864 ),81677,(+/- 3975 ),81840,(+/- 3697 ),85899,(+/- 3318 ),92087,(+/- 4059 ),109072,(+/- 3621 ),120923,(+/- 4546 ),66597,(+/- 3839 )
Housing,Housing Tenure,Average household size of owner-occupied unit,3.00,(+/- 0.06 ),3.34,(+/- 0.08 ),2.96,(+/- 0.05 ),3.14,(+/- 0.06 ),3.79,(+/- 0.09 ),2.88,(+/- 0.07 ),3.18,(+/- 0.12 ),3.06,(+/- 0.09 ),3.07,(+/- 0.09 ),2.52,(+/- 0.08 ),3.00,(+/- 0.06 ),1.97,(+/- 0.08 ),2.54,(+/- 0.18 ),2.96,(+/- 0.10 ),3.21,(+/- 0.20 ),2.88,(+/- 0.07 ),2.91,(+/- 0.06 ),2.93,(+/- 0.05 ),2.59,(+/- 0.05 ),2.69,(+/- 0.05 ),2.48,(+/- 0.04 ),2.56,(+/- 0.03 ),2.54,(+/- 0.04 ),2.55,(+/- 0.04 ),2.55,(+/- 0.03 ),2.45,(+/- 0.04 ),2.55,(+/- 0.04 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.70,(+/- 0.17 ),2.93,(+/- 0.18 ),2.67,(+/- 0.16 ),2.88,(+/- 0.16 ),3.08,(+/- 0.09 ),2.74,(+/- 0.07 ),2.86,(+/- 0.06 ),2.42,(+/- 0.05 ),2.50,(+/- 0.05 ),2.16,(+/- 0.05 ),2.56,(+/- 0.08 ),1.90,(+/- 0.05 ),2.75,(+/- 0.07 ),2.86,(+/- 0.06 ),2.93,(+/- 0.05 ),2.54,(+/- 0.07 ),3.11,(+/- 0.10 ),2.57,(+/- 0.11 ),2.28,(+/- 0.08 ),2.16,(+/- 0.06 ),2.26,(+/- 0.07 ),2.29,(+/- 0.07 ),2.18,(+/- 0.06 ),2.20,(+/- 0.06 ),2.16,(+/- 0.05 ),2.10,(+/- 0.06 ),2.03,(+/- 0.08 )
Housing,Year Householder Moved into Unit,Occupied housing units,237708,(+/- 4327 ),217363,(+/- 4625 ),247036,(+/- 4458 ),230997,(+/- 4100 ),224668,(+/- 4380 ),266579,(+/- 5283 ),256169,(+/- 5089 ),284949,(+/- 5900 ),274241,(+/- 5321 ),302765,(+/- 7118 ),257947,(+/- 3775 ),358652,(+/- 7152 ),292811,(+/- 7437 ),234113,(+/- 5817 ),253527,(+/- 4945 ),265359,(+/- 5373 ),242934,(+/- 3562 ),247953,(+/- 3909 ),262401,(+/- 4415 ),279485,(+/- 3761 ),277069,(+/- 4448 ),270214,(+/- 3456 ),272324,(+/- 3524 ),278410,(+/- 3786 ),288805,(+/- 3129 ),298589,(+/- 4062 ),285986,(+/- 4406 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,21100,(+/- 1972 ),17239,(+/- 2299 ),21424,(+/- 2279 ),21146,(+/- 2028 ),20698,(+/- 2353 ),33168,(+/- 2856 ),42210,(+/- 3111 ),37756,(+/- 2889 ),34612,(+/- 2586 ),55992,(+/- 4700 ),30850,(+/- 2826 ),74093,(+/- 5328 ),42218,(+/- 3320 ),27574,(+/- 2916 ),30939,(+/- 2994 ),33827,(+/- 3238 ),31299,(+/- 2638 ),35117,(+/- 3140 ),33965,(+/- 2802 ),54235,(+/- 3343 ),43446,(+/- 2848 ),39073,(+/- 2605 ),42942,(+/- 3027 ),44033,(+/- 3361 ),56286,(+/- 3312 ),50624,(+/- 3375 ),36153,(+/- 2728 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,50579,(+/- 3756 ),42510,(+/- 2946 ),51631,(+/- 3381 ),45278,(+/- 3026 ),53696,(+/- 3190 ),78552,(+/- 4340 ),75919,(+/- 3661 ),76742,(+/- 3724 ),76163,(+/- 4200 ),92535,(+/- 4780 ),63586,(+/- 3811 ),125249,(+/- 7571 ),85329,(+/- 5161 ),76449,(+/- 4736 ),77016,(+/- 4350 ),73353,(+/- 4186 ),58683,(+/- 3387 ),54570,(+/- 3871 ),53457,(+/- 2935 ),73139,(+/- 3611 ),68072,(+/- 3553 ),61457,(+/- 2830 ),64280,(+/- 2664 ),71013,(+/- 3324 ),75788,(+/- 3095 ),81483,(+/- 3507 ),64680,(+/- 3974 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,71210,(+/- 3285 ),58808,(+/- 3356 ),64648,(+/- 3874 ),64397,(+/- 3509 ),69932,(+/- 3453 ),67970,(+/- 3506 ),65765,(+/- 3452 ),82994,(+/- 4259 ),70163,(+/- 3530 ),66643,(+/- 4868 ),71283,(+/- 3872 ),68419,(+/- 5270 ),68804,(+/- 4685 ),60469,(+/- 3401 ),77862,(+/- 3351 ),66181,(+/- 4535 ),63929,(+/- 2996 ),74174,(+/- 3821 ),71992,(+/- 3313 ),68564,(+/- 3504 ),66810,(+/- 3052 ),66944,(+/- 3023 ),66702,(+/- 2908 ),67956,(+/- 3406 ),68246,(+/- 3118 ),68266,(+/- 3471 ),77826,(+/- 4153 )
